"","Ost_contr_8","Ost_dif_8","Ost_contr_9","Ost_dif_9","Ost_contr_11","Ost_dif_11","Ost_contr_12","Ost_dif_12","Ost_contr_20","Ost_dif_20","Ost_contr_22","Ost_dif_22","VIC_contr_213","VIC_dif_213","VIC_contr_431","VIC_dif_431","VIC_contr_432","VIC_dif_432","VIC_contr_482","VIC_dif_482","VIC_contr_494","VIC_dif_494"
"EEFSEC",4503.64,2726.29,3268.2,2261.31,3109.6,3772.88,4221.4,2796.88,2724.99,2729.95,3319.04,3904.95,2584.71,3857.09,2233.95,3570.09,3005.32,3723.44,1676.46,3336.38,3275.34,3805.37
"EEPD1",454.976,1650.06,2007.95,2458.53,2331.15,3170.4,2558.06,3661.25,1748.21,2303.57,1741.93,2011.88,928.419,1779.41,NA,336.642,NA,NA,414.486,132.047,1427.81,2123.1
"EFEMP1",8988.63,4001.49,4499.2,2605.42,11647.1,4955.79,6950.08,6999.91,9755.12,4882.65,5694.01,3957.38,23079.2,17972.9,84489.7,18788.5,27589.5,23731.2,17160.9,61763.4,23819.7,95487.1
"EFEMP2",10019.3,7340.76,10074.6,5952.72,12276.9,14900.4,7137.08,7864.99,11221.3,11816.8,12169.1,13524.3,6999.87,30018.8,25381.2,2798.21,18785.3,3453.86,4280.64,44690.7,7477.57,63183.1
"EFHD1",3442.67,3913.11,8727.37,2162.8,1342.77,4746.14,280.294,5377.03,9292.23,6422.34,3418.7,14703.3,NA,NA,2171.51,1452.32,2314.32,NA,1179.08,3684.49,2347.85,864.096
"EFHD1;EFHD2",14262.5,3132.37,21738,1671.16,44914.9,21470.2,28145.2,15899,23346.8,9656.86,40513.1,27156.1,5578.36,1788.59,1760.86,526.923,1362.06,391.326,11871.2,12453.5,6848.78,5687.66
"EFHD2",38282.7,32976.2,45891.9,28712.7,89542.6,40417.5,83226.3,42557.1,39134.9,14176.5,78743.7,40588.5,11584.8,15986.3,10570.1,23170.4,6071.02,19648.1,22688.7,16738.2,19768.2,14044.4
"EFL1",9468.9,10103.4,11673.1,11190.8,13747.4,9838.56,13757.7,9574.27,13926.8,11757.5,13439.2,11321.8,10394.3,14993.4,10170,13800.1,14497.2,17161.9,13856,11725.5,11813.6,11451.6
"EFNA5",2422.51,1294.98,2170.23,1136.97,2475.36,3383.01,4806.92,1835.19,958.242,1497.71,3539.02,1498.93,NA,528.869,NA,NA,NA,NA,388.322,580.123,697.113,624.693
"EFNB1",2810.17,1952.75,5891.12,1928.63,3928.55,3558.96,655.453,1702.18,4262.83,5285.43,7976.38,3677.59,4678.61,6426.83,5313.46,2806.69,2561.92,1081.83,3303.79,5970.07,3726.95,4386.09
"EFR3A",2633.91,2371.85,3085.69,2605.63,1785.26,3215.38,2831.6,2951.69,2561.97,2596.23,3953.7,3440.11,1722.84,3252.33,1078.26,1335.28,970.252,1606.52,698.797,2623.29,1714.58,3094.49
"EFS",195.206,331.36,623.736,429.505,598.7,151.37,439.563,201.313,465.669,159.394,NA,271.606,3709.68,425.372,156.063,401.074,538.959,251.693,570.157,NA,NA,194.308
"EFTUD2",11639.6,9480.44,9781.12,7745.52,10623.8,12359.8,14822.9,11769,10599,7931.44,11748.6,8773.25,9660.47,7432.92,1887.13,1295.56,2726.09,2562.54,9893.42,11395.4,11331.6,10457.4
"EGFR",9610.92,17143,10000.5,26766.9,18622.9,20447.7,17398.2,18693.3,9726.13,14555.4,15549.6,11246,12667.7,6303.72,3416.16,3350,7307.3,4459.7,9226.4,6602.83,11575.6,7110.13
"EGLN1",1612.65,1289.46,2300.17,1703.52,3048.57,1988.76,2805.09,2218.98,2517.14,1480.77,2354.72,1969.04,2501.32,1708.03,3143.86,1651.16,4935.66,4680.12,3162.31,6315.76,3409.98,6181.34
"EHBP1",8294.63,6960.18,10074.7,5626.18,11260.6,7387.19,6434.02,4043.83,9398.9,5190.41,9391.6,8357.41,3896.79,6862.03,3679.96,3658.45,4414.7,4387.25,3986.16,7517.89,6010.79,7634.06
"EHBP1L1",6518.97,7043.58,10320.1,6054.78,9507.6,4936.13,7161.94,4331.88,8147.56,5022,6584.34,6841.69,3346.63,5146.25,5469.39,2691.52,6528.06,3224.74,4433.1,6799.15,5846.1,5571.37
"EHD1",31104.4,23145.6,40391.8,24766.9,32522.2,27671.9,36992.6,31168.3,43230.2,26965.2,36546.1,31885.6,25513.8,35947.4,38487.2,36093.1,48397.8,42821.7,31318.8,26844.5,45114.6,37594.7
"EHD2",111217,109982,120022,105787,134633,151512,150561,192379,124930,121617,118075,152002,94299.4,140612,101621,89173.6,106567,140066,82452.3,174464,101873,174795
"EHD2;EHD4",54523.6,64445.3,47363.4,65601.8,36913.1,65586.9,66288.1,65551.2,43887.4,48036.7,44615.3,44592.1,35229.2,77697.9,28882.5,50998,41139.4,74182.7,15291.9,55732.7,37480.5,57693.3
"EHD3",28151.3,19977.4,28059.9,26250.6,24193.5,26277.6,27656.8,21895,28868.6,26512.2,30694.8,22958.4,32562.4,36896.9,29868.6,40414.2,38767.7,45419.8,28212.8,24224.5,41055.2,32855.6
"EHD3;EHD4",6642.03,4363.93,8091.08,5166.17,8939.82,6795.42,8337.25,5409.02,8073.19,10300.3,9900.91,4676.26,13414.4,8555.06,9200.23,7145.39,8654.61,13576.1,11220.5,7852.76,11625.5,10044.5
"EHD4",9627.47,7686.33,13525.5,10048.8,11075.5,13628,12207.5,14032.5,10984.8,11297.1,17051.3,13820.5,7389.03,11856.4,7197.13,6395.38,6520.68,7183.55,8875.95,9338.47,9935.06,12745.3
"EHHADH",5899.68,5153.26,7151.48,8751.57,2980.39,5535.91,4238.57,5458.39,8195.27,7359.46,5261.51,6283.58,4122.89,6338.92,2183.93,4433.29,3774.78,3287.56,2810.84,5554.86,3656.13,6851.62
"EHMT2",480.47,NA,1127.4,NA,1211.61,1352.82,1159.58,956.805,600.134,512.098,803.12,708.785,353.014,NA,NA,450.364,450.674,419.891,517.604,474.049,474.059,383.798
"EIF1AX;EIF1AY",9488.36,7655.76,8164.79,5586.8,16021.1,10722.9,6848.08,9793.78,14315.8,8111.69,9784.07,10503.8,17528.8,8124.21,11462.3,4151.61,14641.7,6501.89,19595.7,16821.7,19947.2,13502
"EIF2A",22815,16197.9,19832.7,12058.8,25504.8,20454.6,22654.6,17229.2,23700,18097.3,18110.1,18009.6,15435.1,11183.5,13721.6,7968.7,16403.6,8377.98,21807,19356.1,20291.4,15433.4
"EIF2AK2",11269.9,14846.5,12329.2,13917.1,10364.9,10750.6,11396,10815,12555.5,14253,12566.8,10996.7,7848.99,5788.62,13982.9,6302.89,12795.3,7039.05,7277.64,7440.4,8903.59,8421.83
"EIF2AK4",8799.2,10082.1,9492.72,11565.1,8726.23,15813.8,10714.8,12839.5,10915.2,11279.6,10112.9,13069.2,5515.21,4009.02,11515.6,5381.8,14393.9,7213.31,5209.67,8958.75,7125.65,8869.4
"EIF2B1",13770.8,14682.9,15335.4,12312.8,13581.5,14052.6,10778,13920.8,16350.8,17138.7,16378,14670.3,11695.3,18194.4,15695.8,13232.9,17318.6,15826.3,12153.6,16325.9,14051.5,15386.4
"EIF2B2",4416.02,4686.57,5150.22,3699.05,6316.77,5207.1,4237.16,4517.96,5954.73,6569.8,5322.22,4883.34,4887.71,5905.56,5823.56,4722.21,4570,4360.35,6810.88,4954.19,5839.53,5055.51
"EIF2B3",10023.6,10911.5,14521.6,13832.8,14054.4,14622.4,11421,15689.8,12182.5,14346.3,13578.5,13244.5,8840.46,6543.25,9596.82,9073.64,10965.4,12253.3,9698.87,11515.4,11889.6,11083.9
"EIF2B4",9877.9,8443.02,10364.3,10244.9,9772.96,11676.8,8341.22,12785.1,11326.1,13576.1,13064.4,11448.5,9863.16,12268.6,8502.34,7930.66,13773.9,9137.07,9514.33,11826,11829.3,14823.4
"EIF2B5",3455.82,4601.98,4140.44,3572.14,4700.24,4224.39,4037.11,4864.48,3479.84,5253.74,3568.42,4738,4388.42,687.395,4371.83,2577.34,4453.45,3601.86,4292.59,4274.03,5052.85,4805.21
"EIF2D",3290.68,2283.89,2938.43,1713.24,2502.32,4037.22,3954.12,2303.44,3865.36,2519.14,2920.78,2642.86,1737.85,1936.51,1968.86,1663.19,3926.62,1352.66,1814.56,3151.28,2256.89,2800.26
"EIF2S1",38669.8,29915.5,45652.8,31123.1,42972.8,41847.1,32317.9,31418.9,42625.1,37975.2,40472.4,39542.8,36313.3,40060.6,48041.6,23876.8,53269.6,34511.9,48051.9,44822.8,52621.5,44374.2
"EIF2S2",42696.5,37669,39791.4,38530.2,43881.9,39602.2,39064.4,35917.6,42636.5,42242.4,39796.1,42060.2,38424.2,48727.1,48628.2,21628.4,52442,34379.2,44119.3,42879.5,45960.8,42274.5
"EIF2S3",56018.6,43815.8,54927.5,41573.7,51729.2,56058.3,51047,44517.2,51517.5,56642.8,64479.5,56295.7,53338,61859.7,43359.7,25480.2,65966.8,42441.2,51323.3,66322.8,61714.8,58552.2
"EIF3A",60571.2,50355.5,62980.3,52988.7,67876.8,71273.4,69223.9,66840.6,63807.6,58888.3,67535.4,66529.2,57485.6,36509.3,54586.3,43675.6,66399.2,46998.3,60345.7,55507.4,69642.4,68731.8
"EIF3B",35351.2,31848.1,33115.2,30825.4,41016,39562.4,36864.4,32821.8,35064.4,28943.5,32706.4,32916.2,30514.9,21239,28065,27753.7,38900.8,30995.8,29208.2,31655.4,34267.9,35044.7
"EIF3C;EIF3CL",34719,28810,38580.2,22209,48159.9,42041.6,38238.7,39917.3,30466.9,36050.1,45980.9,38443.5,39074.9,5023.47,37141.5,8491.02,48905,9965.71,47982.9,40513.3,48409.3,46681.6
"EIF3D",19686.5,17978.6,19815,18958.7,20341.6,22665.8,19681.8,19930.8,19216.4,17750.2,19433.8,22407.8,19141.1,4952.85,17862.9,4672.97,24091.3,12011.5,16658.9,19036,17588.4,19702.9
"EIF3E",33613.9,32673.3,33648.8,26834.4,43368.4,39610.8,33644.5,35197.1,42342,35758.8,45919.2,37749.3,45799.5,39255.8,33302.1,25135.7,45629.8,34050.2,49807.9,40497.3,48343.2,47307.1
"EIF3F",25845.5,23189.8,36676.4,14585,49344.2,36279.5,29884.4,26365.2,36587.6,32132.4,40026.5,32621.5,43773.2,39188,30070.3,28115,37980.3,27391.6,50551.6,43096.9,49801.8,37358.6
"EIF3G",22077.8,25808.8,25617.1,30335.8,29475.8,26113.1,29451.1,25824,25660.4,25335.2,21068.9,24273.3,12830.1,17357.9,19654.9,16204.8,28922,15016.9,20419.3,24257.1,23483,20781.9
"EIF3H",22245.9,18466.9,21955.2,17483,26111.5,22284.2,23356.1,21071.6,25069,19027.5,18158.3,21808.2,18960,21102.5,17277.9,15292.6,23372.2,17544.4,25227.6,23819.3,25987.4,20155.2
"EIF3I",64120.6,52570.1,60411.3,49074.1,88369.2,75436.7,71985.9,56423.4,72391.8,51139.5,60221,57705.5,59531.4,40788.7,59063.8,50836.5,57226.5,54048.6,56548.6,63628.5,65043.4,55736.9
"EIF3J",11697,12735.5,11941.5,8691.35,8502.1,9029.69,8165.92,5718.11,12265.8,12489.9,11895.3,9133.06,10000.1,11040.1,9366.59,6002.67,9726.82,12883.2,13311.4,11157.9,11481.6,9137.33
"EIF3K",10061,9702.36,12816.2,12666.5,14028.8,13743.6,9680.33,11569.3,14705.9,14035.2,13216.4,14190.5,13143.2,16876.4,11168.5,8940.02,10711.9,9411.98,12919.5,13211.1,12712.9,10921.6
"EIF3L",17089,18035.1,18421.1,18164.5,16313.4,22851.2,13357.4,16236.4,22947.5,22736.5,20803.7,20972.2,19155.3,25540.5,17268.5,14043.6,23891.8,15968.3,19178.2,17060.7,17403.2,23096.5
"EIF3M",29633.8,33990.7,27155.9,37509,28587.7,35739.2,29408.1,24819.2,27309.8,32414.3,31601.5,28509.8,25746,43173.1,25242.9,24773.7,33565.6,29751.1,27707.1,30142.9,30344.5,27879.4
"EIF4A1",92591.6,77877,86521.8,82045.6,110660,96080.8,105594,89719.6,84400,69950.3,92909.2,90749,61548.4,88611.8,70456.1,116094,123732,97895.1,76195.7,79554.4,80614,71343.3
"EIF4A1;EIF4A2",102746,105357,96786.8,109766,114221,104176,98327.4,87615,110539,98687.3,114854,97063.6,123606,113301,115326,141906,146648,147878,129875,97912.8,108598,115913
"EIF4A1;EIF4A2;EIF4A3",73416.4,52571.2,59920,59657,76177.7,77373,52117,83917.2,64589.6,73999.3,61667.3,72234.6,47373.8,73997.6,51098.2,46855,81767,61625,53855.5,51361.3,76966,83384.4
"EIF4A2",22445,33447.3,32468.2,35449.6,17678.4,25336.4,21072.2,22062.4,26768.3,31252.6,22409.1,27762.4,11394.8,26071.1,33000.5,41587.5,35253.8,40795,10445.7,24070,18922.6,26673.4
"EIF4A3",17096.6,12943.7,17759.1,13418,25397.9,23091,19431.6,21817.9,18919,16144.3,20167.7,18005.1,16711.5,26024,6985.81,9449.32,7765.24,8149.29,22537.9,15588.2,20222.1,24820.9
"EIF4B",17898.7,19075.7,23223.6,13673.3,26584.1,19798.8,22928.3,16161,22269.2,18523.5,19324.8,18475,16864.1,20432.1,15796.1,12214,20776.7,15966.8,22621.1,28782.1,27174.3,16790.2
"EIF4E",35740.1,27039.4,31435.6,22865,50364.7,26436.2,33392,26411.6,48266.4,46655.2,43445.4,33889.2,43669.4,39443.8,57422.6,39084.6,55043.8,43480.7,47905.4,35372.7,61847.5,44019.6
"EIF4E2",9804.67,10677.9,8760.01,11530.9,7893.04,9636.78,13340.1,8807.92,8906.75,8977.28,9731.66,9948.08,9577.36,7500.42,6077.17,6497.01,7044.87,5914,8446.28,8863.13,9775.38,10412.7
"EIF4G1",42863.8,44013.1,49305.8,41619.2,38337,46177.3,40665.7,40447.4,53652.9,50571,41414.2,42939,33574.5,39485.3,49670.5,32214.6,54826.1,38244.9,36706.1,47319.5,44282.8,38438.6
"EIF4G2",21304.3,18272.5,19963.5,16753.7,17056,18328.1,23907.8,15632,22621.3,17519.5,19902.6,18167.9,16739.6,14887.6,15048.2,10126.4,16937.5,14822,18436.8,18580.5,20108.7,18622
"EIF4G3",59007,68733.1,58807.1,64026.7,47194.3,64846.3,60018.7,67941.4,61915.9,58086.7,53853,56431.8,48106.9,51120.3,51091.7,41669,70670.2,57238.6,42222.3,59793.9,51803.2,51512.5
"EIF4H",23122.9,27590.8,37324.1,18212.1,59275.3,27431.8,35761.2,32929.3,43302,21024.6,32920.8,31437.8,27816.2,24063.2,32468.3,28975.8,28677.5,32510.5,50776.9,36583.6,40036.7,26983.9
"EIF5",50683.7,36061.8,43875.8,24790.7,50077.8,37944.1,43922.2,31800.5,49593.1,32434.1,46286.7,36324.2,28743.6,19471.5,22351.1,3219.42,29324.8,7117.16,38405.1,40942.1,40925.9,31914.4
"EIF5A",17861.7,25690.2,20275.6,31019.2,20135,14932.8,17125.5,14564.2,19475.9,27036.9,15225.6,16738.7,17651.1,26846.6,22875.8,23963.5,18357.9,21495.3,20534.6,24133.2,16307.1,13533
"EIF5A2",118948,98857.4,105508,103097,98533.4,111190,91954.6,91454.3,103021,82687.3,99351.2,95070.2,60896.2,102365,64685.9,89542.3,113492,78210.8,65576.5,95564.8,98888.5,88449
"EIF5B",23983.6,10555.2,25143,8978.91,22950,30082.9,25942.5,22777.5,23671.6,20908.1,26739.1,24088.2,18351.9,2486.08,19038,1048.65,25801.6,3394.18,21157.7,32235.9,27362.9,22786.2
"EIF6",60205,55475.4,75958.9,51060.4,98844.9,67464.6,63803.4,46994.7,87082.3,55676.9,102417,62844.1,52584.6,66325.1,60420.9,62378.6,75719,54342.3,94574.5,59241,97549,52404.6
"EIPR1",13148,11094.9,11240.9,10209,11387.9,10017.7,11500,8943.54,13058.1,10975.1,11161.7,10885.8,6143.18,14450.8,8770.33,14579.9,10077.8,15873.2,6370.45,9172.8,7078.81,10288.6
"ELAC2",4742.91,4381.6,3173.54,3183,5013.4,4129.5,5552.49,4269.25,3939.17,3255.03,4855.17,4562.12,4728.94,3046.66,2833.68,1819.51,3699.82,2515.13,4619.9,3071.93,4820.5,3134.35
"ELAVL1",17475.7,13403.9,13818.3,9446.41,22967.1,17819.7,14918,17329.9,17768.4,16159.6,22391.1,14225.6,25274.5,16695.2,6544.41,5889.92,9187.87,6172.24,23515.3,17697.3,25816.5,24036.2
"ELMO2",12925.1,12330,16855.2,8508.14,11500.3,11788.8,10361.7,12128.9,17663.4,19764,17951,16702,8899.49,10218.8,13879.1,10827.7,14303.7,12129.6,6990.92,8088.24,13293.9,14762.3
"ELMOD2",4271.55,6109.14,4984.31,5358.57,3103.1,4874.26,3434.01,3419.8,6247.57,6728.56,5535.34,5444.64,4605.05,4987.34,4349.8,5850.29,3572.88,5968.46,2749.75,5574.62,3971.26,6150.23
"ELN",20907,5294.72,30282.8,4103.95,9725.49,689.436,3129.46,150.599,9369.11,1816.79,3251.22,1794.6,385.346,131.901,1921.85,470.663,392.458,342.958,178.003,202.336,2425.93,1063.27
"ELOA",1133.02,3267.23,2000.14,1265.17,1745.49,1690.46,2529.3,1460.33,3326.67,2265.56,1228.59,1631.54,2004.62,1790.11,2102.35,NA,2870.6,NA,1489.92,3396.78,2722.82,2283.37
"ELOB",23495.2,24393,23138.8,21188.1,18503.9,24501.6,15294.6,20795.7,22984.6,24277,25039.6,24462.3,13796.4,23926.5,21308.6,24377.6,25347.3,26106.3,18607.8,29566.1,21231.1,19167.7
"ELOC",79405.1,111593,155007,73155.7,146462,131409,57643.4,63143.4,213071,156063,175000,91870.9,170129,125798,203537,158998,132192,147303,181749,181634,204705,168094
"ELOVL1",1581.01,5004.29,2674.47,2464.33,3146.81,1894.98,1677.53,2546.88,3961.66,4112.88,2402.32,1898.48,2626.52,1894.88,4099.63,1020.84,4089.35,1811.25,4665.12,2319.21,3597.37,3280.28
"ELP1",4002.71,4440.96,4058.66,3007.85,2985.41,5105.34,4326.86,4290.63,4107.06,3754.16,4144.24,4367.47,2384.87,2507.29,1892.46,1675.86,2963.66,3375.69,3584.81,2865.93,2538.76,3157.52
"ELP2",4519.02,2982.67,5547.92,3279.18,4228.68,5281.81,5180.24,3807.47,4119,2872.87,4107.63,3686.53,1904.08,2095.1,1533.72,3072.47,2906.82,3064.2,2383.05,2966.85,2458.2,2415.66
"ELP3",2070.31,1950.17,2519.65,3000.46,1846.07,3757.46,3522.53,2676.93,1590.69,1496.04,2181.19,3279.1,569.6,1014.49,656.678,325.966,1037.09,1253,573.173,1300.52,899.776,1120.87
"ELP4",1515.66,1632.8,1870.29,1963.36,2199.05,2364.74,1677.51,2522.91,1097.02,1664.66,1832.09,2175.43,615.84,1339.59,700.598,1277.99,2062.04,1956.41,765.931,1734.9,249.778,966.307
"EMC1",23509.7,23583,30576.2,22344.4,20755.8,23621.9,21873,23798.8,28048.3,27418,28861.4,23971.6,23828.3,26952.8,24122.5,29804,29538.4,25111.8,24692.8,24970.8,27783.8,26458.8
"EMC10",54.2412,NA,1473.7,NA,2546.47,1975.36,NA,1100.51,2194.51,589.348,1849.1,673.723,4246.16,2062.31,2488.27,589.735,1380.15,546.399,4354.21,1809.26,2668.95,1959.18
"EMC2",16658.4,10321.8,21001.8,11698,16465.5,16465,13705.3,13616.2,23401.2,19522.8,20513.4,16424.1,13026.4,17469.3,16486,23398.2,18079.1,21840.5,18267.6,21855.2,20526.6,19635.8
"EMC3",5926.99,5676.84,4930.97,7132.48,4038.1,4294.25,4323.17,4399.66,5711.91,5932.03,4629.52,3828.4,3679.92,3981.68,5252.56,5566,4975.32,6287.99,3185.24,3945.32,4089.37,4214.47
"EMC4",1698.21,1628.39,4167.91,1865.18,1929.17,2687.33,2057.42,3146.37,3679.35,3471.55,4303.61,3622.86,2691.87,3606.45,3572.79,3497.65,5549.34,3483.29,3210.45,2342.87,4028.25,3904.65
"EMC7",20198,17336.9,16813.1,19375.6,15451.5,15803.5,19381,9234,18102.9,15651.2,17484.6,17193.9,12171.3,23131.9,9932.88,16625.8,15304.2,17270.4,11955.1,13659.9,16706.7,13531.2
"EMC8",4990.32,4695.11,5570.43,5358.66,3274.8,4296.95,2979.57,4086.22,5501.35,4270.17,4957.1,5248.85,2563.1,3739.81,3983.42,5241.06,3425.98,2273.15,3369.69,4700.11,3926.71,3650.66
"EMC9",5807.24,5656.95,4803.11,5133.88,5555.24,4572.09,7336.75,4885.07,4589.35,4202.49,4760.37,4544.77,2571.78,3234.04,3558.94,3946.19,3884.16,3328.24,2308.83,2392.42,2957.68,3470.03
"EMD",28599.5,20351,25289.8,21727,22937.1,32311.4,27596.2,31262.5,26709.1,21661.2,24570.2,29619.2,21275.6,31048.2,17728,15851,24627.9,12519.2,15441.3,26146.6,24042,30594.3
"EMG1",6186.74,3855.89,4854.55,3940.38,10898.9,7208.49,8553.36,5936.26,6858.37,4325.36,7068.1,3801.22,8401.55,6865.74,NA,1997.43,1466.62,2271.92,9728.56,5809.13,11926.3,5008.45
"EMILIN1",3616.54,3055.67,6229.09,3591.47,6702.86,2630.28,5676.29,3194.35,4071.77,3782.18,4868.06,3008.16,13460,3784.34,4175.77,719.206,3751.45,1401.57,4252.49,4556.16,4578.69,6649.25
"EML1",4133.83,3029.62,3916.35,4137.88,3547.11,2547.6,5601.38,3339.52,2592.51,2380.23,3439.35,3382.02,2931.53,4694.41,1960.3,2667.26,2347.88,4083.92,2584.06,4526.93,4223.6,4748.86
"EML2",40121.3,43268.1,47769.9,53676.9,28401.1,37312.1,45399.3,35088.5,42930.4,41140,33593.6,39217.2,39730,43584.9,31432.4,48582.6,33616.2,48414.9,36674.8,38228.5,28673.4,40170.8
"EML3",12722.7,11999.3,12179.9,12411,8168.76,18511.8,12274.9,18210.4,7311.97,14787.9,10232.2,12869.4,13794.9,8957.54,7120.94,11416.4,11460,8827.47,12826.2,18089.8,10732.4,18954.9
"EML4",7699.17,5841.23,9174.24,6155.45,4642.91,5434.07,3846.73,3882.26,8555.92,8459.19,7384.2,5867.18,4570.16,6560.8,6363.45,5617.41,5678.2,6615.77,4245.59,7378.08,8284.71,5971.83
"ENAH",113594,104873,132325,117484,108963,92206.7,74725.3,69681.6,89005.4,111672,101349,129924,37467.2,60387.9,62368.1,51628.8,54754.4,78983.7,37166.3,79195.6,54091.3,76122.8
"ENDOD1",19728.6,48272.3,40369.3,42215.5,23993.4,34512.6,20072.6,24726.9,30548.6,51937.3,30949.5,60386.2,20431.8,32771.5,22671,25205.7,22317.5,19422.8,22464.7,43946.3,25235.6,24827.4
"ENDOG",9212.21,6258.02,7630.51,9710.39,12770.6,7208.27,6538.7,8610.32,9649.77,10277.5,9315.81,7676.69,6322.59,8522.41,2784.65,4734.07,4161.9,5394.27,8990.14,8897.58,7965.29,9137.93
"ENG",63022.8,42934.1,63895.6,39203.2,40287.7,24085.7,37043.5,17762.9,52583.9,39541.5,35378.5,22413.3,24832.1,4366.77,24219.7,15007.5,20465.7,25183.2,17576.6,9779.25,37307.7,17267.7
"ENO1",391583,476675,561329,444058,904700,755816,621329,691395,571966,680181,634051,657688,647532,567858,787037,803406,809776,871262,811300,820313,439332,453026
"ENO2",25412.5,16815.2,30173.5,19811.4,32401.9,16788.8,20703.6,14027.9,27939.8,16958.2,34321.8,20018.6,21460.6,19350.2,43033.7,44793.6,59172.9,66184.5,30680.8,26098.7,33761.2,28867.1
"ENO2;ENO3",212823,244350,333402,243527,503925,298928,206881,265533,345870,380318,343756,262749,599811,346240,703292,400644,470032,360084,591864,385010,240925,303125
"ENO3",774174,955809,859545,1046840,816017,987551,1069650,644525,641057,810551,820841,672828,346853,NA,256619,659548,739693,737107,389089,680003,497610,493888
"ENOPH1",11843.2,12341.5,14161.2,11849.8,14407.8,10067.3,9863.52,11247.2,11259,10122,11487.5,13403.2,8892.19,10602.5,8718.09,13707.1,10773.2,10982.5,8512.09,11617.5,9283,12140.5
"ENOSF1",1999.88,1587.02,1463.42,2335.13,2581.3,2555.92,1391.58,859.666,698.969,1397.71,1564.47,1861.77,1224.59,2196.52,1208.23,1920.33,830.985,864.155,775.983,1432.6,1055.68,1291.43
"ENPP1",11170.9,16609.9,5836.49,12079.2,16963.4,19790.8,20414.2,45858.4,12144.6,22042.9,17681.2,24655,3438.39,3684.01,2074.96,3366.83,6210.95,3952.22,NA,3186.19,NA,2874.35
"ENPP4",1669.4,3715.47,2370.22,5350.69,1983.2,2352.64,915.392,348.742,1976.32,3202.77,3205.36,3324.54,6070.2,8663.8,3087.99,3583.27,4809,7423.55,5465.35,7768.57,5493.29,6127.72
"ENPP5",35.6695,2078.79,346.186,1723.34,232.628,255.903,NA,134.752,NA,533.245,2612.55,2084.42,1667.89,1997.57,NA,437.139,188.501,1052.52,339.694,1003.5,494.444,2281.71
"ENTPD1",NA,824.639,664.471,344.74,1436.14,1350.36,906.434,786.36,965.399,1074.93,632.529,413.219,230.863,649.857,317.087,1229.83,1037.91,766.571,543.231,1279.37,NA,385.833
"ENY2",4405.79,3565.4,4718.45,1460.45,9570.45,4451.38,5631.04,3489.53,4934.3,3418.47,5930.04,4620.37,4571.17,3739.97,3560.85,2546.33,3135.05,1450.94,7812.49,3182.75,6403.76,4139.75
"EOGT",5716.95,12013.9,5961.83,12471.7,4986.7,11579.7,5347.97,9822.34,4784.94,11148.4,9022.64,12429.3,10037.2,17949.2,9487.77,17841.1,10275.5,17422.5,9147.63,15076.9,7714.36,14381.7
"EPB41",948.556,954.98,1271.45,1179.23,693.127,1048.87,841.11,759.805,997.847,967.089,2188.45,953.075,654.792,1479.56,1360.48,1087.86,1326.73,986.913,685.313,925.39,1361.61,981.713
"EPB41L1",8717.4,6970.33,15371.5,7535.18,15438.4,11050.8,20951.6,10569.2,8163.06,14083.6,11545.2,8141.19,3470.88,9058.88,2750.42,3965,3288.22,4048.76,2157.67,7228.12,3587.02,6948.72
"EPB41L2",15632.6,7791.96,17171.7,8871.16,25792.7,16500.7,25589.7,16112.8,14934.9,13590.7,21074.4,13734.4,22656.5,15318.6,30499.2,10367.5,32707.1,20669.9,18193.8,39057.5,33433.5,40781.9
"EPB41L2;EPB41L3",1017.35,1922.6,NA,967.14,2141.16,1210.46,2713.62,2243.52,698.714,390.02,1250.8,1542.4,584.845,834.479,843.193,1213.27,1795.87,2047.29,890.988,1997.75,1668.15,1817.33
"EPB41L3",1032.85,NA,1767.49,NA,3737.54,2887.56,3947.4,3161.48,NA,NA,980.602,1805.92,NA,663.286,1646.88,1943.25,1193.73,2160.72,902.102,NA,1239.73,970.193
"EPB41L5",1416.94,396.832,951.282,2274.32,665.637,2668.1,1471.55,2125.47,649.028,421.588,1386.7,1280.34,944.747,2846.17,624.543,273.474,1639.32,1377.06,866.265,2318.42,849.712,3414.59
"EPDR1",10501.3,10046.5,10746.6,3833.19,3518.59,5495.39,8223.95,8118.73,14557.3,15909.8,22222.6,11294.7,40270.2,20284.7,68472.1,33398.1,29780.9,37381.5,44369.7,24706.6,22886.9,37061
"EPG5",3417.5,2495.17,3571.64,2828.7,2721.7,3571.59,4170.71,2965.17,5501.28,4196.2,4466.98,2376.89,4751.01,2725.78,2645.14,2229.82,3881.86,1864.14,3851.75,2489.96,4085.2,2687.8
"EPHA2",5958.17,5196.22,3635.47,5181.52,4245.66,5901.66,5882.72,8625.14,5637.12,4679.77,5365.39,6591.57,7092.67,7599.04,9329.79,12848.9,14870.2,19055.6,6819.06,10180.9,10037.5,8543.36
"EPHA3",411.449,1440.03,1466.5,1238.47,901.044,2005.74,1774.8,2488.94,1839.47,1031.86,625.755,699.235,399.073,746.121,NA,548.206,NA,681.723,190.739,960.21,NA,402.087
"EPHA4",341.094,520.866,440.786,453.073,644.715,1119.18,584.401,1423.46,586.358,427.885,585.474,709.112,282.342,337.457,NA,413.95,170.904,931.582,782.428,1164.62,197.766,377.803
