"","Ost_contr_8","Ost_dif_8","Ost_contr_9","Ost_dif_9","Ost_contr_11","Ost_dif_11","Ost_contr_12","Ost_dif_12","Ost_contr_20","Ost_dif_20","Ost_contr_22","Ost_dif_22","VIC_contr_213","VIC_dif_213","VIC_contr_431","VIC_dif_431","VIC_contr_432","VIC_dif_432","VIC_contr_482","VIC_dif_482","VIC_contr_494","VIC_dif_494"
"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2M",528252,226187,647462,208656,1036190,328963,367608,148235,625166,466157,541416,189447,371083,103008,470520,428644,456791,268313,349121,46401,392075,60340.1
"A2M;PZP",351953,146107,284552,152172,562410,250460,225924,117010,310007,166529,564066,130620,348852,44051.8,305705,350510,450879,218355,335361,28468.2,132396,36182.3
"AAAS",2682.64,2342.86,2185.12,2125.79,2995.45,2465.6,2397.22,2154.39,1850.47,1599.59,2738.88,2343.84,2560.51,2876.77,604.538,818.239,298.922,1075.32,2425.65,1924.5,1936.54,2780.54
"AACS",2772.02,3552.62,2752.5,4510.89,2375.92,3094.53,1542.88,2857.57,3456.98,7195.59,4126.33,4186.7,1820.02,2045.4,3130.23,3725.56,4541.24,2726.31,3742.31,4076.11,3842.22,3098.71
"AAK1",9742.32,9534.99,10237.5,10567.1,7114.16,7171.95,9449.58,7149.67,10126.1,9230.57,9174.95,8227.12,4499.87,6381.38,6425.32,8165.24,10668.9,8186.15,4436.22,8537.74,6654.04,5926.25
"AAMDC",3441.33,4885.87,9006.05,7203.25,6598.94,6378.27,5997.84,8684.35,5572.67,5938.84,6508.52,7054.74,7888.05,9081.15,7350.91,6846.45,6599.04,7844.35,4749.1,5964.97,7132,4740.15
"AAMP",4604.75,3524.57,3776.28,2632.52,4645.43,3469.95,4805.21,3471.21,4123.37,2255.82,3243.47,2521.92,2587.61,2284.34,2697.53,2819.99,2892.01,2291.8,3291.72,3467.76,4671.14,2439.83
"AAR2",2405.17,3387.58,2533.16,3475.1,3261.18,2101.23,3422.55,4209.85,2163.59,2652.23,2542.07,3440.81,1785.81,2122.11,3282.62,3200.39,3392.12,2120.77,1681.73,1964.05,2288.37,3133.44
"AARS1",43229.6,39616.4,47155,26464.6,41030.6,36244.6,49523.1,33481.7,48155.1,35281.3,41931.3,35825,38598.9,42846.3,45146.7,40439.6,42161.4,45789.2,53679.3,50466.5,47467.2,36662
"AARS2",3296.29,2590.86,2464.97,2703.94,2700.86,3244.97,3613.51,3774.08,2735.26,2769.96,4224.5,2524.83,2618.63,4117.61,2385.27,3463.98,1389.56,3602.71,2319.51,2872.12,2521.12,2362.47
"AARSD1",4911.78,4494.19,6159.5,3582.64,8741.51,7109.33,5988.29,6108.55,6754.58,6592.78,9228.85,4286.74,5091.76,5893.51,4265.84,3944.42,6534.16,5287.22,7110.03,5221.05,5545.02,4663.22
"AASDHPPT",4023.39,4947.38,5223.67,3612.89,5708.42,5575.74,3391.25,5007.54,6290.88,4175.24,4432.82,4149.47,4648.54,5014.15,5338.32,6355.84,6819.83,6818.32,4404.7,4100.8,7256.69,5495.61
"AASS",2619.73,1995.27,1639.56,2529.98,1601.38,2800.49,1640.06,4011.44,1838.82,2155.37,1789.57,3047.07,2495.39,5420.27,2247.01,5190.36,1789.85,4368.75,1558.32,2894.67,2132.45,3050.72
"AATF",3093.67,2622.85,2117.11,2075.78,3713.33,2342.94,2862.27,3623.69,2937.96,1760.13,2332.19,1606.22,1617.94,NA,NA,NA,NA,NA,1420.35,2627.96,1922.68,1865.51
"ABAT",998.216,1536.86,1065.97,2391.56,1200.9,1848.64,761.964,2312.21,933.286,1567.83,964.628,2476.96,1101.04,2210.41,1693.24,2924.38,2385.53,3876.28,580.946,1212.88,1206.78,2915.49
"ABCA1",628.102,1177.16,1131.88,296.23,926.76,955.904,1228.29,687.129,256.75,264.893,1122.07,990.243,717.667,1138.79,149.341,945.632,921.733,1570.23,541.831,1039.97,560.925,1439.18
"ABCA6",NA,964.251,NA,1458.39,NA,1240.41,NA,1322.09,NA,1090.83,671.063,1445.42,913.688,2627.07,400.91,1022.59,NA,731.488,870.774,1802.16,265.552,1187.34
"ABCA8",443.998,911.779,447.906,964.172,NA,199.202,NA,NA,NA,139.744,486.716,870.163,788.289,1406.84,NA,529.027,346.931,971.388,731.006,1036.28,355.943,1146.37
"ABCB10",1478.34,851.459,2264.11,706.124,959.202,2328.67,2152.73,1304.57,2232.01,2652.31,2232.46,975.527,2156.72,1382.81,1583,2206.41,2091.94,2156.68,1153.37,2184.82,2439.35,2718.93
"ABCB6",3528.86,3675.65,3279.65,3533.48,3296.89,3847.44,4452.48,4820.86,3242.55,4258.14,4154.73,4716.85,3115.38,3520.95,2132.37,4944.32,3013.66,5862.18,3076.39,3043.86,2726.69,3960.03
"ABCB7",3681.47,3436.27,3350,3953.97,2991.99,3666.52,2354.15,4275.54,2676.82,3420.05,3282.62,4223.86,3297.58,3552.91,5483.69,4779.44,2307.42,5970.55,1682.31,2330.62,1630.09,4267.25
"ABCB8",1431.06,1284.9,1508.92,746.545,545.941,1854.8,1564.97,1545.53,1501.83,1704.2,2270.97,2352.85,992.876,1595.1,2292.58,779.378,1216.23,1733.26,1845.5,939.367,1582.9,1554.83
"ABCC1",6732,5799.04,8581.47,6452.65,8494.97,10447.5,12739.6,11780.4,6328.31,7597.02,11046.6,9271.21,9513.64,8074.48,6492.02,6347.28,6219.73,8507.35,9328.13,9602.14,10875,10887.2
"ABCC10",627.82,983.944,890.763,1039.32,NA,577.497,831.794,658.72,611.613,937.892,1359.63,998.748,605.134,606.808,734.351,1354.31,827.654,1682.58,658.962,885.123,458.707,1006.96
"ABCC3",663.874,3658.3,1096.11,1958.88,671.745,3864.34,3327.8,6581.71,NA,1337.22,1172.12,1996.19,1229.97,6597.31,1433.32,1581.24,1715.75,2709.82,2597.54,2910.74,1428.98,7236.32
"ABCC4",4356.9,8292.89,4699.21,11758.4,2397.91,4496.8,4381.55,3786.28,3785.32,8681.01,3964.98,4823.65,3784.84,8083.03,1673.55,5964.47,3946.21,11146.6,2624.57,4365.31,3828.13,7479.21
"ABCD1",4042.04,4965.11,6005.4,5365.58,2422.94,2739.97,3078.49,4028.81,4051.89,5467.51,3253.83,4359.09,4762.85,5560.61,3601.09,8300.65,5995.15,5927.55,2794.61,5722.01,4346.69,6441.73
"ABCD3",7556.56,11114,8471.18,12311.5,6116.21,8173.08,8284.37,9749.46,8172.42,9854.98,7724.29,8490.44,12989,9725.4,10558.8,11372.7,15588,16489.4,4743.77,9476.27,9113.55,12093.6
"ABCD4",NA,1320.17,NA,755.321,NA,829.184,2767.44,2067.87,467.198,1471.79,534.501,1603.2,1580.61,1194.85,NA,769.142,355.303,1239.92,612.688,865.854,818.867,755.989
"ABCE1",15996.1,13837.9,15169.8,12750.8,14967.7,16816.5,16333.3,14597.4,17617.1,17218.1,17109.9,15102.9,19828.9,18014.6,15902.2,16680.7,20362.2,15641.2,17547.7,17612.4,18770.2,18087.7
"ABCF1",16001.4,7689.23,17840.7,5237.1,17703,18343.3,16303.2,16763,20220.6,19320.4,17445.6,19555.5,13033.4,3326.67,10709.4,3582.16,20373.2,2759.17,15359.5,17931.6,16756.8,17031.1
"ABCF2",12550.4,12422.5,14442.1,12753.7,11073.2,14755.7,13341.8,13360.4,16609,11677.2,11287.5,11782.7,13453.5,11580.5,9524.2,10266.6,18692,12123.4,10761.8,13311.7,14314,13409.4
"ABCF3",2952.68,3744.75,3571.86,2597.87,2660.99,2780.94,3260.05,3096.73,3937.08,4060.94,3759.08,3808.36,3179.45,2550.3,2359.46,3444.59,4675.72,3691.2,2349.68,2094.77,4074.72,3223.22
"ABHD10",10323.8,8766.94,11602.3,8515.64,10513.9,8019,6652.52,5070.35,12332,11148.5,14033.7,8776.55,9250.5,11166.6,8247.75,11685.1,6386.22,14339.1,9248.85,12211.4,10744.4,9183.58
"ABHD11",4251.31,3296.21,4069.78,6084.66,5654.63,3902.5,4820.62,3100.37,5214.17,3992.59,5976.5,3508.44,3294.5,4650.72,2605.18,2801.89,1945.19,2550.38,3544.06,3050.29,3135.46,2730.47
"ABHD12",6211.8,5958.68,5251.22,5878.72,5895.16,6960.53,8149.79,6875.95,7781.12,8184.63,7785.34,5758,6081.61,6003.21,7687.08,10365,14912.5,11382.1,7104.98,8179.1,8319.22,8836.71
"ABHD14B",51135.6,49475.4,52480,61274.7,35735.1,46651,48274.8,55139.6,47875.3,53185.9,42581.5,59035.7,22367.5,39970,30590.9,62168.7,24517.5,43654.8,21089.5,41181.7,28177.5,39039.3
"ABHD16A",1933.71,3441.55,2652.8,8700.45,2183.2,2746.47,3389,3138.04,4045.08,3645.97,3580.79,2186.51,5497.7,2612,5252.9,5531.9,5603.47,4896.7,5966.33,2725.2,3989.49,3919.39
"ABHD4",1421.84,1081.05,2159.25,NA,3890.82,1531.55,1973.62,1130.9,1679.24,1733.52,5628.52,2084.85,2405.51,2835.34,849.64,2625.44,1268.41,819.202,1859.99,1249.32,3719.73,2233.07
"ABHD6",1902.27,1267.32,1624.74,1599.46,994.693,1719.39,1184.3,1605.02,1184.08,1025.21,622.974,484.541,1253.4,1894.96,305.792,967.502,1195.18,1583.17,662.599,1273.9,926.299,1730.15
"ABI1",16025.6,14318,18398.2,16878.4,23892.1,18746.6,18233.3,16793.7,17767.1,19223.1,16920.3,17695.8,15365.9,11995.5,21289,13576.8,17741,16621.7,21129.6,15684.4,17550.7,16382.6
"ABI1;ABI2",38454.9,24021.2,18294.9,22809.7,18736.2,22058,33027.8,32342,26239,24582.9,21135.4,25386.2,12921.3,23965.1,16804.6,20014.2,18400.6,18680.4,16928.5,22518.6,22224.5,17861.3
"ABI2",8301.69,5678.37,8737.82,8101.63,9033.38,9486.94,7018.07,10934.9,6600.07,7870.92,7348.71,7151.03,10261.4,6324.25,8342.54,9312.01,7742.08,13004.9,8229.83,9928.69,9170.18,10107.1
"ABI3BP",3531.66,2809.68,3058.52,848.356,4362.91,2181.45,2939.31,1172.14,7890.42,4426.09,7436.79,5272.36,1533.83,956.453,2909.23,965.294,2533.55,695.813,1585.73,1562.52,2473.36,3199.94
"ABLIM1",1156.81,2644.54,1154.16,3385.22,1436.06,676.978,490.347,NA,2025.95,1323.55,1327.36,NA,3305.33,5169.77,1643.81,1009.64,2508.44,2130.37,4632.1,8177.22,6458.25,7179.7
"ABLIM3",NA,1953.9,871.647,1343.23,NA,1542.83,845.157,1670.88,1437.82,2923.7,1081.25,2276.93,1096.02,649.356,NA,464.906,NA,NA,396.287,1728.49,985.6,1062.16
"ABR",5631.38,4167.7,4033.56,3664.06,4062.99,5697.16,5006.58,5268.39,4739.08,4048.84,5409.82,5063.49,3125.02,2706.01,2476.1,3077.06,3582.58,3554.56,2800.59,2159.67,3238.33,2993.64
"ABRACL",38644.6,43077.4,28893.3,42614.2,38270.9,39733,36060.2,37820.1,23088.1,28070.2,42043.2,37521.2,16555.2,64567,16691.8,52431.9,26698.7,41462.9,24820.3,36180.6,19439.7,20655.7
"ABRAXAS2",8406.58,8478.63,12252.1,4837.95,7790.72,9309.24,6346.87,7039.77,10284.9,10056.3,9336.9,8689.67,9335.21,8229.71,7974.97,4069.75,5800.16,8895.5,7978.37,9486.54,10197.4,7971.64
"ACAA1",21273.3,20872.9,27945.2,24673,19856.6,22350.3,10849.2,11184.6,25649.6,26046.2,25075.9,22381.7,14018.4,23499.8,13289.4,22715.4,22553.3,27602.5,12443.8,20229.3,21427.6,24477.4
"ACAA2",23798.8,18752.7,36350.9,20696.9,28951.5,24516.2,19218.4,22925.5,30859.1,28262.8,29129.4,30148.3,19206.9,24138,23596.1,28958.3,16985.1,24474.6,17580.1,20441.4,15645.3,21067.9
"ACACA",2389.86,2978.61,2362.94,2662.86,2958.77,5258.14,3132.17,2956.95,2803.3,4358.54,3981.91,3201.28,3800.46,2948.39,2612.08,1784.21,3890.76,3188.69,4114,4363.23,3246.33,4512.3
"ACAD10",1414.75,655.665,1215.45,845.808,449.023,1196.8,2140.43,3000.2,697.703,445.076,1067.16,1147.46,897.221,527.76,226.235,492.952,409.406,711.129,708.503,807.971,209.459,961.946
"ACAD11",5163.73,3560.06,3730.38,3448.38,2607,2689.86,6164.79,4487.01,3540.97,2293.68,3655.82,4415.86,4113.41,5715.58,2628.75,2516.07,6478.71,3062.77,3145.9,3693.85,4057.74,3378.27
"ACAD8",2012.94,2183.69,3272.29,2302.72,3888.57,2809.17,2129.24,2979.31,2197.79,4088.02,4175.93,3428.17,2759.91,2649.05,3288.25,4103.87,1850.73,3979.56,2998.73,2281.02,2999.89,2721.26
"ACAD9",15959.1,14387.2,14046.8,14002.7,11281,16147.9,14353.4,17088.2,15009,15948.9,14650.3,15228.4,10247.6,16153.6,6745.63,10850,8424.5,18028,8892.51,14020.3,7966.99,11128.5
"ACADM",10011.8,5485.42,7563.33,5246.78,10902.2,7857.36,7502.51,9928.92,8034.8,7931.45,7326.99,7119.3,7240.61,11963.6,7429.66,8477.79,4674.83,6533.01,8181.88,8460.96,7280.37,8247.99
"ACADS",2645.09,3356.43,5036.37,5400.41,5915.72,6658.29,4589.15,7314.49,4005.79,8534.5,4250.27,7556.31,4172.09,8079.24,4731.59,6233.35,3103.79,4651.22,2071.03,3126.46,3154.58,4458.9
"ACADSB",3058.6,2381.76,4639.9,3832.17,4723.66,6059.62,4589.11,6685.89,4401.89,5434.03,5411.01,5534.4,4210.06,5567.79,2940.71,5003.86,3133.56,5592.82,3303.83,3397.95,3785.29,5357.38
"ACADVL",40034.9,37722.2,47964.6,44453.9,47725.1,27787.8,48743.4,45589.4,45197.8,45673.8,42819.6,27329.6,49173.2,54173,61748.4,53641.6,48651.8,55442.7,47682.5,49576.7,38283.8,50490.9
"ACAN",2915.23,2044.26,4511.7,NA,8359.33,5106.15,8251.63,4712.64,7333.38,2792.47,4551.83,7231.96,NA,NA,1921.35,2071.71,NA,NA,NA,NA,NA,NA
"ACAP2",7869.06,10439.2,13388,10136.1,5642.21,9576.05,8345.64,10080.9,9303.71,10856.7,10439.8,11328.6,4419.2,8542.47,6112.07,9521.85,8699.74,8296.78,4852.55,7951.25,7682.68,8058.87
"ACAT1",66537.6,55316.9,71482.5,57323.2,77980.7,78884,53216.5,67979,71335.6,74882.1,83497.3,81623.8,47611.6,68425,37293.2,53302.4,31055.7,55734.4,50113,61073.6,50391.3,46109.3
"ACAT2",21348.6,26917.3,21324.9,15151.8,31272.3,47501.2,20363.2,28049.8,21583.3,37938.7,29121.4,34978.2,30486.3,41186.9,14381.6,20885.8,17364.2,22027.2,29180.7,29646,32908.1,40134.3
"ACBD3",12134.9,14653.3,13275,9679.66,12974.3,14479.4,9951.67,11957.6,14381.8,15090.9,11948.1,13297.5,8774.75,6919.69,13834.3,6541.34,16019.9,10758.3,12823.3,17673.4,13851.7,9713.32
"ACBD5",8099.24,7084.72,8435.45,7744.6,7514.05,6669.9,8743.07,8497.43,8171.97,5379.86,6630.37,6557.69,3376.34,3730.27,3233.86,1992.94,4359.28,4042.73,3844.65,7460.98,6591.73,6266.81
"ACBD6",4128.92,2506.61,4003.69,3378.27,3223.61,2738.69,2279.94,3455.62,3429.36,2365.86,3305.99,2660.61,1434.45,647.572,733.941,NA,2373.94,839.235,1755.34,1727.29,2101.12,1758.27
"ACE",1933.33,1202.52,1986.19,1161.41,812.771,1156.29,563.216,193.582,1321.92,1209.26,1892.39,1410.67,2696.61,6357.22,1038.23,1147.06,976.938,1494.11,849.051,2199.07,1191.16,3521.28
"ACIN1",5220.42,2754.18,6543.24,2112.06,13007,8212.72,8537.35,8098.09,6868.33,3967.31,7177.04,4833.97,6519.64,3051.36,921.836,2721.42,1262.99,884.651,6451.13,6613.68,10113,7153.33
"ACKR4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554.692,NA,5797.26,794.56,NA,NA,5192.51,NA,2677.75,1439.18,1072.04,NA
"ACLY",105973,94088.5,131081,69313.7,57123,108493,66682.8,67944.5,129415,123657,99452,103856,84520.9,72519.4,81454.9,83739.6,120647,132859,80624.3,102353,103574,100236
"ACO1",28091.3,31348.8,29721.7,35826.4,27207.9,48045,25732.6,41815.5,30650.8,43703.4,47401.1,40970.5,24071,32727.6,12815.7,16133.7,24272.1,23613.7,24592.7,31243.7,21441.3,35542.5
"ACO2",30292.8,30282.6,36816.3,32773.3,29355.6,29874,26596.1,37743.6,33419,36346.7,26018.9,36771.1,18075.1,36051.9,33542.2,46257.7,17691.5,36482.2,22436.3,36101.4,20296.3,24201.5
"ACOT1",11974.8,17153,19846.6,23581.6,12466.6,21425.9,7274.36,13830.9,22379.6,55274,15944.7,28038.7,11044.2,19783.4,8077.42,26382.2,3888.07,16097.5,7323.88,14559.9,9187.06,18554.1
"ACOT13",15099.8,8633.44,14456.8,32850.6,8360.09,6150.23,10270.8,12411.6,13303.6,16474.6,12653.8,13606.2,7823.12,9447.92,7327.45,12165.4,6183.49,9402.95,6739.77,5371.19,4101.15,6416.65
"ACOT7",11036.3,11763.1,13824.2,13119.4,15533.5,13479.2,14144.2,13233.1,19972,16859.5,19120.6,15978.1,16359.2,17842.7,24033.4,39713.8,31694.5,36306.8,20482.3,26224.8,16771.7,16505.9
"ACOT8",8675.84,7225.59,11342.2,8112.06,7269.24,6855.01,8323.54,7770.59,13268.7,13414.6,13303.4,9827.83,6349.97,5916.05,5894.6,10672.8,10289.3,11909,9047.52,9318.73,6864.28,9327.67
"ACOT9",23600.2,25996.6,27878.1,31874.9,18038.8,20027.8,21924.7,27501.3,20389.6,26894.3,24789.6,28228.4,17926.3,25589.9,19428,31157,20762.1,27722.1,15636.9,20181,14211.1,20396.9
"ACOX1",2731.58,2906.7,2410.11,2971.2,2734.82,2380.8,2571.61,1931.39,2535.39,2173.23,1998.01,2460.84,2364.09,2108.76,2458.78,2158.99,5388.06,4466.16,2689.37,2585.15,4293.39,3096.59
"ACOX2",3829.54,4206.44,6486.87,3784.34,2141.15,3333.51,3486.49,2930.53,4232.64,4225.52,4468.39,3465.54,2947.74,4458.09,2342.08,3486.19,3160.02,3742.59,2963.65,4022.64,3565.18,4779.25
"ACOX3",9731.44,7721.79,17080.2,11121.8,5414,8249,6164.6,8226.66,8671.01,8536.26,10487.1,8208.54,6577.26,9650.27,8229.53,12590.7,9416.08,13338.1,4594.33,8161.03,9203.38,10521.6
"ACP1",16031.3,12185.9,18360.6,11672.2,14129.1,18373.5,8282.12,11643.2,20629.5,20532.2,22517.7,15889.3,18237.2,27453.7,30295.9,22937,30003,25637.6,18686.8,17090.5,25594.8,24770
"ACP2",18491.6,18066.1,24246.4,23195.8,20151,15477.2,15935,17190.5,19830,30140.4,25287.6,23372.7,28171.1,33050.4,33300.4,45787.5,23192,55564.8,15538.9,20701.1,32889.4,35612.3
"ACSF2",7284.02,8241.88,9510.92,8147.37,3393.7,7719.81,2304.77,4180.71,6684.51,8570.43,6076.65,8196.8,3513.39,6119.74,5634.44,8025.43,3240,5372.88,2260.03,5612.31,4324.37,4827.69
"ACSF3",1467.55,1245.85,1833.71,1722.26,1627.52,2180.25,1434.01,2248.98,1517.68,2418.17,2245.25,2383.46,1015.37,1738.96,1661.75,3705.48,1014.66,2586.13,1257.62,1729.35,892.313,960.429
"ACSL1",14426.7,28526.6,12602.7,31935.6,11975.1,27396.9,9315.9,20049.4,12069.3,33086.4,13323.6,30854.2,9262.94,18385.1,11372.7,18792.1,10561.6,16844.3,7782.42,9853.24,10517.7,17057.3
"ACSL3",24123,23691.5,24261.1,17445.5,16555.1,25159.6,25952.5,19557.7,21794.9,31720.2,26418.1,22915.4,22810.2,27232.4,26052.3,23982.7,22657,23973.2,23804,32704.1,26302.2,23767.9
"ACSL4",9587.76,9857.37,8273.86,8636.71,13163.9,17225.7,16172.7,13191.9,9952.15,12687.3,15419.7,11752.7,11662.1,11940.8,7992.93,9383.75,12119.9,11993,13069.8,16004.7,10502.3,10790.5
"ACSS1",NA,NA,NA,711.252,NA,1572.33,NA,2439.84,NA,591.418,325.874,970.218,923.435,3642.33,NA,917.044,1938.73,948.476,179.043,1772.08,701.334,2305.91
"ACSS2",9860.41,11539.9,8349.03,10052,6019.85,16127,11923.2,12546.7,6848.04,15837.2,13653.1,15885.5,8708.79,18417.7,6033.29,14886.2,11930.1,15099,7354.42,16321.2,11204.9,18326.2
"ACSS3",7297.46,5377.98,7478.81,6861.37,4041.16,5851.7,4333.1,6224.35,4441.69,6978,7097.53,6814.17,4384.62,12750.5,5596.84,9271.06,1505.91,6303.46,3568.07,4576.66,3758.17,7635.14
"ACTA1;ACTA2",54803.3,147128,108824,161453,3287.22,6951.21,1483.94,3863.12,70312.1,105178,22218.2,35078.7,54334.9,99587.6,42712.7,66697.3,32186.2,56895.3,14479.2,36011.4,30111.9,79383.6
"ACTB",1458120,1364460,1922540,1083060,1846870,1484470,1276340,1122080,2074520,1612400,1693190,1904470,1497290,989792,1506850,1340040,1606700,1155670,1549700,1498060,1120120,1444250
"ACTB;ACTG1",337730,308747,572041,229266,808557,467249,311167,350661,730199,650323,884443,524258,633219,363922,795010,491203,542311,408343,898771,329016,637664,579580
"ACTBL2",85176,101161,123513,86873.2,98261.1,79865.4,62803.4,76375,114565,115864,85112.4,108922,71404.7,90226.4,64147.7,78477,60110.5,71263.8,67014.9,76147.5,89569.9,86008.5
"ACTBL2;ACTG2",1214080,689751,1345700,713621,1343990,1173610,867262,892749,1211090,948426,1466870,1314740,1036780,700686,890726,926796,1104710,944168,1098810,771814,912188,1116720
"ACTG2",476279,389278,803754,384536,302629,249571,183231,166693,783994,770738,578669,477277,615867,460007,480526,467556,476549,513335,402891,386762,548522,840891
"ACTG2;POTEF;POTEI",1912140,663750,2225710,315512,2623440,1161230,1372090,908170,2261580,1469530,2031910,1732520,3226610,1147040,1786200,905628,1370100,1185590,3641560,1659530,2173630,2199430
"ACTL6A",19322.5,9416.65,18199.3,12582.3,21754.5,22133.3,21071.3,20946.6,17784.3,11145.2,17001.3,15451.2,14097,14410.8,8192.72,9552.15,8702.24,6370.19,16258.9,15466.2,21010.7,16113.8
"ACTN1",400215,380076,484715,365690,217682,305486,189034,240405,435915,433325,347493,386288,190542,398944,221841,464905,272276,431191,176521,274155,307344,351060
"ACTN4",784882,723718,880024,687419,669085,745989,770343,795857,831010,780020,633419,834106,392981,658418,353163,767670,411810,721021,359520,472344,561677,612429
"ACTR10",7877.94,8868.65,7802.31,7362.63,8325.44,9272.14,5929.4,7701.53,8192.2,11801.9,9686.25,9007.01,7385.24,9671.22,8066.96,8742.79,8561.86,8549.55,7221.37,8607.1,7911.14,9684.24
"ACTR1A",34353.5,36337.4,38137.9,35714.3,39621.7,32928.1,24403.4,27638.5,34751.7,41914.4,32014.2,43913.3,18775.5,29084.6,36475.2,37730.2,34688,33829.2,22634.7,27734.3,25021.4,26496.3
"ACTR1A;ACTR1B",74036.1,61906,85159.5,64476.8,66864,81077.6,59151.5,59182.9,76461.7,77546.5,74993.7,78720.4,69158,84874.8,56447.3,81124.9,70616.2,76858.4,57405.2,74151.2,58156.8,54615.7
"ACTR1B",16850.6,21682.4,27592,24456.3,22389.9,22598.1,20742.9,20679.2,22443,23007.5,24203.5,23280.1,18123.3,24896.2,23396.8,30186.5,22722.7,20447.2,15640.2,20759.2,15462.6,16760.9
"ACTR2",91124.9,79090.6,93403.6,73206.2,64135.3,96818.7,68189.8,80592.3,88848.9,96160.2,88859.6,109368,59952.9,89201.2,58744.6,79314.6,76367.9,82246.2,49241.5,86127.3,59458,84476.3
"ACTR3",87065.9,95825.4,108556,71100.2,86685.5,105691,64116.4,87254.2,118392,135497,99459.5,114840,100416,104948,117586,109789,88035.4,101499,97104.4,96205.2,85598.1,108333
"ACVR1",5462.81,2439.1,4427.94,2662.44,6837.05,3863.28,3938.58,5478.9,3599.12,3764.41,6035.7,2485.55,7905.96,2451.2,2199.97,2851.2,3581.21,3080.62,6427.63,NA,7850.63,4871.23
"ACY1",11839.4,8408.12,11281.3,8496.42,9550.18,9262.24,8412.41,11136.8,12639.2,8247.53,11222.7,10506.7,8985.6,8266.87,9367.89,10779.3,10311.1,11372.4,8941.29,9276.18,9558.71,12040.5
"ACYP1",2654.6,3232.61,3840.35,3226.81,3226.5,3583.48,1750.22,2424.29,2716.96,3719.36,4414.93,3866.71,1902.23,3630.08,2466.54,4433.53,2547.5,3013.14,2274.98,2165.18,2408.72,2450.37
"ACYP2",3431.36,4774.49,4984.11,3201.15,2213.99,3306.11,1746.98,2902.1,3357.41,6255.16,4458.93,3540.47,3814.02,6153.94,4037.66,5316.08,3979.27,6441.16,2632.85,3273.57,4512.31,6916.54
"ADA",5749.16,2661.97,22782.7,8985.46,7582.56,5636.84,3567.81,3964.25,8978.15,6097.55,5854.72,3274.43,2544.94,2917.56,4104.58,5757.8,3897.21,4622.54,1981.54,1963.24,4347.14,3136.87
"ADAM10",9044.31,14098.3,11807.6,10162.7,15923.7,19993.4,11248.3,10526.6,11546.5,12979.5,14787,14045.2,15560.9,8726.87,7604.45,9150.17,12226.1,10007.6,10564.2,13795.6,17193.8,10539.9
"ADAM15",1273.61,701.139,1119.96,1036.54,1355.18,1027.98,1616.62,1139.25,914.567,948.437,2052.59,1184.17,994.756,1134.78,288.407,724.271,766.941,1355.73,457.564,599.959,820.699,1027.06
"ADAM17",3880.93,4714.98,2890.1,3104.65,6272.72,5064.09,5519.95,6881.88,4010.15,5953.88,6349.79,7718.02,7798.93,5110.11,5120.81,5611.88,4368.57,5053.55,6710.03,4632.85,7982.94,7660.28
"ADAM9",5535.79,15537.6,7168.61,10475.4,11595.7,21243.6,6840.11,17251.5,8387.91,12028.9,10311.8,9039.37,8407.06,7924.82,8347.95,5414.06,16876.5,5903.75,12974.7,12451.8,10608.9,10765.2
"ADAMTS1",1669.85,441.023,1196.22,731.875,3911.66,1403.88,1897.11,2712.29,4869.78,918.894,2117.23,1660.62,9126.89,5109.68,5591.44,2113.82,8426.59,1638.29,9176.66,6737.82,11462.8,8921.53
"ADAMTS2",7476.14,6298.52,7059.15,4217.33,1747.76,3213.89,947.904,1275.16,7418.33,6730.84,2109.15,3544.55,845.848,545.979,709.115,593.563,1055.57,NA,985.078,990.579,812.612,997.224
"ADAMTSL1",941.685,NA,NA,NA,2404.8,1415.78,1672.99,452.354,191.375,310.542,910.857,892.779,2417.77,1822.31,1536.42,864.349,1676.49,895.05,3667.79,3489.24,2550.11,1884.53
"ADAMTSL4",852.163,857.539,NA,NA,1948.01,3414.58,572.585,1825.49,744.652,1646.69,1960.7,3257.49,2543.73,6545.93,2233.53,1609.84,7328.6,3436.7,826.709,14927.8,2820.73,23871.5
"ADAR",7943.94,6046.55,8600.07,5570.62,9567.94,9787.43,10448.5,8228.1,8931.12,8019.68,9081.74,7312.52,6659.99,6792.23,1961.48,648.993,701.794,1990.64,7194.32,7651.34,9180.74,8763.36
"ADARB1",877.916,1385.11,NA,2382.87,NA,3331.21,515.663,3083.23,1114.71,2703.75,2875.59,3937.6,1939.23,1363.54,NA,NA,NA,NA,849.459,1264.96,596.401,2018.12
"ADCY6",NA,589.718,418.366,719.081,NA,411.237,NA,700.411,372.945,283.791,1194.77,1282.01,811.575,214.178,NA,772.533,996.221,936.138,549.014,730.68,709.57,1016.67
"ADCY7",318.965,1214.36,NA,987.353,NA,935.363,943.392,1278.27,234.86,620.253,1915.53,298.198,NA,NA,1462.12,NA,NA,1501.66,1907.89,1234.57,NA,1327.61
"ADCY9",726.142,754.286,1167.48,886.422,678.673,899.032,1367.93,888.572,931.003,653.475,1371.6,817.386,281.382,912.952,387.502,1168.48,704.637,896.816,452.082,1113.75,713.538,1094.27
