"","Ost_contr_11","Ost_contr_12","Ost_contr_20","Ost_contr_22","Ost_contr_8","Ost_contr_9","Ost_dif_11","Ost_dif_12","Ost_dif_20","Ost_dif_22","Ost_dif_8","Ost_dif_9","VIC_contr_213","VIC_contr_431","VIC_contr_432","VIC_contr_482","VIC_contr_494","VIC_dif_213","VIC_dif_431","VIC_dif_432","VIC_dif_482","VIC_dif_494"
"NUDT4B",15.81,15.89192,15.60268,15.75383,15.7103103276289,15.66685,16.13977,16.6057,15.90585,16.1692,15.95033,15.83562,15.81246,15.6973895251389,15.27388,16.00636,15.87351,16.67641,16.75311,16.43162,16.69926,16.29869
"GATD3B",16.69219,16.45096,16.44218,16.32333,16.12193,16.24604,16.57878,16.63635,16.65938,16.41231,16.33024,16.23401,16.4554,16.84794,16.23454,16.71855,16.52503,16.90488,17.19217,17.15794,16.93889,16.85947
"UBA6",16.17536,16.05404,16.27371,16.30262,16.45725,16.23327,16.04072,16.11344,16.35553,16.23331,16.45725,16.19584,16.47202,16.58303,16.47729,16.05138,16.23225,16.37131,16.67504,16.6536,16.12808,16.34986
"ILVBL",16.91228,16.76783,17.07996,17.0019,16.75066,16.85069,16.83996,16.9001,17.22364,16.89994,17.12945,16.9016,17.60178,17.09006,16.85803,17.15209,16.89187,16.93232,16.74738,16.80971,16.76932,17.33602
"SH3PXD2B",15.58281,15.55125,15.0724,15.68171,15.30392,15.33297,15.8007,15.98253,15.92586,16.13217,16.26047,16.47289,16.10973,15.74802,15.64889,15.32188,15.56895,15.57565,15.63895,15.75601,15.11495,15.48916
"NBAS",13.94164,14.6140378361942,14.85078,14.78299,14.90734,14.96477,14.84078,14.7638106470828,15.11184,14.7952,15.10251,15.11645,15.07414,15.14504,14.83621,14.75598,14.64282,15.05167,15.18335,14.82486,14.79123,14.90796
"PEDS1",14.3323462066521,14.59407,15.12496,15.09814,15.1805906199864,15.07928,14.72631,14.80212,15.69863,15.2741,15.97934,15.99384,15.00989,15.0660368511705,15.0961806419721,14.1582,15.09021,15.32821,15.3261778257987,15.44891,14.88112,14.98871
"CNOT1",14.99387,16.2713001206961,16.19208,15.86147,16.495449708543,16.2541096546325,15.89346,16.08158,15.74212,15.8748396723443,16.28121,17.27588,15.70779,15.1051,15.48718,15.12681,15.46982,15.859659105801,15.3020084704636,15.5443,15.85018,15.094
"MAP1LC3B2",19.01292,18.13624,18.93177,18.99356,18.58264,18.89595,18.68854,17.89189,18.48412,18.73409,18.37369,18.18272,18.44665,18.47312,18.8081,18.51567,18.43425,18.12701,17.86012,17.91348,17.96564,17.22336
"PGP",15.54242,15.6139,15.04967,15.64547,15.55989,15.84018,15.79833,15.59521,15.70677,15.88405,16.00698,15.52685,15.36231,15.47185,15.63698,15.85748,15.49296,16.04341,16.00427,16.09387,15.77626,15.81344
"EIF3CL",17.14929,17.16974,16.68328,17.20333,16.97064,16.90644,17.10796,16.9538,16.99532,16.92494,16.93114,16.95009,17.13709,16.9444,17.11298,17.39703,17.19592,15.09898,15.45417,15.72362,16.97539,16.95178
"MCRIP1",15.92744,15.82484,15.38303,15.61144,15.35886,15.52606,15.24926,15.31436,15.11179,15.33775,15.2521114160851,15.2732924844343,15.10776,15.12548,15.08423,15.04245,14.86907,15.25091,14.70113,14.65442,14.96019,14.8708794012301
"AGPS",16.34606,16.34179,16.25163,16.24506,16.2981,16.4655,16.37741,16.55129,16.5279,16.45979,16.48569,16.45899,16.68001,16.12226,16.30998,16.69231,16.21195,16.52117,16.40179,16.64719,16.34808,16.2995
"TK2",15.61919,15.2908,15.4679,15.58032,14.97565,15.59081,15.44676,15.54551,15.69076,15.89592,15.06565,15.2012063936816,15.68263,16.36913,15.37329,15.7261,15.02239,15.5227,16.32516,15.88993,15.28837,15.5254864334943
"DDX39A",16.24759,16.00311,15.05591,15.08098,15.34276,15.08304,15.43966,15.67688,15.06404,14.94693,15.28346,15.2841790357095,15.81089,15.1507567184021,14.8003097679672,15.55051,14.93844,15.32029,15.2702981582038,14.974935427233,14.54503,14.9016
"PDLIM1",17.07333,15.21546,18.05396,17.2137,17.51611,17.86046,16.6533,15.78849,18.00258,17.41205,17.4751,17.78969,18.23774,18.53494,18.63511,18.92402,18.5884,18.18603,18.3473,18.5922,18.87829,18.70515
"ACOT7",17.24277,17.06833,17.36079,17.33539,16.82999,16.95591,16.979,17.18676,17.5399,17.20401,17.04747,16.77409,17.85227,17.7952,18.02112,18.03774,17.32031,17.47801,18.17207,18.27205,17.55615,17.57397
"MYO1C",18.85811,18.91254,19.09346,19.14561,19.11156,19.11378,19.30493,19.34814,19.51797,19.27347,19.17925,18.94737,19.47659,18.82841,18.63509,18.92223,19.0525,18.86047,18.15431,18.59259,19.03077,19.69517
"SNAP23",15.50472,15.6068,15.63973,16.7819,15.74721,15.93383,16.67062,15.89129,16.13709,16.35969,16.2196995891686,16.22233,16.53571,16.74482,17.27217,16.82074,16.09166,16.14808,16.37601,16.9011,16.71438,16.54224
"AIP",17.10877,17.2105,16.7894,16.94711,17.20585,17.08684,16.9499,17.17529,16.74499,16.84317,16.67691,16.79637,16.91867,16.73218,16.78492,16.98645,16.98608,17.01311,16.86146,16.99316,17.06136,16.89416
"STXBP3",15.77341,16.19308,15.76969,16.0089,16.19966,16.16949,16.01314,16.3164,16.11536,16.04044,16.15262,16.32894,15.34818,15.28737,15.81591,15.39757,15.6614,16.22952,16.22588,16.22926,15.9439,15.51244
"AP3B1",16.07246,16.22564,15.81453,16.25611,16.49428,16.31701,16.20723,16.25339,16.19755,16.14652,15.86413,15.62671,16.65124,16.21341,16.08911,15.93837,15.71559,15.03486,14.9217255318136,15.22962,16.14943,16.23657
"NDUFS8",17.54059,17.01353,17.64264,17.59406,16.68884,17.17362,17.04929,17.06185,17.81514,17.30117,16.64102,16.30407,18.07297,17.10603,16.67401,17.93269,17.11933,17.70649,16.9708,16.87999,17.20997,17.55639
"PSMD11",18.073,18.10503,18.13331,18.18572,18.13288,18.24041,18.19751,18.00173,18.14087,18.15088,18.17121,18.12145,18.28683,18.01083,17.92584,18.35378,18.21056,18.14726,18.15854,18.11333,18.34686,18.25229
"PSMD12",16.43779,16.78886,16.69366,16.85801,16.80543,16.81845,16.78184,16.86072,16.98728,16.95572,17.12709,16.87617,16.317,16.54106,16.69106,16.65779,16.29751,16.78671,16.79125,16.84962,16.68648,16.34679
"PSMD9",17.15615,17.20537,16.82365,16.74467,16.75538,16.7938,16.5587,16.9451,16.63047,16.59235,16.86147,17.09505,17.13157,17.37853,16.84411,17.29601,16.62431,16.81706,16.82371,16.90579,16.59348,16.75426
"ATOX1",18.63018,18.52439,18.8099,18.62969,18.75502,19.01016,18.75595,18.8053,18.6404,18.71601,18.82623,18.78212,18.41755,18.64648,18.71243,18.56865,18.60111,18.72684,19.06339,18.81788,18.71878,18.46049
"PGRMC1",17.48657,17.30501,17.18772,17.44041,17.28066,17.24835,17.24518,17.20562,16.92302,16.99249,16.87087,16.92868,17.24532,16.87543,16.9915,16.87408,17.06491,17.14791,16.59922,16.47217,16.99762,17.15888
"DFFA",15.66885,15.66607,15.60516,15.58804,15.63482,15.57495,15.47592,15.58527,15.34086,15.34685,15.51289,15.57646,15.28358,15.61893,15.64038,15.33731,15.4502,15.51975,15.72703,15.62468,15.67917,15.39445
"CLIC1",19.86071,19.13197,19.70967,19.62532,19.42727,19.63302,19.39685,19.24811,19.61356,19.21363,19.20488,18.75293,20.26318,19.79537,19.41822,20.51166,19.28308,19.09235,19.24224,19.04912,19.11104,19.33475
"EIF3F",17.36759,16.7407,17.06643,17.11211,16.92907,16.97251,17.05797,16.94708,17.18813,16.88251,16.97682,16.81437,17.87366,17.19817,17.30329,17.78425,17.50005,17.2435,16.66743,16.99869,17.08649,17.49656
"WASL",15.42486,15.58185,15.07105,15.30043,15.47739,15.23179,15.6646,15.79244,15.3607,15.61097,15.53399,15.76616,14.64191,14.7501646691822,15.0558196178329,14.45993,15.15536,15.3695584047481,14.87579,15.29241,15.49129,15.30934
"IPO5",18.0613,17.68762,18.27271,18.25107,18.0023,18.07934,17.95962,17.74293,18.19894,18.07417,18.04285,17.84468,18.6519,18.27116,18.51208,18.42435,18.54179,18.30358,17.92571,18.14851,18.0796,18.47797
"EML1",15.7263472667194,16.08717,15.44595,15.62949,15.63105,15.77578,15.41777,15.7623450276437,15.2242,15.50073,14.97391,15.56973,15.62729,15.4136382688004,15.3986363542526,15.46932,15.87727,15.93486,15.5136499700392,15.61194,15.94836,15.8859
"DNM1L",17.05406,17.06973,17.41705,17.09943,17.15439,17.42632,17.1686,17.09351,17.72892,17.48926,17.58745,17.50216,16.98851,17.23989,17.19917,17.16577,16.93103,17.47415,17.65645,17.47732,17.17413,17.37895
"RTCA",15.47495,15.89264,15.93234,15.95233,15.92908,15.92935,15.8373,15.65714,16.05813,15.78993,16.02253,16.07089,16.29975,16.24019,16.29881,16.20933,15.62194,16.21557,16.53975,16.41225,15.72358,15.88135
"GOLIM4",16.25948,16.28946,16.01034,16.1386,15.85428,15.9481,16.21429,16.17203,16.05786,16.47092,16.00741,15.77149,15.90442,16.16068,15.96501,16.40435,16.20891,15.28818,15.1128572278408,15.4455,16.26312,16.22701
"EXOC5",14.93326,15.28367,15.1345,15.37957,15.0936136014024,15.03521,14.97629,15.15732,15.29794,15.38089,15.01582,15.31485,15.54565,15.55403,15.57402,15.1956,15.27368,15.60486,15.48602,15.5672,15.19358,15.67632
"NDUFA4",17.8129,16.8868826633802,17.30082,17.33233,16.74833,17.04991,16.7752,16.97116,17.80005,16.78289,17.15739,16.8580831076957,17.21932,16.8868155893967,15.8962496134171,17.42528,16.6693,16.94135,15.8363231845518,15.34736,16.53288,17.03107
"PSMD14",17.70137,17.31786,17.4518,17.45702,17.14384,17.28422,17.53018,17.3494,17.60407,17.55296,17.49718,17.43274,17.26047,17.31355,17.48213,17.49378,17.40595,17.47134,17.63142,17.44968,17.23832,17.62503
"BIN1",16.55155,16.15771,16.46589,16.26334,16.1917,16.36823,16.28927,15.94538,16.12725,16.09891,16.00777,16.13667,16.34686,15.60938,15.80707,15.76355,15.83815,16.04498,15.87937,15.8276,15.43822,15.6775
"KPNA3",17.56345,17.31432,17.57064,17.64213,17.26514,17.43346,17.89955,17.73092,17.75688,17.67294,17.69627,17.38357,17.32443,17.61324,17.35917,17.77476,17.28622,17.43563,17.27585,17.40056,17.74384,17.45526
"VWA5A",15.55139,15.05292,14.8738723729402,15.54949,14.6010533881012,14.33867,15.82418,15.0973,15.5442312018833,15.55713,15.318426672646,15.13791,14.81606,15.74514,15.2406735131915,14.9658897617751,13.9393,15.18693,15.0507942522006,14.88256,15.05268,15.01738
"SDCBP",19.33269,18.44952,18.65137,19.31338,18.4592,18.76607,19.16294,18.83188,19.43609,19.14112,18.6374,18.6093,19.38601,17.53076,17.39632,19.02753,18.31023,19.27795,17.34084,16.57165,17.84117,17.69005
"NOP56",15.9889,16.26446,15.89762,16.12345,16.08889,15.76834,15.98461,16.08947,15.94284,15.85402,15.951896736711,15.8764182022551,16.70541,16.3834330148496,16.3339214663882,16.6496,16.56937,15.81901,15.6064467937632,15.8863200291608,15.74832,16.6715
"DDX3X",18.13563,18.25793,17.86138,17.91682,17.86642,17.7856,17.99004,17.79006,17.74947,18.02876,17.89236,17.9663,18.10757,17.52066,17.94374,17.97716,17.89799,17.64714,16.8768,16.90911,17.62279,17.88491
"CCN1",16.69398,16.06788,17.56372,16.93907,16.84673,16.89834,17.44633,17.09951,17.02425,16.83979,16.5566,16.75688,17.35717,17.28605,17.45094,17.0321,17.4041,16.74787,16.28229,16.95696,17.03689,17.09736
"PIR",14.2605696331473,14.5492478163071,14.20291,14.28486,14.545521563454,14.70299,14.60507,14.8566503516654,14.96195,15.03699,15.0420367346913,15.2365748042488,13.94298,14.5484471771636,14.1841567986901,14.34908,14.38714,15.15361,14.9665211197564,14.8384,14.98357,14.9072
"KPNA4",15.63282,15.46458,15.55469,15.4984,15.46375,15.63025,15.61996,15.40591,15.67838,15.67037,15.64147,15.59607,15.73082,15.63726,15.35028,15.84598,15.45885,15.75702,15.43908,15.47982,15.7602,15.34357
"PPP6C",15.99414,15.62484,16.08335,16.32815,16.17193,16.12772,15.98745,15.8007,16.41783,15.94471,16.28711,16.31591,16.27491,16.21835,16.14864,16.0369,15.90637,16.11525,15.61858,15.83291,16.01407,16.10404
"MAN2B1",15.84593,16.11892,15.5537,16.04189,15.33338,15.67549,15.76091,15.97474,15.86974,15.8444,15.84601,15.5964,16.44201,16.87562,16.82571,16.12424,16.38402,16.47627,16.39325,16.88229,16.44798,16.48738
"PDXK",17.87788,17.4182,17.55681,17.81993,17.50788,17.66357,18.26394,18.10005,18.08772,18.10872,17.99003,17.78532,17.53121,17.53391,17.40593,17.48041,17.53045,17.73759,17.71394,17.68441,17.77912,17.78396
"PLPP3",18.21903,17.78462,17.41975,18.1019,17.60889,17.8955,18.10752,18.00069,18.19456,17.94071,17.92083,17.74545,17.47398,17.0914016720278,16.6313216742599,17.21075,17.02582,17.14199,16.82188,16.35307,17.04014,17.3841
"ISLR",16.69416,16.68354,14.55825,15.16389,16.2615,16.32613,16.5653,16.93815,15.20778,15.04463,15.81855,15.84163,16.7442,15.54438,15.16523,16.15903,16.45977,15.46198,15.4372425212957,15.40722,16.0559,16.39284
"HSPB6",19.09245,19.38999,18.60621,19.45833,18.29919,18.81046,18.72691,18.52643,18.37724,19.47888,18.14516,18.15058,20.35734,20.32056,19.9816,20.48888,19.63048,20.2187,20.23586,20.33503,20.4129,19.83978
"NDUFAB1",17.75127,17.78845,17.92822,17.82079,17.91495,17.86807,17.62079,17.948,18.44984,17.91977,18.17885,18.4007,17.2686,18.19105,17.65728,17.2698,17.45075,18.61734,18.54984,18.33047,17.85002,17.64581
"UBFD1",16.48323,15.78422,15.98983,16.00351,15.62156,15.79454,15.88503,15.03915,15.94337,15.68993,15.8010996000253,15.4988290591019,16.58645,17.05573,16.65604,16.59887,16.14467,15.64788,16.49786,16.44914,16.05812,16.2212
"COPE",17.60002,17.57625,17.63939,17.54906,17.3525,17.6249,17.48532,17.30347,17.78194,17.71528,17.90544,17.47433,17.64632,17.89358,17.95487,17.52069,17.60257,17.35176,17.36828,17.5913,17.44805,17.70906
"AP3D1",15.72746,16.11547,15.9392,15.97292,15.97346,16.13828,16.08323,16.25333,16.26648,16.13563,15.45658,15.7818766819536,16.13,16.45809,16.37142,15.81807,15.90891,15.837299128605,15.6202176088213,15.70206,15.97733,16.09005
"CCS",16.69889,16.78268,16.24433,16.13847,16.0458,16.6923,16.21156,16.42173,15.45166,16.47529,15.7662826078369,15.8856993884606,16.13501,16.13346,16.10821,15.77475,15.90988,15.78306,15.5651517643144,15.75255,16.11993,16.32592
"GOSR2",15.98247,15.9243359152825,16.17943,16.28972,15.88286,15.72159,15.5889,15.89874,16.21632,15.99145,15.8890366378963,15.7606633372183,16.76485,16.55856,16.49067,16.87874,16.42245,16.16518,15.65177,16.07195,15.86078,16.73131
"TOR1A",14.61353,15.0189421279858,14.63897,14.95417,15.25284,14.99473,14.96509,14.8719273732953,15.33425,14.54992,15.56831,15.70674,15.04387,14.70071,14.87073,14.48373,14.55078,15.10018,15.19803,15.12668,15.01862,14.87612
"TOR1B",16.51475,16.13493,16.40873,16.46794,16.11843,16.43593,16.2678,16.00566,16.603,16.47367,16.33444,16.50064,16.31696,15.85813,16.59939,15.87812,16.24127,16.20238,16.3894,16.52989,16.08004,16.04111
"ADAM10",15.96744,15.60802,15.51996,15.85467,15.60228,15.5634,15.96055,15.65048,15.76635,15.84483,15.85129,16.1728,16.31444,15.57583,16.02083,15.81793,16.11447,15.38378,15.47983,15.68322,15.77335,15.44636
"TP53I11",14.0183998900138,14.9666099753208,15.17737,14.49009,16.14078,16.6441,14.95852,15.1166510825452,16.40907,15.77941,16.53753,16.73851,15.83065,16.23549,16.66593,13.72035,15.01409,16.19263,16.39303,16.49007,15.08116,15.94761
"RIOK3",14.70141,14.87225,15.05183,14.73483,14.92676,15.02162,14.79623,14.7728889928355,15.14258,14.7946,15.22367,15.26573,14.6986944609943,14.85508,15.07683,14.35551,14.39238,15.0591421668039,15.15132,15.28932,15.03121,14.97596
"CDIPT",14.19808,15.0213821455016,15.11862,14.98108,15.3177334042001,15.14506,15.38302,15.3434692471214,16.24985,15.22401,16.31156,16.48493,16.18535,15.91229,15.34346,15.8305,15.46738,16.58353,16.47628,16.0516,15.34961,15.57316
"PDCD5",18.01792,17.70567,17.71115,17.83223,17.29162,17.65362,17.9324,17.76104,17.48655,17.77436,16.95224,17.81714,17.41485,17.74648,17.81201,17.78852,17.66678,17.6441,17.18375,17.5318,17.77922,17.51538
"PRMT5",16.63112,16.84759,16.85952,16.99756,16.87092,16.71292,16.92997,16.82121,16.95632,16.69139,16.57604,16.7974,17.45599,16.54676,16.78515,16.89227,16.84852,17.07812,17.19644,17.18775,16.96205,16.95515
"SLC9A3R1",17.32551,17.30058,15.68856,16.03669,15.77804,15.53261,17.48219,17.23125,15.63054,16.40941,15.44312,15.627225988724,16.83396,16.02174,16.79986,16.26667,16.88392,16.74015,15.59491,16.02333,16.566,17.07834
"TPP1",17.40466,17.75962,17.81924,17.74354,17.79582,17.965,17.43317,17.57271,17.70651,17.35894,17.56286,17.88056,18.71454,18.45155,17.93627,17.98208,18.56391,18.53084,18.02258,18.75278,18.24028,18.5896
"TCERG1",15.65973,15.7745,15.23745,15.20916,15.70596,15.13099,15.4129,15.54037,14.92974,15.07675,15.2753527808711,15.3998093299665,14.70298,14.9538985176794,14.75575,15.52604,15.406,15.45781,15.1791709332997,15.13913,15.40056,15.43025
"NRP1",16.64429,16.05369,16.81266,16.43074,16.26981,16.38006,16.46641,15.87794,16.66304,16.16644,16.18967,16.0506,16.91932,16.3287,15.5914,17.5063,16.27846,16.2054,15.82188,15.08076,16.0654,15.9098
"PSMA7",18.19718,17.26604,17.58723,17.6133,17.14839,17.61057,17.48053,17.23932,17.82016,17.45701,17.85941,17.41561,18.35971,18.38006,17.74813,18.24525,17.94542,17.83733,17.80835,17.65824,17.614,17.61833
"SCAMP3",16.53989,16.60016,16.40729,16.78878,16.26124,16.26854,16.41087,16.48023,16.2472,16.49765,16.2189397844113,16.1567893823559,16.65079,16.88217,17.10436,16.98435,16.6909,16.46409,16.40004,16.69608,16.3534,16.58622
"MGST3",17.42912,17.16859,17.72112,17.28378,17.48331,17.72363,17.25931,17.35253,18.25348,17.57398,17.93248,18.12805,17.93188,17.44945,17.27652,17.63769,17.02595,18.02262,17.50539,17.31292,17.31965,17.93347
"TAX1BP3",17.38197,16.40866,16.90506,16.85686,16.49235,16.88349,16.65992,16.55826,17.13345,16.77373,16.66512,16.10997,17.4146,17.0075,16.68159,17.14248,17.18402,16.65502,16.61308,16.1739,16.55482,16.65499
"GIPC1",18.3166,18.04026,17.87671,18.14689,17.97522,17.92203,18.22645,18.42881,18.24667,17.98232,18.28766,18.32328,17.75722,17.71008,18.12804,17.74185,17.66781,18.23641,18.15693,18.10769,17.6868,17.63986
"HAT1",15.67866,15.47714,15.3134,15.22194,15.2539466121567,15.1992237297995,15.32479,15.06683,15.04093,15.1594,15.1098925731038,14.9729306143402,15.74944,15.173181606036,15.07397,15.86352,15.78441,15.08771,14.6835003604573,14.78736,15.09263,15.29927
"UBE2L6",15.72956,15.87193,15.34228,15.76751,15.42395,15.36233,15.61101,15.39831,15.76168,15.21305,15.76229,15.74563,15.44774,15.58615,15.02036,14.91596,15.2485,15.39675,15.34936,15.21731,14.80135,15.36511
"CASK",15.0559183596197,15.38478,14.71547,14.99515,15.0764816513551,15.00881,15.12469,15.12407,14.97194,15.15736,15.1885800988498,15.2454,15.24976,15.39625,15.22813,15.24638,15.55667,15.78136,15.6385,15.82257,15.89459,15.5707
"HGS",16.57404,16.57997,16.70196,16.49064,16.47893,16.59212,16.57397,16.68802,16.68438,16.5162,16.63638,16.56181,16.66853,16.29088,16.32321,16.29839,16.21018,16.68865,16.56908,16.64927,16.32979,16.38016
"VPS26C",14.53578,15.025972832893,14.97522,15.21026,15.0046433423621,14.90326,14.89139,15.16647,15.3742,14.9998,15.33914,15.398567953784,15.41755,14.9074232497794,14.7162491460901,14.72323,14.6468,15.19178,14.9050003631376,14.94131,14.69228,15.06251
"PPP1R12A",17.04228,16.6955,17.06506,16.76452,16.78905,17.19143,16.60977,16.64202,16.94936,16.78098,16.74823,16.83121,16.4782,16.69303,16.12502,16.47443,16.77851,16.06653,14.9156,16.29208,16.96177,17.07902
"GAK",15.29618,15.86251,15.23567,15.48678,14.63907,15.04269,15.30332,15.5104,14.82798,15.41677,14.24678,14.69286,15.39188,15.0963475427467,15.37995,15.1906146517789,15.45979,15.2711,15.18317,15.18106,14.86347,15.48444
"HNRNPDL",18.73804,18.60141,18.05921,18.10379,17.99125,17.96907,18.16937,18.06923,17.61614,17.88714,17.50907,17.45592,17.99477,15.96193,16.33619,18.01062,18.26276,18.13132,15.86508,15.94097,17.67822,17.97473
"XPO1",17.80965,18.03037,17.66938,17.74467,17.85451,17.69776,17.93116,18.0656,17.83148,17.73873,17.9921,18.01169,18.1718,17.90773,17.75499,17.90746,17.80166,18.06098,17.87718,17.88843,17.7396,17.94668
"ARHGEF10",14.40821,15.10211,14.8473870257683,14.918,15.02089,14.81844,15.03998,15.34882,15.28667,15.44665,15.63245,15.43699,14.42791,14.68282,14.79427,14.74876,15.0169,15.0925046084639,14.8132309857761,14.97418,15.09506,14.67801
"SEC16A",15.1752575120319,15.42034,15.24422,15.38158,15.45446,15.40636,15.28592,15.13137,15.37888,15.05492,15.81658,15.47768,15.9046,15.81736,15.84806,14.99482,15.21884,15.1273,15.419627545659,15.67969,15.41029,15.12805
"PLXNB2",16.38735,16.01337,16.34417,16.34305,16.2962,16.40724,16.17368,16.02543,16.22125,16.04145,16.26013,16.26214,16.2924,16.12231,16.08971,16.0619,16.15966,15.88773,15.9081,16.11002,15.96848,15.95178
"PFAS",15.73321,15.71084,15.23163,15.35117,15.78137,15.5147,15.67279,15.73521,15.38328,15.41451,15.74806,15.85444,15.73318,15.32561,15.35783,15.30382,15.29045,15.89258,15.52808,15.73188,15.6107,15.23501
"LSM1",17.11725,16.03284,16.44012,16.68993,15.67778,16.14293,16.4342,16.10372,16.1916,16.11519,16.05038,15.65607,16.60593,16.56213,16.55703,16.72767,16.46025,16.15812,16.60583,16.02255,15.9905,16.31016
"NPC1",17.61152,18.1561,17.31458,18.91807,17.53192,17.86056,18.15418,17.92748,17.89219,18.3126,17.48081,17.31306,17.82103,16.11634,16.51585,17.48299,16.93323,18.11144,16.86296,17.30107,17.44476,17.35446
"SCAMP1",15.85685,16.22647,16.32294,16.22641,16.22271,16.32731,15.69854,15.70497,15.52902,15.69971,15.35257,14.8781,15.99709,16.52075,16.51747,16.14736,16.38417,15.66986,15.93437,16.01192,16.65824,16.12184
"SCAMP2",15.56212,16.247,15.85975,16.2611,16.09225,15.92675,16.01922,16.30523,15.80125,16.03266,15.9445823516653,16.04711,15.45467,15.64702,15.58667,15.37697,15.73584,15.62273,15.50942,15.9248,15.82649,15.21352
"ARPC1B",19.34956,19.11672,19.40749,19.41528,19.40502,19.38241,19.5112,19.34044,19.54755,19.6828,19.59457,19.50366,19.27723,19.20849,19.17757,19.02517,18.94788,19.40695,19.33759,19.24821,19.26572,19.59801
"ARPC2",18.93257,18.71714,18.98899,18.9426,19.0974,19.08248,19.04052,18.95986,19.42794,19.1256,19.45961,19.48069,18.77214,18.86712,18.93107,18.71049,18.71378,19.42838,19.24269,19.29244,19.11716,19.03936
"ARPC3",18.57321,18.19767,18.57115,18.39939,18.4076,18.52127,18.52407,18.38907,18.90093,18.47951,18.54305,18.62269,18.88759,18.7592,18.27301,18.56651,18.35207,18.6815,18.71057,18.54715,18.31451,18.58127
"POLR1C",16.29433,15.50663,15.60521,15.25976,15.2972061274028,15.43739,15.61083,15.48359,15.40748,15.47406,15.25334,15.08062,15.75468,15.762234291128,15.6424165670838,15.9139,15.89032,15.64913,15.73097,15.56066,15.38372,15.4601
"PLSCR1",15.44882,15.51427,15.21471,15.47104,15.33616,15.48709,16.54923,16.21367,15.68989,16.07616,15.47098,15.51412,15.82149,15.295446137468,15.7464065285761,14.9349,15.68785,14.77274,14.6267981359667,15.1372101125302,15.79956,16.06521
"PGRMC2",18.36424,18.08474,18.82665,18.61878,18.67607,18.58722,18.18539,18.2398,18.60763,18.12295,18.1769,18.1624,19.32126,19.44142,18.87311,18.93044,19.02927,18.63434,19.21895,19.1872,18.51572,18.73487
"PFDN6",17.50465,16.94888,17.18524,17.0832,17.04129,17.22353,17.00839,16.90374,16.81804,16.88108,16.87925,16.75552,17.18479,17.16157,17.29979,16.90332,16.98574,16.97293,17.33571,17.27771,16.95797,16.8637
"ACOX3",17.30847,17.26771,17.42542,17.49771,17.39954,17.92786,17.20058,17.1665,17.507,17.43775,17.46906,17.75254,17.54085,17.61142,17.64263,16.84536,17.255,17.70013,18.09313,18.12579,17.13257,17.68352
"RER1",16.6365302294674,16.66102,16.82591,16.79583,16.43872,16.43933,16.92545,16.52548,17.63185,16.82189,17.20301,17.4881,16.63383,18.15184,17.34987,16.90936,16.85372,17.56693,17.26651,17.54968,16.47132,16.78291
"SURF4",17.49722,17.65097,17.63701,17.79107,17.39999,17.81359,17.56769,17.5932,18.52721,17.76389,18.20457,18.12512,18.07449,18.40312,18.20344,17.97992,17.3077,18.35235,18.60449,18.41632,17.75111,17.60728
"SPTLC1",16.8702,16.52638,16.96101,16.91894,16.44028,16.68796,16.71273,16.54064,16.89879,16.8824,16.54941,15.85169,17.32993,16.66769,16.99161,16.81295,16.96053,16.10443,15.7184,16.45159,16.37489,16.68019
"OGT",15.47098,15.4407,15.67446,15.51373,15.28039,15.43658,15.53733,15.34928,15.31777,15.36582,15.02084,15.14022,15.50791,15.06522,15.29772,15.16271,15.55916,15.0343,14.7086469126211,14.95949,15.07034,15.29868
"PMM2",16.83255,16.73462,16.99744,16.82451,17.01243,17.01776,16.85543,16.70763,16.86397,17.13251,17.25325,17.03354,17.12589,16.63344,17.13291,16.76966,16.61712,17.19433,16.97828,16.9888,16.63598,16.62687
"INPPL1",14.830333239188,14.74213,15.40482,14.9434964249418,15.0397948513874,15.10869,14.91758,14.8110764688385,15.32102,15.00096,15.28318,15.2846901491841,14.8096467440776,15.0733792136677,15.07129,14.48105,14.75965,15.06959,15.4016850947965,15.50956,15.01137,14.9354757850262
"EIF3D",16.64738,16.36933,16.52125,16.42952,16.42345,16.32369,16.49156,16.5522,16.43224,16.47077,16.25844,16.24506,17.15807,16.87042,16.84687,16.8708,16.55175,15.0747,15.38714,16.06204,16.34211,16.71117
"EIF3H",17.63227,17.29775,17.35128,17.19847,17.40581,17.23066,17.24291,17.11153,17.09468,17.28027,16.97363,17.16632,17.75462,17.4206,17.25812,17.82484,17.52809,17.37081,16.80015,17.01626,17.27284,17.2542
"BCAT2",15.91419,15.87962,16.00651,15.95648,16.17469,16.25204,16.16125,16.13641,16.61729,16.37368,16.53991,16.70753,16.44691,16.32195,16.25325,16.10406,15.93814,16.95837,17.14563,17.14384,16.51823,16.40786
"STX7",17.10834,16.61686,17.47832,17.39082,16.9815,17.41868,16.98322,16.78507,17.62711,17.13106,16.59554,16.11166,17.94465,17.06883,16.59939,17.73362,17.28157,17.43896,16.94606,16.8736,17.0184,17.49922
"SLC16A3",15.3271,15.3822272013053,15.53208,15.23705,15.2248179789747,15.4106009887286,15.43377,15.71632,16.26348,15.30137,15.68617,15.7549273784703,15.7886791766925,16.30911,16.38933,15.27119,15.34238,15.46268,15.83858,16.02405,15.59641,16.08002
