"","Ost_contr_11","Ost_contr_12","Ost_contr_20","Ost_contr_22","Ost_contr_8","Ost_contr_9","Ost_dif_11","Ost_dif_12","Ost_dif_20","Ost_dif_22","Ost_dif_8","Ost_dif_9","VIC_contr_213","VIC_contr_431","VIC_contr_432","VIC_contr_482","VIC_contr_494","VIC_dif_213","VIC_dif_431","VIC_dif_432","VIC_dif_482","VIC_dif_494"
"SOAT1",16.02353,16.31386,16.00429,16.1038,15.70663,15.62916,16.48071,16.57903,16.01741,16.36796,16.13561,16.11662,16.27999,15.4702597984498,15.39397,16.35477,16.15241,16.12805,15.40207241776,15.5618500733268,16.16634,16.04737
"ADD1",17.05212,16.66319,17.29751,17.22854,16.77429,17.1178,16.80593,16.73835,17.18066,16.8993,16.63131,16.92346,17.16977,16.51972,16.50028,16.91583,16.83558,17.09877,16.06712,16.21765,17.06439,17.43478
"BSG",17.49958,18.03336,17.75104,16.94733,17.27067,17.79063,17.46473,17.3817,17.33915,17.21546,18.1164,17.86671,17.56353,18.62101,18.37153,17.9999,17.81863,17.7657,17.80046,18.17833,18.04541,18.06792
"TIMP3",19.68222,18.04047,20.58293,20.14473,20.33409,20.4903,18.30404,19.64507,20.51582,19.19088,20.00147,20.37824,20.48052,19.43131,19.40542,21.71866,20.92851,17.96926,19.12331,19.51084,19.51783,19.72834
"FUS",18.99727,18.06344,17.9491,17.95858,17.62222,17.51108,18.00322,17.91953,17.73353,17.86704,17.73288,16.96225,18.50784,17.46208,17.68464,18.30419,18.36759,17.77128,16.75771,16.32485,17.86007,18.2551
"NUP214",15.28492,15.80957,14.93931,15.34914,15.49625,15.1508121319479,15.16876,15.54089,14.8160933534501,14.80381,15.1474582741961,15.34421697483,15.4344,14.9868129785228,15.0419712496799,14.82835,15.19736,15.1888,14.8953341823381,15.0714237548994,15.19115,15.41585
"GLRX",17.72913,17.58485,17.99144,18.20686,17.80325,17.84971,18.78197,19.08923,18.66583,18.73032,18.43955,18.48589,18.57947,17.98702,17.90025,17.56232,18.12062,19.19244,18.9341,18.90476,19.25325,19.44539
"PPM1A",16.2271,15.8312143752597,15.97874,16.07396,15.49221,15.64356,15.81986,15.86072,16.12973,15.78697,15.57641,15.5960443316592,16.04847,16.08967,15.80798,16.14477,15.83419,16.06653,16.10363,16.26168,15.83747,16.14716
"HMGCL",16.25409,16.14126,16.31551,16.58652,16.25759,16.45734,16.45952,16.4627,16.72325,16.40159,15.89274,16.13999,16.58158,16.26699,16.17322,16.49698,16.05504,16.74456,16.84757,16.63201,16.33468,16.25624
"PSMC2",17.33384,17.53223,17.4122,17.58848,17.39741,17.43419,17.33253,17.48187,17.63516,17.44106,17.61616,17.71895,17.55139,17.39503,17.3489,17.91815,17.34538,17.39508,17.26945,17.21959,17.15446,17.3426
"ARL3",16.63406,15.9701,16.69394,16.43202,16.41515,16.49788,16.17453,16.33156,16.42263,16.49246,16.25752,16.22074,16.38628,16.81968,16.51894,16.57367,16.16993,16.14681,16.54397,16.52105,16.48387,16.43853
"MAP2K2",17.31697,17.41812,17.52287,17.7014,17.60533,17.68213,17.59038,17.43773,18.23031,17.75876,18.07994,18.17649,17.27321,17.19621,17.35372,16.97836,17.18503,17.51398,17.80057,17.80193,17.27203,17.24233
"ATP5F1C",18.27645,17.97207,18.41046,18.59812,18.22553,18.43669,18.23674,18.41302,18.69006,18.45609,18.35846,18.60007,18.56798,18.98682,18.30013,18.42314,18.22795,18.37729,18.57398,18.54759,18.00308,18.42264
"ATP6V1E1",17.90728,17.46327,18.03001,18.42947,17.73347,18.10102,17.74757,17.75109,18.10245,18.06367,17.81154,17.12337,18.29733,17.27745,16.91451,18.01443,18.11877,18.07202,17.72428,17.49656,17.43848,17.83811
"CPOX",16.37831,16.59859,15.91692,16.15843,15.91971,16.31009,16.632,16.73555,16.06447,16.20914,16.01645,16.6052,16.09841,16.68358,16.47058,15.99731,15.93589,16.78848,17.46202,17.25068,16.51851,16.39695
"RPL4",19.36285,19.68777,19.73345,19.65858,19.58293,19.49328,19.74819,19.72758,19.87522,19.63432,19.8404,19.53338,20.15756,20.21061,20.27659,20.02755,20.14081,19.43292,18.1343,18.75869,19.66731,20.06418
"LONP1",16.925,16.83627,17.05828,16.64436,16.86016,16.93985,16.58304,16.41555,17.16745,16.79074,16.81865,16.49832,16.74896,17.10682,16.61887,16.87782,16.49434,16.98387,17.32446,17.22217,16.38443,16.36094
"PGM1",17.61587,17.26735,17.90313,17.61742,17.78594,17.96662,17.68077,17.51512,18.54259,17.89986,17.90866,18.01583,17.95657,17.76714,18.04272,17.27214,17.92919,18.23199,18.3655,18.90168,18.28139,18.8314
"PPP1CC",17.16248,16.4066578528835,16.36963,16.26385,16.0320983998568,16.0646748536941,16.07962,16.03205,15.68478,15.78348,15.5753451633138,15.4392646771263,16.45003,15.87148,16.17229,16.83864,16.47199,15.75439,15.82396,15.8340285243048,15.7559,16.23256
"GNL1",16.04627,15.77837,15.79404,15.9707,15.70147,15.78909,15.96922,15.95021,15.88288,15.86668,15.56662,15.66914,16.13711,15.92628,15.88494,15.88806,16.16916,15.7337123142069,14.7995338300364,14.9521,15.9893,16.51559
"DLST",18.21875,17.75097,18.09741,18.12214,17.91346,18.37142,17.87542,17.87444,17.96638,18.06329,17.70225,17.81587,17.95709,17.95911,17.47749,17.98829,17.70408,18.02588,18.55764,18.22361,18.1905,17.59402
"GPX4",16.60174,16.71607,15.99476,16.33553,16.78582,16.26205,16.07467,16.5331,15.99494,16.31189,16.80035,16.04945,15.76521,15.71419,15.6698638269198,15.96976,15.84972,15.54004,16.22738,15.67587,14.95604,14.78031
"SRP14",18.29791,17.793,17.68344,17.66134,17.0908,17.4329,17.51623,17.32745,17.36472,17.31227,16.92067,16.91159,17.55604,17.25443,17.26161,17.74196,17.49864,17.303,16.44687,16.43665,17.34056,17.58225
"HPCAL1",16.20994,16.33,16.52993,16.38658,15.87302,16.04834,15.69162,15.83365,15.73939,15.95396,16.02555,15.8148257767476,15.7082,15.50051,15.94291,15.84415,15.24506,15.44601,15.2003537471125,15.37985,15.49906,15.05644
"TAGLN2",21.04258,20.31398,20.48884,20.4905,20.0575,20.32454,20.26912,20.1821,20.40483,20.26758,19.85695,19.53011,21.02071,21.45006,21.26722,21.18335,21.15349,20.56963,21.10837,21.16417,20.46141,20.96241
"TALDO1",20.19751,20.19571,20.37304,20.16436,20.26213,20.35476,20.02506,20.24222,20.36642,20.05375,20.05207,20.02384,19.82643,20.06821,19.94789,20.03944,19.96862,19.9969,20.07086,20.15956,20.08051,19.82773
"ETFB",17.65172,17.11259,17.68066,17.46761,17.30033,17.46828,17.1204,17.15691,17.64671,17.6272,17.23176,16.98763,17.27903,18.08755,17.62219,17.3801,17.17319,17.46512,18.3006,17.98313,17.24543,17.20578
"RBMX",18.95427,18.68769,17.77951,18.43577,18.14348,17.90341,18.28336,18.37083,17.84041,18.10606,17.73485,17.66183,18.69227,17.9576662638349,17.8889078562393,18.4059,18.45793,18.79275,18.1715762993875,18.0662893544108,18.05183,18.44256
"ATP6V1A",18.61521,17.89971,18.41729,18.54399,17.85762,18.33289,18.03052,17.99118,18.70625,18.32433,18.0049,18.06854,18.82319,18.65402,17.8308,18.69781,18.41493,18.29713,17.99461,17.85747,17.74596,18.37693
"HSPA9",19.24123,18.88127,19.04071,19.03749,18.70612,18.93181,18.59849,18.63621,18.91585,18.78258,18.63847,18.39596,19.11932,19.08022,18.84699,19.41343,18.96621,18.82706,19.35549,19.10163,18.57373,18.50048
"EIF4A3",16.53523,16.36274,16.13967,16.3052,16.06236,16.04957,16.24137,16.32676,16.20457,16.06868,16.22678,16.14495,16.49621,15.19128,15.38536,16.60019,16.48431,16.58951,15.43114,15.34184,16.09959,16.36072
"RPS19",20.54807,19.81343,20.47785,20.43459,19.6847,19.82624,20.06467,19.79058,20.14645,20.1994,19.07723,18.92414,20.44617,20.11376,20.53505,20.7228,20.62223,19.8399,18.45882,18.89619,20.30045,20.43732
"RPL3",19.18162,19.57538,19.32884,19.32805,19.51496,19.37464,19.43873,19.46429,19.50339,19.28221,19.63397,19.48597,20.14382,19.78973,20.05391,19.78194,19.69197,19.23444,18.09792,18.9234,19.45587,19.59168
"MPV17",14.98075,14.77043,14.45961,15.48056,14.78663,14.93806,15.0613,15.70614,16.08731,15.84383,14.80488,14.85985,15.80272,14.51265,15.11446,15.49739,15.38441,15.27291,15.98527,15.15145,15.01524,15.45125
"DDOST",18.0925,17.39503,18.02708,17.83853,17.84502,17.82998,17.5038,17.2158,18.18967,17.73811,18.001,17.90739,18.77139,19.17596,18.28906,18.97089,18.01256,17.59842,17.65837,17.68673,17.81638,18.57776
"ANP32A",16.9805,17.14615,16.75762,16.77293,17.03565,16.88061,16.83846,16.85357,16.26257,16.5615,16.62369,16.64488,16.55679,16.66354,16.64619,16.78967,17.07876,16.4750015997162,15.7892280120248,15.98645,16.95512,16.74749
"FEN1",16.30673,16.3172,15.71024,15.65248,15.47417,15.20424,16.24675,15.98797,15.48294,15.50349,15.89816,15.7364134911847,16.19078,14.9844114195875,14.80407,15.84628,15.99714,16.33864,15.5141322262974,15.50417,15.76469,15.88859
"CAPG",19.5421,19.65046,17.76621,18.86262,18.08474,18.22635,19.22898,19.75244,17.79046,18.98213,18.33184,17.78669,17.7815,17.04049,17.14532,18.51814,16.62962,16.96849,16.77432,16.86036,18.66461,17.2879
"CAP2",16.27588,15.80484,16.64333,16.84428,16.68543,16.6438,16.29372,15.9797336853226,16.89986,16.59248,16.26783,16.2491,16.2284,16.71572,17.07994,16.79661,16.74724,16.36632,16.66929,17.01262,16.59004,16.83545
"IL6ST",16.60506,15.87531,15.48997,16.13275,15.6823737691554,15.48125,16.60725,16.29235,16.19872,15.55215,16.0069613522419,15.5533655103505,17.83656,15.70855,16.05569,17.45661,17.18332,15.76217,14.7710256224267,14.9006,15.9642,15.74093
"TXLNA",16.96481,16.68899,16.74219,16.47144,16.51562,16.56793,16.65637,16.53541,16.2946,16.5969,16.29638,16.21669,16.0259,15.814,16.5918,16.14734,16.34948,15.89512,16.1372,16.1452,16.41655,15.7924
"CCT6A",19.09933,18.8478,18.7985,18.88556,18.72208,18.87024,18.92758,18.86533,18.90115,18.92239,18.93263,18.80779,18.97307,18.87881,19.09625,18.9449,18.72022,18.79978,19.15924,19.10105,18.71581,18.62978
"NNMT",19.76802,18.72313,19.33581,19.80252,19.33474,19.46994,19.98989,19.81305,20.28649,20.39673,19.82801,19.89311,19.69286,19.82389,18.94537,19.4198,19.32022,19.96291,20.58651,20.47964,19.65427,20.62074
"PSMB10",15.4239,15.34181,15.30793,15.24443,15.55794,15.56027,15.20513,15.23258,15.20572,15.06885,15.52313,15.64354,14.4801061171122,14.2969019230238,14.19463,13.58722,14.57458,15.28191,15.34857,15.0465943938562,14.49673,14.5118630274187
"RPL13A",17.90732,17.99648,18.1256,18.23923,18.00919,17.87775,18.21554,18.14955,18.18984,18.02794,18.01049,17.72818,18.96207,18.63965,18.85415,18.75357,18.79917,17.9855,16.95666,17.60155,18.26432,18.6951
"ARL1",16.70124,16.53924,16.81264,16.70901,16.4252,16.82497,16.54983,16.35014,17.0681,16.67196,17.18793,16.60506,16.95544,17.56059,17.21588,16.62422,16.77498,16.27984,16.84445,16.92575,16.45065,16.59673
"STAT3",16.80265,16.80558,16.90571,17.10084,16.84979,17.03846,17.3619,17.18922,17.44616,17.22989,17.15063,17.276,17.44159,17.62103,17.45304,16.92814,17.14136,16.89315,16.65103,17.13557,16.9232,17.75249
"USP8",15.43756,14.99039,15.22302,15.1508,14.51086,15.24819,15.20548,15.04741,15.07891,15.19388,14.7805734651956,14.7299217434648,15.34148,15.18139,15.09243,15.07421,15.1071,14.9786141344277,14.9752359064655,15.00305,14.78001,15.0969
"MDH1",20.2933,19.45767,20.13949,19.97417,19.68377,20.19331,20.14551,19.90043,20.40241,20.27163,19.94305,20.01554,20.38256,20.76103,20.13796,20.41813,20.00028,20.1024,20.58145,20.46159,20.03926,20.22825
"MDH2",20.3769,19.37518,19.80178,19.88918,19.35161,19.79232,19.67191,19.60547,19.93298,19.77001,19.45543,18.85382,20.45102,20.77597,20.06049,20.71443,19.94149,19.78312,20.40093,19.9838,19.62335,19.86584
"HADHA",18.53664,18.45775,18.69764,18.83336,18.4874,18.87061,18.66996,18.81023,19.04351,19.17602,18.62155,18.58061,18.90782,18.56357,18.12054,18.82438,18.41826,18.98044,18.69998,18.64922,18.66505,18.96247
"EIF2S3",18.03507,18.12812,17.93795,18.07751,18.12941,17.96677,18.16541,17.84745,18.15203,18.18484,17.92006,17.86762,18.27254,18.00873,18.31584,18.22529,18.19473,18.17402,17.08789,17.75843,18.21456,18.09889
"CETN2",15.42143,15.06338,15.40571,15.21982,15.20524,15.54937,15.2003,15.17341,15.21287,15.2486,15.36216,15.2968480262222,14.46066,15.69655,15.08455,15.34532,15.24677,15.07819,15.164174275438,15.04089,15.20279,15.17455
"EIF2D",14.39987,14.64851,14.87338,14.47263,14.30266,14.46753,14.66548,14.1482,14.76247,14.20355,14.5615841221746,14.4535735596551,14.42402,14.1530013980741,14.3614260156819,13.98403,14.2778,14.0650150874062,13.6981516201554,13.85847,13.90656,14.15489
"UBA7",15.41718,15.59751,15.49339,15.62661,15.24033,15.50945,15.6819,15.59191,15.82322,15.67803,15.16249,15.38732,15.32662,15.75122,15.23615,15.20312,15.06858,15.52154,15.464135121907,15.39493,15.23725,15.70287
"NAA10",16.38001,16.3775,16.22596,16.00597,16.15814,16.22696,16.34175,16.22985,16.22751,16.21157,15.9402,16.39796,15.91302,16.16244,16.33979,16.21681,15.98671,16.16369,16.52955,16.36106,16.08948,15.64072
"PPP1R2",15.59878,15.26069,15.603,15.45386,15.44824,15.58693,15.34819,15.39986,15.52677,15.45066,15.08259,15.47754,15.00925,15.66843,15.81627,15.021,15.64662,15.30047,15.73171,15.67401,15.62296,15.42374
"CSK",15.52016,15.50396,15.68222,15.53506,15.77348,15.53974,15.54194,15.67835,15.65345,15.61699,15.91031,15.81272,15.76068,15.75127,15.69838,15.39511,15.24257,15.62707,15.89964,15.60128,15.14792,15.68598
"GARS1",18.88025,18.41476,19.33804,19.00077,19.04301,19.1355,18.59547,18.22776,19.33359,19.00849,19.16059,18.8708,19.06187,19.47845,19.26702,19.41913,19.28175,18.74184,19.42822,19.51179,18.85142,18.8283
"IARS1",16.40681,17.01626,17.19936,17.07806,17.21718,17.08983,16.81784,16.83815,17.39107,17.02563,16.93587,16.73588,17.36127,17.53254,17.43886,17.31659,17.3508,17.04475,17.43058,17.53709,16.93424,17.12903
"EIF1",17.36616,17.02452,17.31046,17.01768,17.18707,17.22833,16.98786,16.70468,17.20647,17.01418,16.99625,16.99586,16.96873,16.72348,17.11952,17.34253,17.23348,17.13125,17.26293,17.0943,16.7375,16.54177
"ACTR1B",17.27528,16.92681,16.93476,17.10484,17.14199,17.32283,16.92315,17.03572,17.25668,17.22927,17.29315,17.1773,17.47502,17.4898,17.06112,17.21975,17.01634,17.17332,17.17508,17.16074,16.95327,16.62383
"ECI1",16.9465,16.48967,16.5295383225051,16.87357,16.25115,16.69319,16.76681,16.65883,16.74695,16.89918,16.92452,16.70756,17.19271,16.94521,16.5378,17.28914,16.83069,17.04416,17.48986,17.31748,16.72045,16.92187
"TMPO.1",17.64214,16.99505,16.59962,16.92045,16.65184,16.43304,16.87408,16.77864,16.26248,16.41015,16.03858,16.07529,16.78063,16.00799,15.54211,16.75296,16.7924,16.34109,15.7686103742391,15.68544,16.55732,16.64948
"STAT1",18.03345,17.81779,18.92127,18.69479,18.15868,18.42289,17.63794,17.61239,18.33239,17.65146,17.99541,17.79463,17.7397,18.97406,18.5416,17.09033,17.52448,17.08157,18.24484,18.56271,16.85048,17.5793
"STAT6",16.06233,16.00556,15.63307,15.94233,15.50311,15.72455,15.9445,15.79544,15.8607,15.88593,15.7842,15.95138,16.06589,15.43433,15.54638,15.01556,14.94309,16.12246,15.95271,15.96838,15.84342,15.74499
"AKR1C3",17.88545,17.91865,17.35949,17.87119,18.24515,18.17075,18.07935,18.60456,18.38638,17.92561,18.61948,18.51291,18.54874,18.5106,17.13478,18.75886,18.68222,18.67462,18.47645,17.46686,19.00302,18.90513
"MTOR",15.2949463416599,15.1796349034286,14.9303127580768,14.88509,15.1657,15.02397,14.78583,15.01362,14.64511,14.95329,15.58719,14.41496,15.97269,14.9983,15.2433632348946,15.5082956711874,15.59461,15.2678,15.40654,15.31428,15.1934290152749,15.57603
"EPS15",16.46221,16.27455,16.08847,16.25194,15.92915,16.08061,15.97449,15.96179,16.74891,15.71565,16.76975,16.1151,16.99181,16.59276,16.68087,16.35412,16.27866,16.39393,16.59677,16.64639,16.54136,16.6682
"CASP3",15.75296,15.94589,16.06658,15.91285,16.32655,16.28631,15.69065,15.77278,16.0818,15.59506,16.45127,16.3006,16.28349,16.04158,15.84647,16.07375,16.16234,16.167,15.88602,15.70678,15.70792,15.69607
"RPS27",16.97228,17.67535,17.32599,17.39665,17.4792330470085,17.18019,17.01565,16.94781,17.12275,17.38173,17.60673,17.49471,18.10484,16.88572,17.33675,18.11453,17.35168,17.5279,16.8505051491596,17.2097519217806,17.35379,17.35762
"LRPPRC",17.12769,17.20386,17.22267,17.14992,17.09076,17.1034,17.24058,17.1617,17.20239,17.24248,17.07224,16.97292,17.54612,16.91146,16.92104,17.48079,17.22117,17.22165,16.66978,17.07933,17.18911,17.1286
"ACAA2",17.98041,17.56286,17.75802,17.78918,17.61546,17.9644,17.48366,17.77948,17.93363,17.92878,17.60533,17.90349,17.68818,17.92566,17.17093,17.63016,17.02022,18.05031,17.97162,17.81231,17.40892,17.4445
"RPL35",18.36767,17.8077,18.30462,18.81682,18.40363,17.93706,18.87429,18.65215,18.45888,18.46646,18.68159,18.15527,18.46193,18.6656,19.00679,18.64132,18.89206,18.53985,16.82739,17.91805,19.23846,19.10517
"PRCP",17.04333,16.51181,16.37714,17.29472,16.59323,16.88888,16.97516,17.03837,17.13278,17.57823,16.91422,17.03858,17.34375,17.36757,16.87347,16.80185,17.26674,18.09513,17.74041,17.68728,17.17342,17.94844
"PAFAH1B1",17.57565,17.45625,17.77663,17.61138,17.6917,17.81531,17.69811,17.64835,17.82684,17.84244,17.66678,17.69968,17.58033,17.54209,17.65265,17.35051,17.37512,17.95354,18.21922,18.18679,17.61469,17.74348
"CRAT",17.20148,17.50593,17.27789,17.49923,17.38798,17.41972,17.45339,17.85048,17.59906,17.61542,17.25982,17.74432,16.99815,17.27079,16.76793,17.19883,16.97369,17.29086,17.57168,17.24445,17.33173,17.16965
"MATR3",17.47936,17.69021,17.29464,17.45579,17.41039,17.18693,17.41628,17.49073,17.19357,17.17898,17.18027,16.92104,17.75894,16.1629582554145,15.9132870705961,17.50108,17.50739,17.2024,13.9751370970508,13.87488,17.2982,17.38552
"MSH2",17.64574,17.57478,17.63959,17.53562,17.4580741225981,17.39468,17.56267,17.28428,17.36252,17.46034,17.3707315778476,17.2287101457575,17.68289,17.392218214374,17.61807,17.61175,17.9514,17.66782,17.2105057772591,17.4479676368106,17.77722,17.6064
"GPD2",17.18702,17.06697,16.75738,17.23925,16.84048,17.17069,17.44408,17.36335,17.38626,17.77061,17.05681,17.42824,17.18073,17.07578,16.45705,17.16188,16.7657,17.11216,17.3576,17.18032,16.75123,16.80195
"SSR1",16.74761,15.9181734424979,17.28528,16.9398,17.11638,17.0099,16.83636,15.80776,17.58108,17.33494,16.97902,16.6293870048424,17.56484,17.9493,17.17679,18.37943,16.46331,16.92126,16.62978,16.5895,17.44611,17.6283
"RANBP1",19.35053,18.74375,18.72515,18.53922,18.4147,18.55858,18.80461,18.69237,18.37564,18.64945,18.35463,18.09566,18.36611,18.81347,18.56363,18.61911,18.55593,18.48961,18.84527,18.49447,18.54531,18.62786
"NAMPT",16.39022,16.38707,15.7311,16.12022,16.03075,15.94916,16.66033,16.52634,16.31454,16.24236,16.40889,16.70793,17.05959,16.78227,16.22577,17.00396,16.5934,18.04777,16.9893,16.94773,17.37251,18.23649
"PSMC4",17.93295,17.82911,17.79285,17.7908,17.72802,17.84888,17.75283,17.63266,17.72924,17.74957,17.81547,17.82723,17.56717,17.59613,17.65465,17.73375,17.53041,17.6717,17.6993,17.66719,17.6339,17.65285
"TSFM",15.92688,15.77861,15.55962,15.84391,15.74526,15.74954,15.70756,15.67973,15.77898,15.70469,15.82913,16.0314,16.33152,15.60685,15.53994,15.88751,15.49431,15.49238,16.17084,16.09359,15.69268,15.30531
"VDAC2",19.9348,19.41743,20.13879,19.98919,19.91423,20.05873,19.75951,19.48958,20.4314,20.04473,19.6816,19.61787,20.31512,20.38895,20.0752,20.58257,20.32882,20.51258,20.18974,20.17254,19.98488,20.17024
"ACADSB",15.59516,15.2983869143399,15.18629,15.44224,14.56295,15.26638,15.67645,15.67081,15.75597,15.70323,15.2380967838055,15.23209,15.54387,15.35566,15.14697,15.40545,15.21351,15.81936,15.62383,15.90032,15.42749,15.74729
"USP5",17.69534,17.50225,17.51394,17.4891,17.69755,17.63056,17.32788,17.66509,17.64817,17.55685,17.59463,17.61257,17.48678,17.41576,17.29212,17.53261,17.2788,17.58744,17.30967,17.32533,17.49498,17.25777
"RANGAP1",18.12848,17.80974,17.40432,17.75845,17.24484,17.23879,17.62664,17.49161,17.26867,17.43955,17.72106,17.3433,18.01162,17.64522,18.09186,18.01171,17.76749,17.31629,16.45861,17.42702,17.35753,17.38456
"RECQL",17.19382,17.36303,17.1818,17.46576,17.16642,16.94547,17.27298,17.25118,17.27437,17.20372,17.02474,17.16807,17.02676,16.5197,16.61897,17.09447,16.95027,17.40385,17.09874,17.26527,17.08873,17.18061
"CRK",16.92354,16.22157,16.65009,16.67429,16.56023,16.67972,16.5883,16.52931,16.92709,16.88057,16.34951,16.53169,16.64172,17.02855,16.78581,16.82957,16.64081,16.69284,17.03822,16.9153,16.60804,16.89428
"CRKL",16.4264,16.25157,16.01659,16.17972,15.91192,15.88844,16.24961,16.25637,16.22244,16.24604,16.27087,16.40974,16.10551,16.15129,16.14659,16.01853,16.0715,16.59472,16.52383,16.52243,15.97788,16.34404
"BAG6",16.27845,16.33596,15.98588,16.37477,16.11366,16.09263,16.33093,16.07766,16.22235,16.15222,16.30979,16.00885,16.34375,15.53031,15.5799,16.26526,16.18925,16.25154,15.6347,15.33734,16.14449,16.10195
"NSF",17.01219,17.10136,17.2798,17.25893,17.2399,17.3095,17.08275,17.18,17.45559,17.43722,17.28398,17.2834,16.98065,17.1339,16.99168,16.64794,16.7182,17.0879,17.13944,17.1099,16.8256,16.89693
"MAP2K3",16.22707,16.37723,16.73034,16.62095,16.48181,16.50637,16.47966,16.5228,16.57599,16.27185,16.41787,16.45585,17.38121,16.89277,17.49871,16.61696,16.89348,16.79494,17.10924,17.13632,16.50879,16.58598
"RPL27A",17.97179,18.09009,17.96522,18.14095,17.83088,17.51756,18.54573,18.21152,18.2317,18.15344,18.52172,18.33787,19.39024,19.28522,19.16323,19.17475,18.95854,18.45517,17.71204,17.89863,18.75487,19.43392
"RPL5",19.65563,19.48406,19.63582,19.52055,19.35223,19.48578,19.52053,19.39542,19.45394,19.48013,19.33459,19.05828,19.79125,19.62113,20.00513,19.61005,19.79517,19.45853,18.39007,19.17273,19.52844,19.6948
"RPL21",19.64429,19.69305,19.60609,19.86507,19.03984,19.35768,19.83744,19.75517,19.62761,19.41886,19.36038,19.0606,20.59714,20.12126,20.38596,20.49164,20.21659,19.72588,18.09921,18.9692,19.89768,20.36617
"RPL28",19.68342,19.78093,19.74486,19.82231,19.71365,19.5423,19.66731,19.60236,19.4041,19.47605,19.62194,19.33558,20.50105,20.42649,20.81921,20.17258,20.19343,19.27343,18.47741,19.40476,19.70695,20.07766
"RPS9",18.61413,18.72968,18.69472,18.85497,18.6874,18.56298,18.81331,18.38173,18.81785,18.58551,18.91449,18.66908,19.64569,19.26255,19.61671,19.04519,19.21048,18.53676,17.47273,18.31111,18.6119,19.04346
"RPS5",20.24014,19.76062,20.10125,20.14742,19.49851,19.76651,20.18601,19.74403,19.83554,19.80924,19.65442,19.32094,20.14747,19.85093,19.83398,20.65335,20.05716,19.6818,18.43216,19.1858,20.08753,20.10883
"RPS10",20.4557,20.18893,20.38267,20.33011,20.25578,20.11558,20.23088,19.88231,19.80469,20.1512,20.2408,19.80955,20.86183,20.37185,20.54692,20.90103,20.65631,20.00651,19.15819,19.61269,20.70707,20.62202
"MAP1B",18.34241,17.63471,18.78222,18.11947,18.17365,18.41865,18.027,17.73033,18.7693,18.48215,18.11453,17.80618,18.6321,19.17346,18.8526,18.65446,18.32521,18.15341,17.61156,17.95306,18.35243,17.98203
"GNPDA1",17.17113,16.74718,16.74522,17.0887,16.66336,16.75994,17.39042,16.99479,17.6502,17.04921,17.01232,17.0207,18.10052,16.85053,16.70706,17.40995,17.34383,17.89549,17.21799,17.06094,17.032,17.42334
"YAP1",17.26216,16.90511,17.18169,16.87014,16.93709,17.02228,16.97796,17.11942,16.88241,17.18111,16.89467,16.70527,16.56325,17.03216,17.1143,16.67522,17.02779,17.08424,16.79193,16.77434,17.01325,17.26401
"UTRN",17.07308,17.43426,17.26909,17.1934,17.18199,17.34037,17.2951,17.47562,17.60416,17.50997,17.44044,17.45155,16.96,16.84779,16.40057,16.43539,16.79498,17.06942,16.3067,16.69399,16.89331,17.04709
"IQGAP1",18.6863,19.01625,19.01196,18.98222,18.68423,18.91055,18.8818,19.12227,19.33728,19.19659,19.12957,18.87618,19.32013,19.4418,19.15898,19.29306,19.12092,19.20832,19.1168,19.14351,18.96457,19.34806
"GYG1",16.83891,16.83406,16.61714,17.47801,16.41921,16.36569,16.39964,16.75746,17.41429,17.26912,17.00015,16.90548,16.82301,16.9303,17.35887,17.43178,16.7007,17.57491,18.55699,18.55671,17.01119,16.78717
"STT3A",16.40021,16.77809,16.57862,16.87152,17.06545,16.78511,16.50119,16.52787,16.9241,16.72431,17.04907,17.1714,17.16702,17.3134,17.12425,16.84556,16.73507,16.83754,16.52958,16.76279,16.64195,17.05172
"CAPZA2",18.62776,18.00652,18.48493,18.26312,18.01753,18.64329,18.32344,18.23283,18.66532,18.59944,18.55636,18.04322,18.5515,18.57364,18.28666,18.41953,18.24915,18.75283,18.58524,18.58136,18.36252,18.64016
"EIF1AX",17.89949,17.09995,17.51997,17.34032,17.00708,17.3322,17.1653,16.74335,17.4829,17.04167,17.35522,16.52665,17.95109,17.53785,17.51093,18.20475,17.54235,16.68171,15.39832,16.77262,17.47408,17.18166
"QARS1",16.66141,17.05772,17.13245,16.96028,17.03328,17.08465,17.04272,17.03185,17.31535,17.10771,17.16243,16.9086,17.17812,17.0188,17.18254,17.06737,17.03155,17.17711,17.08884,17.16759,16.82494,17.06735
"RPL29",20.2296,19.38785,20.08781,20.42568,19.50651,19.19172,20.27327,19.38245,20.01224,20.08144,19.6715747702222,18.9751014140717,20.65844,20.71965,21.07211,20.9297,20.83034,19.41394,18.535477713688,19.21174,20.72335,20.75307
"UQCRFS1",17.59807,17.10385,17.46127,17.43454,16.72371,17.35979,17.25274,17.31586,17.51521,17.30361,16.56564,16.85567,17.61871,17.51501,16.88319,17.71812,16.95352,17.27817,17.08464,16.85887,16.79781,16.93694
"ATP5PO",18.78652,17.92678,18.42722,18.66953,18.17553,18.21571,18.07822,18.21708,18.72254,18.36518,18.13377,18.57628,18.89062,19.41915,18.51176,19.21787,18.46283,18.75841,19.13181,18.73464,18.36526,18.8505
"LIMS1",15.67118,15.54962,16.06351,15.74903,16.01182,16.03557,15.87108,15.60263,16.04226,15.74443,15.69037,16.02129,16.19821,16.14117,15.57224,15.70334,16.19015,16.264,16.46541,16.16265,16.08118,16.46536
