"","Ost_contr_11","Ost_contr_12","Ost_contr_20","Ost_contr_22","Ost_contr_8","Ost_contr_9","Ost_dif_11","Ost_dif_12","Ost_dif_20","Ost_dif_22","Ost_dif_8","Ost_dif_9","VIC_contr_213","VIC_contr_431","VIC_contr_432","VIC_contr_482","VIC_contr_494","VIC_dif_213","VIC_dif_431","VIC_dif_432","VIC_dif_482","VIC_dif_494"
"APOC3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","113669.19","0.0","0.0","0.0","0.0","0.0","0.0"
"C9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"APOH","168421.17","88054.25","48545.89","0.0","0.0","37667.047","0.0","0.0","0.0","0.0","0.0","0.0","0.0","213540.34","170814.2","0.0","0.0","0.0","201869.47","136396.47","0.0","0.0"
"FN1","303731.34","191445.86","478495.6","425036.72","456871.16","395577.6","658875.9","311572.66","578015.8","427666.88","560001.9","319342.22","1018654.6","621154.44","438218.66","385654.34","354283.4","207014.08","216653.4","205298.84","236107.27","616506.25"
"AHSG","2400754.0","1166223.1","385059.2","227123.67","224956.19","668920.6","120564.3","105542.125","195682.28","486740.16","426499.28","590466.25","250795.67","3500895.5","2161790.0","392768.1","242502.1","631486.5","2589137.5","2183114.0","190272.6","156228.47"
"AFP","1427065.4","520736.34","195496.39","0.0","0.0","146493.97","0.0","0.0","0.0","252870.86","0.0","0.0","0.0","2471815.5","1435256.1","219393.66","0.0","0.0","1455293.1","1008312.2","64239.945","0.0"
"GC","833036.6","139056.02","91393.74","44270.285","0.0","46075.03","34509.773","0.0","26680.035","68611.35","0.0","0.0","90791.555","1289886.4","628213.8","95502.945","0.0","25347.469","778580.8","404061.25","0.0","0.0"
"TFRC","132790.55","107911.73","137926.22","149833.92","101952.58","132445.88","150570.23","124809.305","175396.02","150518.33","125870.19","112076.22","330719.28","296360.62","263138.66","356272.28","279406.66","158533.05","122501.54","192940.75","148133.03","202624.92"
"FTL","223615.31","185642.52","301312.22","292553.8","225719.53","275980.56","181086.47","195414.38","292535.03","270072.84","213253.45","223497.19","268847.6","129452.94","104188.42","191339.89","173532.55","152441.1","180110.31","71374.664","73247.484","145671.78"
"FTH1","362218.2","321287.66","418249.7","601263.25","305990.66","400929.12","337626.0","346408.94","460558.75","455759.28","332004.3","363654.78","490901.75","225302.9","257788.67","396527.7","382763.53","265386.97","377949.9","217038.0","205600.36","250749.8"
"MT2A","1230125.1","430353.94","571432.7","1467439.5","368949.1","397445.3","2121360.8","989324.4","3393498.8","1541369.1","1248262.5","793276.8","349754.38","354759.78","433752.47","689392.06","270643.38","540398.44","641208.25","536018.56","1061977.9","384432.12"
"MT.ND4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MT.ND5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20524.111","23261.072","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25063.943","0.0","0.0","0.0","0.0"
"MT.ATP8","95664.48","52994.223","72525.49","78295.46","70201.6","55230.914","87089.914","94688.88","93394.625","72109.77","59727.516","70407.61","92878.69","0.0","0.0","64574.06","69613.35","80707.34","0.0","74069.914","75088.53","97183.516"
"VTN","117687.8","0.0","108876.14","100493.805","0.0","142110.31","71677.31","122113.016","97039.2","73755.22","0.0","0.0","109254.13","100885.67","64194.086","104069.97","144923.81","0.0","85878.18","93818.56","46751.477","53875.082"
"RAF1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GBA","353920.97","239206.47","275061.12","397089.0","300637.34","351607.4","253210.95","237820.77","378285.28","341236.03","301971.72","330840.66","677870.4","476876.62","421995.88","459503.4","426388.97","528770.7","599287.4","543993.4","324857.94","525600.1"
"FUCA1","0.0","0.0","0.0","0.0","40935.293","0.0","21605.633","26079.357","0.0","0.0","0.0","0.0","0.0","28996.768","41646.746","0.0","0.0","21882.736","39057.227","52169.133","0.0","52185.996"
"ALDOA","3367629.5","2382780.0","3581849.5","3099145.8","2715322.5","3653475.5","2789482.0","2333156.2","3558827.5","2743916.8","2867101.8","2498020.2","4979756.0","5788170.5","6587399.0","5032717.5","4914589.0","3292401.8","3659723.8","4051785.0","3999632.0","4076176.0"
"CSTB","545878.6","275941.38","245072.56","526339.2","296356.88","279444.94","307583.9","385965.78","401052.38","390062.28","498136.88","384777.06","258900.3","269838.8","192815.89","319736.78","188111.14","266647.1","341051.53","269846.8","195732.27","261538.97"
"ANXA1","3287081.0","2925315.0","3087291.2","3149073.0","2179769.8","3011183.2","2538139.0","3198944.8","2930280.0","3117230.5","2505130.5","1842209.9","4260796.0","3988427.8","3757675.8","5126136.0","3942367.0","3330786.0","2865345.2","3058271.8","3904281.2","3259729.2"
"APOB","109097.59","84118.68","84545.414","118405.734","114659.516","94622.734","139251.23","86932.836","89933.88","78374.984","0.0","0.0","172048.97","115432.164","139474.44","106553.21","102829.836","75828.87","88149.516","83620.484","47263.41","54308.273"
"NR3C1","0.0","0.0","0.0","54152.562","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","28282.771","0.0","0.0","0.0","0.0","0.0","0.0"
"PRNP","0.0","0.0","213760.1","223424.08","0.0","158409.75","0.0","119986.055","219314.16","0.0","79891.6","69667.57","114046.36","0.0","0.0","104402.945","0.0","158176.7","136776.72","143520.28","130657.16","171662.34"
"SOD2","357481.47","417159.34","166715.75","577940.94","136371.88","172709.88","665665.06","828024.75","365174.5","441317.56","151196.61","184451.78","489044.5","395681.47","212897.58","413447.03","281100.34","935371.56","694990.6","642409.2","320393.62","612899.0"
"OAT","274910.53","179658.83","205265.06","202549.06","185278.19","182219.81","242608.34","182261.44","200062.06","232424.28","238471.58","127449.92","219818.86","335173.66","217903.11","250869.36","210842.73","156144.52","146134.7","177444.55","203780.12","203149.56"
"THY1","767560.8","1404602.4","863148.6","1411209.5","674099.6","703271.4","828194.1","1518403.5","898598.44","1255855.4","843799.9","483134.6","1217783.1","757705.06","698426.06","1119054.5","957288.3","1663225.2","800640.44","815839.5","1674449.9","1575129.0"
"CD74","44242.18","0.0","52189.758","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"KRT6B","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"S100B","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"SHBG","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"TUBB4A","422295.22","0.0","0.0","2118924.2","0.0","0.0","251041.02","0.0","0.0","317496.78","0.0","1060781.8","554917.6","0.0","0.0","0.0","356573.3","291475.28","571868.94","0.0","0.0","0.0"
"GAPDH","9115588.0","5062152.0","6381075.0","7237498.0","4956936.5","6393240.5","5356283.5","4513752.5","6060760.5","5528340.5","5012745.5","4039998.2","1.2288339E7","1.2018248E7","1.0500232E7","1.3457203E7","8484765.0","6037668.5","8109169.5","8780881.0","6994330.0","9661820.0"
"ASL","59582.043","57755.75","67378.85","66823.98","72573.68","73011.17","75802.09","66970.22","65577.74","81818.29","68297.586","71167.46","62756.79","0.0","62253.273","33999.816","47448.766","67137.46","60764.293","61678.426","52394.227","64375.445"
"HLA.A","273905.1","151256.19","146949.58","177395.56","208979.69","195542.17","207915.66","160796.7","142401.62","117812.51","197358.45","124215.81","228102.56","191363.11","0.0","0.0","157358.28","165499.27","179604.03","0.0","0.0","122147.2"
"CAPNS1","397963.34","256593.08","298389.38","253896.64","230953.84","285807.6","302363.75","294155.4","342042.72","274409.84","224143.33","198529.45","392454.88","396789.72","316994.47","509378.94","316434.56","209666.44","250164.08","236114.97","300274.28","389821.7"
"MT1A","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MT1E","87321.586","0.0","0.0","101905.37","0.0","0.0","321403.6","116518.086","221065.8","246193.23","55800.465","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","37215.977","0.0"
"HSPB1","3909774.0","2254953.0","5917025.5","3914162.8","3947826.5","6571776.5","4351260.5","3488129.2","1.1188613E7","7468604.5","1.0883656E7","8025599.5","4791521.5","9326953.0","5580692.0","3622304.8","3612191.5","7076631.0","9297982.0","6709627.5","6147285.5","6324205.0"
"RPN1","668090.1","591513.7","718434.6","762989.06","665488.25","708324.8","685854.3","650668.4","788199.1","733139.25","743013.7","559274.1","989055.1","937290.2","786763.0","889850.06","808764.06","527028.0","641119.9","642266.44","707149.75","911554.3"
"RPN2","256448.34","228853.12","260369.83","279732.9","265046.94","252801.45","234331.19","225533.11","352386.0","281332.16","336356.88","252028.94","373290.06","384339.28","324168.8","324419.62","276264.5","304833.6","267467.4","280675.25","256874.34","419639.12"
"GNAI2","344598.97","337809.78","412512.7","347254.06","427312.2","393473.38","301100.88","302855.16","442950.38","294013.28","414648.8","381193.3","512485.5","355144.97","338196.53","472814.8","425817.56","336234.22","280096.12","297675.75","395509.53","465208.72"
"H2AC4","801783.75","809971.3","526775.1","714335.1","476746.44","360782.8","458346.84","697283.56","183409.8","480990.62","163276.53","178718.34","719055.94","0.0","0.0","726485.8","674109.56","379945.0","0.0","0.0","474180.22","565828.06"
"SLC4A2","0.0","55404.895","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","65956.03","0.0","99291.93","85634.38","65410.184","80719.664","0.0","104496.37","0.0","87886.234"
"ATP1A1","372865.38","305344.97","325666.06","326540.16","247636.28","318974.25","360989.62","382478.22","428201.66","345384.0","293209.66","290792.62","430370.12","369754.3","263549.22","393323.4","402928.1","397089.78","391299.62","394161.22","326017.03","433861.6"
"ATP1B1","159964.56","157839.22","113708.766","118889.97","0.0","151700.12","190209.12","267077.75","225945.69","209391.19","0.0","0.0","263498.03","0.0","0.0","159858.34","249554.81","343958.16","174442.5","186129.23","166288.8","339017.97"
"APP","114123.125","47543.215","80387.29","81821.73","81255.66","76331.54","84848.44","52077.824","56869.08","44426.445","60348.97","54288.527","125013.27","0.0","74908.7","85902.0","118059.266","87142.66","0.0","39326.496","38294.81","51757.875"
"APOD","0.0","0.0","0.0","0.0","0.0","0.0","71111.71","115646.984","49178.88","58875.047","48152.26","70377.03","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"ALDH2","237086.83","303129.72","100291.27","274337.84","236327.34","237772.48","311900.44","422499.22","220575.0","362030.78","308531.06","0.0","623509.56","600535.4","335626.6","579909.75","567236.8","835427.06","593810.94","723113.94","587498.25","664293.1"
"ITGB3","62697.727","0.0","86185.18","78614.836","48171.57","77629.13","0.0","0.0","37416.03","33745.812","0.0","0.0","0.0","0.0","0.0","26563.605","0.0","0.0","0.0","0.0","0.0","0.0"
"HMGN1","37660.62","41971.145","19686.186","0.0","26061.377","20265.883","0.0","32167.674","0.0","29097.553","0.0","0.0","0.0","0.0","28601.004","23876.102","54337.25","40230.098","15928.226","0.0","0.0","32545.473"
"SERPINB2","50778.348","0.0","1200097.9","96679.914","510576.5","177493.62","0.0","0.0","143205.16","0.0","97930.25","63025.49","97047.61","0.0","37678.664","0.0","76928.11","0.0","0.0","0.0","0.0","0.0"
"SERPINE1","98479.555","54980.26","166637.02","98404.39","70776.11","76621.71","91833.55","59891.387","106367.41","70084.33","93036.01","96839.68","287586.75","310872.5","305694.47","296266.9","186068.94","152435.14","121176.414","168455.22","240643.95","228053.5"
"SLC25A5","389750.28","415276.44","541854.4","537798.75","571305.9","578084.2","434061.44","436696.03","542214.7","439022.6","432508.38","459059.97","843302.75","598466.75","502681.2","493142.12","480082.34","518142.03","724400.44","677126.44","382026.12","485201.0"
"CFI","54228.59","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","94026.84","54498.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"ISG15","0.0","0.0","29242.562","48936.53","27634.033","29929.463","0.0","0.0","109657.42","33307.766","53935.85","50281.758","71759.63","199113.16","0.0","51415.137","44557.31","40354.504","183748.47","97286.0","0.0","48839.234"
"PCCA","26875.021","0.0","19883.21","26929.46","0.0","25795.473","30623.59","31036.08","28911.766","33365.242","0.0","45237.812","0.0","19658.729","0.0","0.0","0.0","32114.322","41810.45","34949.863","0.0","25967.568"
"PCCB","0.0","0.0","0.0","33044.402","0.0","0.0","40804.94","44056.207","0.0","47025.043","0.0","0.0","0.0","0.0","0.0","0.0","0.0","37237.742","0.0","0.0","0.0","0.0"
"ALPL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","33038.367","0.0","0.0","100574.58","0.0","0.0","0.0","30565.803","82204.87","0.0","0.0","45921.58","78580.1"
"EIF2S1","378190.5","240258.45","299092.28","286935.12","292743.97","293358.44","296158.2","259307.61","292944.44","293464.53","290106.25","236100.55","328731.06","373702.88","359433.03","424012.44","381605.8","333500.16","193754.58","277883.78","330983.3","342469.25"
"HMGN2","59329.59","57363.645","0.0","33937.938","0.0","37687.723","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","57400.83","52633.86","44091.88","0.0","0.0","0.0","0.0"
"ICAM1","0.0","54069.906","0.0","45855.04","0.0","0.0","65285.93","68552.06","63185.16","51222.035","0.0","0.0","0.0","30933.986","0.0","0.0","38295.94","52309.07","87452.67","49974.75","0.0","32198.27"
"RPLP1","1421406.6","867003.06","1148178.9","911670.0","1054164.8","844223.94","1300060.6","1029521.44","994769.3","949447.75","465024.12","273554.1","1603020.6","1937206.4","2058541.8","1769487.8","1412389.4","277638.06","541528.44","718910.2","1173413.2","1954479.9"
"RPLP2","2362965.8","1253599.2","2000290.6","1464376.1","1335327.0","1742217.5","1450320.1","1297903.1","1984409.1","1357756.8","1066170.5","1200834.6","1523957.5","1989914.1","1637079.4","2115805.0","1774007.9","469838.28","725263.0","932503.8","1812615.5","1925312.4"
"RPLP0","813163.06","593570.94","682232.75","631008.8","531726.56","686602.0","632967.56","436544.44","679201.44","542754.4","583144.25","435335.9","1013061.94","856029.44","858450.3","1038029.94","814833.75","212121.52","284745.97","370878.75","736365.75","770584.75"
"CLEC3B","78825.29","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","98908.68","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"SSB","281853.22","241299.8","213112.83","168342.48","166222.6","194661.78","285664.75","328915.88","203107.27","217875.42","185379.66","160135.98","209742.11","196661.17","232084.11","230765.53","211953.52","331878.6","325682.53","311203.78","372377.7","286232.6"
"SERPINA7","102605.43","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","184501.61","78975.77","0.0","0.0","0.0","75202.77","0.0","0.0","0.0"
"SERPIND1","121527.92","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","111721.51","130500.57","0.0","24634.295","0.0","143321.75","110598.7","0.0","0.0"
"ITGB1","1020898.56","820762.75","891455.5","821288.44","720381.75","686294.3","821117.7","746189.8","941354.7","843704.44","709860.6","501151.1","2015811.5","1899156.4","1633879.9","2441179.8","1766318.8","1562372.5","1116980.0","1325542.1","1643874.2","2070598.2"
"KRT18","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","409668.72","0.0","0.0","54982.957","162542.14","70272.555","0.0","0.0","0.0","65263.0"
"KRT8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MYL1","324605.28","98496.32","276674.0","358794.53","322562.72","330029.84","254119.89","250011.33","398826.25","231198.25","316480.7","224519.53","336883.94","585681.25","463190.12","212926.98","466274.62","285883.12","185781.52","208228.95","277242.88","324428.75"
"COL5A2","71005.66","63035.027","139814.52","98666.86","125130.08","110717.43","78871.64","0.0","144961.44","88382.97","135182.69","102773.71","65069.914","95988.45","101854.73","70247.9","103290.82","0.0","0.0","0.0","60593.45","96621.2"
"UROD","208396.02","134441.45","119744.51","139591.11","119378.38","126958.52","158764.48","128162.14","118516.336","117029.74","115769.695","117596.53","117603.54","68211.125","96949.445","102412.15","93595.52","116723.68","96762.0","92398.914","104498.96","102747.22"
"FYN","0.0","0.0","0.0","0.0","0.0","0.0","0.0","44705.95","0.0","45039.863","35892.715","47759.965","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GLA","0.0","0.0","0.0","24170.22","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","31660.78","0.0","0.0","0.0","0.0","36873.504","0.0","0.0","0.0"
"PTMA","1399882.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1429335.1","0.0","0.0","0.0","0.0","0.0","0.0"
"CDK1","74635.586","58464.3","45410.324","60751.26","0.0","0.0","56352.91","70544.69","61951.797","57333.414","68700.77","0.0","72030.25","0.0","0.0","88920.86","96185.28","45317.883","0.0","0.0","0.0","0.0"
"ATP5F1B","1783403.0","1058473.0","1628154.6","1626352.2","1129228.6","1532108.9","1252321.6","1329509.5","1701605.2","1637446.1","1098432.1","909764.75","1755061.5","2375441.5","1482990.6","1776660.0","1439404.9","1529527.6","2358407.2","1890944.2","1112396.9","1562834.1"
"S100A6","502276.47","545531.25","761958.94","684971.44","557770.44","554292.5","538954.3","562003.8","1032108.75","579901.9","1083229.5","927004.75","563683.0","564558.4","406482.5","506023.12","449077.4","1050061.6","496248.47","395924.34","643544.8","486078.53"
"EIF4E","288117.72","159373.33","244386.55","204230.0","125262.414","178106.22","182710.3","167079.62","181753.67","195809.53","130927.72","103813.375","254679.89","253271.81","288121.7","258011.8","197485.5","139186.34","175403.23","158333.12","140062.38","245602.86"
"ENO1","7335431.0","4312478.5","4004411.5","4405150.0","2498622.2","4017832.5","5472404.5","5075493.5","5675422.0","4783986.5","3541640.2","2943715.2","6809692.0","7479892.5","5724013.5","8738948.0","3554139.0","4140493.5","5237752.0","5387275.5","4716278.0","4051547.2"
"PYGL","75524.84","122449.125","150774.77","220602.92","188955.19","192035.77","132749.34","168845.64","230091.03","270967.0","237790.92","259822.7","176809.16","210010.03","230652.83","148699.55","158705.77","246945.84","282624.78","317760.75","211131.38","239014.03"
"GPI","1230736.8","835143.6","1322095.5","1409354.6","944921.5","1240717.2","1102483.5","891820.0","1480359.2","1252010.9","954940.1","835067.94","1517558.1","1838151.4","2245783.8","1368718.6","1433302.9","1357371.6","1517708.5","1846723.6","1411214.6","1957170.8"
"NPM1","924845.3","622444.44","693434.3","618350.6","464671.16","476622.44","529042.56","472412.66","384384.84","444764.0","487113.8","433328.75","674458.3","360097.0","304978.06","901869.8","770392.75","90154.484","0.0","103107.305","482148.12","660238.0"
"ITGAV","173416.47","133144.28","236111.44","198817.88","224069.6","268212.03","212084.25","197739.02","302500.06","263228.53","300801.62","257724.05","174611.06","337827.2","186066.84","133148.4","146572.81","241326.3","183937.84","228879.7","241591.6","300117.75"
"HEXA","62846.2","84603.54","63081.25","75168.08","60303.074","72503.74","52586.81","62931.426","66895.45","71433.59","58562.684","69215.59","99833.13","108982.92","65380.965","94330.92","79104.984","97665.65","77684.09","79122.125","83438.984","124522.18"
"H2BC11","892002.5","800621.25","292704.75","494885.6","462970.66","247762.11","562678.0","547115.7","167035.78","254097.88","0.0","0.0","907785.56","0.0","0.0","738137.4","684994.25","338635.44","0.0","0.0","357712.56","684860.75"
"SERPINE2","86886.11","65298.027","114985.88","196333.98","107508.86","99162.39","94458.086","68025.7","104754.734","88628.08","138251.5","117037.945","89857.27","157424.39","59098.414","54359.156","106913.59","43609.266","0.0","48448.887","42771.82","60717.77"
"EPHX1","385577.5","342400.28","379198.44","630239.56","486194.47","739973.3","549111.44","504065.97","1081366.6","864026.2","870790.5","962334.6","458005.5","293632.3","186697.64","336889.8","335734.1","530751.75","321187.0","273705.44","380652.97","503381.84"
"DBI","443009.9","361550.3","455016.8","566044.3","338528.44","394127.9","530966.6","470371.0","710471.06","530691.7","480544.38","416919.9","251793.62","250202.7","244724.33","285701.34","287092.62","471277.9","284486.7","281328.2","319345.94","345404.94"
"LDHB","1413563.9","972186.3","1273300.4","1127530.8","940472.5","1215524.0","1088986.1","983533.1","1312659.4","1107294.9","987102.56","999922.56","1074662.5","1209524.1","1207352.4","1038298.8","908341.44","1150163.4","1337128.0","1295980.8","857795.0","1133513.0"
"GPX1","155463.86","122670.35","106469.766","129639.09","144771.42","132649.83","117076.81","107046.26","122813.125","98379.53","163165.84","109470.1","212772.52","192126.89","104411.72","148066.81","115372.79","117122.945","202120.36","182998.42","56766.387","71193.96"
"THBD","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","48547.875","0.0","0.0","79664.77","42101.438","0.0","0.0","0.0","0.0","0.0"
"PROS1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","43831.266","35297.48","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","46814.99","0.0","0.0"
"P4HB","3190909.0","2229527.2","3204685.8","2763619.5","2639847.0","3136326.2","2732857.0","2232070.8","3317265.8","2934130.5","3273241.8","2519993.2","3350869.2","4943908.0","4552663.5","3989489.8","3923634.5","3362446.0","3581162.8","3709683.2","4014047.8","4354678.5"
"H1.0","218919.62","321736.4","181312.02","245139.34","234074.69","223432.45","151837.45","209675.45","189025.48","172013.1","0.0","125741.51","225136.5","0.0","0.0","178543.0","270194.44","634688.5","0.0","0.0","239757.53","286343.9"
"ACYP1","0.0","0.0","0.0","27072.436","0.0","0.0","0.0","0.0","31656.102","27136.38","0.0","0.0","0.0","26214.984","0.0","0.0","0.0","21236.086","0.0","0.0","0.0","0.0"
"ANXA2","1.155742E7","8167088.0","1.1006479E7","9772594.0","6955360.0","9391926.0","1.1083226E7","1.0207597E7","1.1524742E7","1.1747164E7","5471366.0","3722765.8","1.2573111E7","1.2214461E7","1.2222739E7","1.4273467E7","1.2061131E7","7819270.5","4271262.0","5299886.0","1.1624819E7","1.3328939E7"
"CAPN1","306707.75","276227.84","387965.4","420224.22","381593.28","426165.72","349727.78","332264.38","514665.7","437186.38","445241.78","391822.3","520021.06","488370.94","381303.16","506840.44","339224.44","437113.6","334168.1","375507.97","372142.88","462543.75"
"TUBB","7704949.0","3499863.8","6110836.0","6102728.0","3766413.8","4642470.0","4648022.0","3629765.0","5695332.5","4779139.0","3688588.0","2487739.5","9084205.0","1.062711E7","7712385.0","9370256.0","5902110.5","3891386.5","5826064.0","5503070.0","4003890.5","6561865.0"
"DCN","245794.42","204587.88","52527.117","109712.96","86689.516","73682.77","350630.34","297771.72","110852.24","176787.89","141830.19","127837.05","142250.64","0.0","0.0","50397.703","65299.805","130941.66","0.0","0.0","171205.75","118268.16"
"PSAP","558789.2","481375.47","662359.6","718842.4","620386.9","676104.06","495923.7","465568.56","844781.1","617078.2","538328.6","479605.12","917921.4","826455.0","705617.3","793708.9","1107281.9","976697.6","901321.44","839767.5","782642.25","1030764.75"
"HEXB","247562.98","273938.03","229177.03","329749.94","255986.55","323530.62","210620.77","228280.28","248183.08","292985.56","234076.16","200040.22","334519.25","464425.53","292953.72","348167.88","318910.56","377346.9","309028.5","351150.47","314567.3","365964.06"
"CTSL","540088.5","643572.7","217974.2","359969.53","283887.4","268106.16","290905.3","265348.84","135783.8","231358.64","173142.78","144620.56","422451.2","233562.7","186465.05","369823.28","335523.25","263245.9","116243.555","169067.02","333712.97","351331.1"
"PFN1","3583125.5","1916255.4","3543843.8","3259636.0","2574989.2","3079228.0","3095867.0","2387746.8","3718509.0","2998406.0","2709217.2","1922252.5","4298323.5","4276069.5","4023312.5","5195138.0","3511950.5","3289143.8","3634790.5","3849116.5","3114488.8","3460537.5"
"BPGM","66680.63","99177.97","79505.72","84235.26","70674.336","99920.27","44768.547","42578.984","60807.035","62670.44","64386.508","84580.234","37973.4","91706.555","72542.15","43186.445","48898.105","32614.15","53294.855","50772.848","48946.605","0.0"
"APRT","244609.36","248564.0","277171.12","296248.16","294465.47","307153.66","278108.88","279215.94","373845.62","304685.25","225465.02","356986.94","412135.78","237655.9","321927.7","342501.47","282056.12","364153.34","345384.8","379306.66","288764.72","342294.7"
"EPRS1","185924.1","235254.34","266444.5","221794.77","240967.52","232724.75","219501.3","201882.62","274170.06","227643.6","247416.67","187785.22","297979.53","326353.25","279429.75","312196.66","270622.84","227201.81","246829.19","256136.98","201800.94","254042.75"
"CTSB","1351123.1","1271500.1","1446848.4","2102429.8","1398804.9","1651062.0","1233924.5","1355746.4","1613521.6","1838322.8","1285613.8","1268030.2","1625232.8","1328309.4","1042573.9","1202774.1","1493910.1","2831325.2","1399855.8","1589398.2","1868280.0","2182141.0"
"HSP90AA1","1522409.8","1238989.6","1558269.2","1362304.8","1301779.1","1379113.8","1485991.0","1359703.6","1387853.0","1339692.5","1447281.4","1275540.4","1589966.0","1659983.5","1550975.8","1802749.4","1488398.2","1209670.5","899367.94","1372988.0","1316157.8","1675916.4"
"GALT","46698.645","0.0","59470.883","0.0","0.0","42939.996","50012.4","41619.87","0.0","52727.3","0.0","42344.805","54523.48","0.0","0.0","35708.79","0.0","73568.17","0.0","0.0","60814.188","61648.82"
"UQCRH","175592.97","156720.08","167572.86","133671.38","101136.82","195510.52","123704.98","148277.64","155820.72","146593.17","134017.86","187410.22","0.0","119840.76","77721.12","99392.87","92198.914","149016.19","170265.77","140491.27","103319.805","67415.2"
"LAMB1","52332.652","60831.973","58346.457","44894.457","61877.46","46440.703","67593.3","57907.254","73017.97","64266.527","87495.31","67977.17","77554.51","85966.086","61239.133","79034.766","98936.234","60251.04","0.0","42737.3","89959.375","85905.64"
"YES1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"LYN","0.0","0.0","0.0","0.0","0.0","0.0","433965.06","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","208405.25","0.0","0.0","0.0","0.0","0.0"
"FH","263715.72","162361.14","213623.95","200719.19","180902.64","192720.89","239560.3","179645.72","259630.03","242293.23","202429.03","191093.45","265397.5","272676.7","191531.16","277762.03","190727.19","291114.12","332737.12","271082.7","221935.73","209148.45"
"THBS1","238540.66","99686.984","625790.44","335272.44","321378.97","292526.88","350746.7","259404.08","496045.34","530159.3","350329.03","271420.16","252254.62","1014718.3","338158.25","105755.51","149897.25","238807.67","279852.9","337802.1","414928.78","553050.06"
"COL1A2","430435.34","277256.62","544658.3","299397.75","398948.9","468248.3","160957.17","92967.86","307246.9","112605.74","308321.5","123921.86","317728.28","223990.39","273453.88","348907.7","318201.72","36043.31","59563.516","63162.234","100966.01","154034.1"
