"","Ost_contr_11","Ost_contr_12","Ost_contr_20","Ost_contr_22","Ost_contr_8","Ost_contr_9","Ost_dif_11","Ost_dif_12","Ost_dif_20","Ost_dif_22","Ost_dif_8","Ost_dif_9","VIC_contr_213","VIC_contr_431","VIC_contr_432","VIC_contr_482","VIC_contr_494","VIC_dif_213","VIC_dif_431","VIC_dif_432","VIC_dif_482","VIC_dif_494"
"NUDT4B","57449.14","60805.777","49759.453","55255.297","0.0","52022.46","72203.05","99727.086","61395.707","73690.72","63318.086","58478.668","57547.266","0.0","39618.26","65825.625","60034.78","104736.77","110455.945","88391.27","106409.15","80611.31"
"GATD3B","105888.45","89584.586","89040.77","81999.734","71315.48","77722.3","97883.72","101868.7","103507.94","87216.57","82393.38","77076.695","89860.51","117960.29","77104.97","107841.45","94303.88","122708.68","149747.12","146235.78","125636.195","118906.31"
"H2BK1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"UBA6","74006.15","68037.25","79227.33","80831.0","89975.54","77037.414","67412.27","70897.2","83850.6","77039.68","89975.836","75064.21","90901.9","98172.36","91234.31","67912.03","76982.87","84772.4","104637.78","103094.14","71620.23","83521.26"
"UHRF1BP1L","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"ARHGAP10","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"ILVBL","123340.18","111588.67","138541.78","131244.62","110268.47","118185.48","117309.37","122303.1","153049.84","122289.086","143376.3","122430.27","198912.64","139515.06","118787.8","145644.75","121607.23","125064.77","110018.0","114875.48","111703.83","165448.38"
"SH3PXD2B","49078.56","48016.78","34454.457","52561.17","40451.977","41274.836","57079.98","64747.06","62253.14","71823.71","78503.44","90956.83","70714.94","55033.254","51378.82","40958.65","48609.54","48835.906","51026.02","55339.01","35485.75","45994.0"
"NBAS","15734.447","0.0","29548.064","28191.865","30729.49","31977.572","29344.064","0.0","35409.293","28431.53","35180.91","35522.582","34495.977","36233.52","29251.207","27669.031","25581.572","33962.934","37208.758","29021.932","28353.312","30742.848"
"VWA8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"POTEF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"VPS37C","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"PEDS1","0.0","24731.623","35732.78","35074.676","0.0","34619.08","27105.727","28568.217","53181.168","39624.312","64604.367","65256.7","32993.375","0.0","0.0","18282.771","34882.277","41138.81","0.0","44728.523","30176.22","32512.62"
"CNOT1","32628.963","0.0","74868.78","59535.773","0.0","0.0","60870.59","69348.88","54808.945","0.0","79640.05","158692.98","53519.96","35244.17","45930.984","35778.645","45381.45","0.0","0.0","47785.883","59071.74","34974.086"
"MAP1LC3B2","529005.5","288104.97","500069.34","521951.28","392582.9","487805.16","422484.7","243218.36","366670.4","436035.88","339649.03","297538.47","357267.7","363883.34","458989.03","374775.94","354209.9","286268.4","237920.17","246884.89","255973.81","153020.45"
"PGP","47723.887","50147.82","33915.82","51257.375","48305.29","58663.586","56986.363","49502.24","53481.973","60474.926","65854.01","47211.39","42122.72","45445.37","50956.688","59371.34","46115.48","67538.0","65730.336","69941.94","56121.33","57586.26"
"RIMOC1","0.0","0.0","21306.926","19222.602","0.0","0.0","22869.648","0.0","23783.578","26167.438","27036.883","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","19945.064","0.0"
"TUBAL3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"FBLL1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"SMCHD1","2234058.5","1507952.9","1187493.6","631378.3","0.0","0.0","758838.2","0.0","428061.5","0.0","0.0","0.0","0.0","0.0","0.0","709499.7","689321.9","555935.94","0.0","0.0","618180.0","306469.4"
"TUBB8B","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"RTL8C","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","45561.64","0.0","0.0","21411.201","0.0","0.0","0.0","0.0","0.0","27272.992"
"NUDT19","0.0","0.0","34566.79","27616.496","33779.63","41665.543","0.0","0.0","46559.188","25923.736","0.0","0.0","0.0","0.0","0.0","0.0","21459.248","43742.312","58984.09","28301.225","0.0","0.0"
"MIF4GD","0.0","0.0","0.0","27056.34","0.0","0.0","29355.184","0.0","29305.447","31334.145","0.0","0.0","21565.406","29057.688","27580.55","20169.84","28801.682","35303.562","37929.465","42960.37","33264.344","32716.785"
"EIF3CL","145362.16","147436.61","105236.6","150910.52","128431.67","122841.58","141256.88","126940.99","130647.1","124427.4","124962.57","126615.53","144138.06","126116.56","141748.94","172594.33","150136.89","35094.94","44892.09","54110.598","128855.29","126763.28"
"GPR89A","0.0","0.0","0.0","0.0","0.0","0.0","53422.066","58728.07","0.0","0.0","56106.496","49581.168","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"WASH3P","47637.824","57617.402","58596.715","62516.875","52947.293","60774.64","59497.086","61135.496","49932.957","67826.6","0.0","0.0","57835.043","52568.793","0.0","60753.316","46134.22","0.0","0.0","0.0","49038.656","49838.11"
"MCRIP1","62321.42","58043.285","42732.164","50062.41","42022.18","47185.492","38948.086","40745.727","35408.17","41411.61","0.0","0.0","35309.348","35745.582","34737.98","33746.418","29925.137","38992.66","26636.66","25788.201","31876.166","0.0"
"NACA","667599.6","364326.97","635580.25","438659.75","460862.0","461998.0","549830.1","397516.94","496922.47","433560.12","391217.72","291474.97","794249.0","577579.4","663748.0","831508.4","657854.06","116683.78","50457.773","167812.67","582715.0","579254.75"
"C11orf98","41724.22","0.0","0.0","0.0","0.0","0.0","41532.625","0.0","28493.7","27625.102","0.0","0.0","0.0","0.0","0.0","35384.37","32081.484","37109.324","0.0","0.0","0.0","0.0"
"SLC35A4","0.0","0.0","0.0","27381.248","0.0","23515.664","0.0","0.0","23217.455","0.0","0.0","0.0","58317.297","0.0","0.0","26368.42","0.0","0.0","0.0","0.0","0.0","25161.328"
"ASDURF","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"DNASE2","313818.5","77498.516","60737.984","76748.375","65297.227","64037.895","38815.53","50909.703","637164.56","63190.785","103715.6","90579.23","81517.13","153860.42","62070.066","132286.84","109787.93","114002.4","0.0","94506.555","0.0","138258.28"
"AGPS","83301.85","83055.89","78023.74","77669.39","80578.13","90492.1","85131.76","96036.48","94491.91","90134.55","91767.19","90084.34","104998.2","71331.875","81244.125","105897.266","75907.42","94051.62","86582.71","102636.91","83418.73","80656.34"
"KIF2A","0.0","24719.527","21359.635","0.0","0.0","20438.291","21912.43","0.0","26273.229","0.0","32047.0","0.0","26614.502","0.0","0.0","15417.232","0.0","0.0","0.0","0.0","17027.209","0.0"
"TK2","50331.94","40085.574","45321.363","48994.246","32219.486","49351.47","44661.86","47826.168","52891.977","60974.77","34293.49","0.0","52594.62","84644.555","42444.418","54203.54","33280.54","47076.023","82103.6","60721.832","40018.12","0.0"
"DDX39A","77805.9","65677.28","34062.73","34659.887","41555.78","34709.344","44442.72","52385.63","34255.33","31584.416","39882.21","0.0","57484.81","0.0","0.0","47992.082","31399.148","40913.438","0.0","0.0","23905.059","30607.65"
"PDLIM1","137906.38","38046.152","272135.22","151998.73","187445.1","237977.28","103072.7","56598.863","262612.6","174401.19","182192.53","226585.06","309105.16","379816.06","407125.2","497389.7","394153.8","298223.53","333493.94","395193.44","481873.38","427378.34"
"ACOT7","155092.8","137429.48","168313.66","165375.75","116501.98","127127.016","129178.02","149186.25","190562.08","150981.06","135456.36","112073.836","236629.31","227451.7","266010.72","269092.03","163656.75","182559.45","295351.6","316545.56","192720.9","195115.44"
"MYO1C","475176.9","493450.0","559375.25","579964.6","566436.8","567312.2","647683.44","667374.0","750746.44","633710.9","593648.1","505506.1","729520.75","465495.78","407117.4","496773.9","543717.9","475956.66","291737.9","395300.28","535589.0","848859.4"
"SNAP23","46492.934","49901.715","51053.945","112682.01","55002.676","62598.0","104317.27","60779.117","72068.97","84092.695","0.0","76455.4","95004.53","109823.016","158285.64","115757.016","69834.82","72620.0","85049.13","122388.02","107529.79","95435.56"
"AIP","141335.94","151662.23","113269.77","126353.93","151173.47","139204.11","126598.79","148005.44","109835.62","117570.83","104773.414","113817.99","123887.29","108864.67","112918.57","129846.59","129813.79","132268.42","119070.88","130451.77","136767.33","121800.414"
"GTPBP1","0.0","34354.73","45520.535","0.0","0.0","0.0","37576.008","0.0","0.0","42801.598","0.0","0.0","83954.89","0.0","0.0","80563.42","164063.95","0.0","0.0","0.0","29859.758","0.0"
"STXBP3","56010.68","74920.95","55866.38","65941.72","75263.38","73705.89","66135.83","81606.516","70991.6","67399.1","72848.84","82319.13","41712.125","39990.51","57684.87","43164.89","51826.31","76837.195","76643.78","76823.734","63036.336","46742.15"
"ARVCF","0.0","0.0","0.0","36303.45","0.0","0.0","36259.25","0.0","31266.25","34504.984","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"SMAP","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"RAB27B","57898.688","0.0","0.0","58062.715","0.0","0.0","41907.26","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"AP3B1","68911.79","76631.016","57630.07","78266.79","92315.375","81641.18","75659.31","78119.01","75153.38","72541.62","59645.586","50595.035","102925.27","75984.336","69711.45","62795.508","53810.098","33569.348","0.0","38421.254","72687.92","77213.82"
"LGALS8","65799.164","66047.336","59508.348","77359.68","69358.984","56003.473","55203.5","0.0","62491.977","55965.945","0.0","61709.082","46764.55","0.0","0.0","41375.645","48600.574","59514.008","0.0","0.0","57830.215","0.0"
"NDUFS8","190653.34","132307.38","204627.8","197851.97","105643.45","147834.47","135627.2","136813.62","230617.48","161499.1","102198.97","80912.2","275744.88","141068.05","104562.83","250194.22","142373.92","213887.05","128445.445","120610.28","151606.53","192752.36"
"PSMD11","275750.53","281939.78","287521.25","298157.53","287436.0","309677.12","300604.53","262459.28","289031.97","291044.2","295174.22","285168.3","319803.62","264120.03","249008.88","334994.03","303335.75","290314.8","292594.38","283566.2","333390.97","312239.12"
"PSMD12","88770.1","113227.18","105996.484","118786.7","114535.13","115573.695","112677.19","119009.82","129921.586","127110.45","143142.16","120291.28","81640.48","95357.43","105805.98","103393.92","80545.37","113058.18","113414.72","118097.695","105470.8","83343.99"
"PSMD9","146054.98","151123.34","115990.63","109811.79","110629.62","113615.375","96530.484","126178.0","101454.44","98808.414","119071.77","139998.53","143587.0","170396.12","117647.52","160922.95","101021.836","115461.98","115995.71","122786.164","98885.77","110544.17"
"ATOX1","405736.06","377049.3","459563.5","405598.7","442407.1","527993.0","442694.53","458098.8","408618.53","430607.12","464792.62","450796.75","350134.28","410346.6","429540.25","388794.47","397640.8","433850.22","547839.8","462109.84","431432.8","360713.06"
"PGRMC1","183645.73","161929.92","149285.86","177862.84","159220.2","155694.06","155351.39","151150.2","124261.56","130391.15","119849.58","124749.8","155367.0","120229.6","130302.33","120116.55","137103.42","145223.36","99279.98","90910.97","130856.125","146331.4"
"SUPT5H","41099.14","43230.43","31185.04","27714.305","21823.229","24069.959","31842.62","32545.857","24685.592","26083.389","0.0","23826.396","27986.19","0.0","0.0","30199.6","27851.285","0.0","0.0","0.0","32901.387","29388.969"
"DFFA","52094.62","51994.367","49845.055","49256.984","50880.24","48812.0","45573.9","49162.543","41500.91","41673.656","46756.95","48863.066","39885.51","50322.945","51076.848","41398.984","44768.668","46979.797","54238.656","50524.094","52468.727","43071.52"
"HIP1","52867.57","59981.082","63110.195","45645.277","70789.0","104100.945","89188.82","105164.234","146914.05","106632.82","162511.0","181857.81","0.0","0.0","0.0","0.0","17114.822","0.0","0.0","0.0","51368.098","33825.008"
"CLIC1","952070.44","574509.9","857437.9","808744.44","705001.4","813071.44","690294.25","622670.06","802178.44","607967.5","604289.94","441769.44","1258420.4","909912.9","700592.8","1494940.0","637947.7","558946.75","620142.44","542444.4","566235.75","661212.2"
"TNFRSF11B","0.0","0.0","31631.074","0.0","0.0","0.0","20313.885","0.0","19632.648","17758.193","0.0","0.0","51647.758","102304.61","67505.89","0.0","40233.035","51958.73","62905.125","69973.59","58741.766","284319.75"
"EIF3F","169108.77","109509.5","137248.81","141663.19","124783.92","128597.945","136445.81","126350.87","149328.39","120820.92","128983.09","115247.25","240164.3","150371.78","161736.83","225731.48","185369.89","155171.28","104087.03","130953.0","139170.33","184922.6"
"PDHX","0.0","0.0","32090.969","27067.86","0.0","0.0","24785.42","0.0","33927.266","0.0","0.0","0.0","0.0","0.0","0.0","0.0","27001.453","27346.37","0.0","22671.346","0.0","0.0"
"QSOX1","0.0","0.0","0.0","34863.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","31630.73"
"DCTN6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"SLC33A1","0.0","0.0","35108.63","0.0","0.0","0.0","51773.277","0.0","54655.984","49115.715","0.0","0.0","79608.33","0.0","0.0","50473.348","0.0","0.0","0.0","0.0","47311.266","54129.324"
"WASL","43989.1","49046.184","34422.176","40354.08","45620.45","38479.223","51941.62","56754.08","42075.637","50046.07","47445.594","55729.938","25565.562","0.0","0.0","22535.748","36493.8","0.0","30064.883","40130.504","46062.062","40604.03"
"IPO5","273523.28","211107.34","316689.97","311974.66","262561.94","276964.16","254907.69","219357.58","300902.25","275974.0","270046.94","235388.58","411889.38","316349.62","373845.53","351788.1","381622.78","323538.5","248987.22","290566.75","277013.78","365110.56"
"SAP18","35801.598","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","36230.535","0.0","0.0","0.0","0.0","0.0","0.0"
"EML1","0.0","69617.84","44636.93","50692.84","50747.527","56102.727","43773.52","0.0","38277.234","46364.418","32180.785","48635.754","50615.57","0.0","0.0","45365.93","60191.617","62642.605","0.0","50079.824","63231.473","60552.67"
"IGF2BP3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","56175.37","0.0","0.0","0.0","0.0","70199.64","0.0","0.0","0.0","0.0"
"DNM1L","136076.95","137562.89","175006.38","140424.19","145877.05","176134.98","147320.3","139849.36","217238.48","183989.17","196947.67","185642.03","130032.016","154783.33","150475.64","147032.28","124953.625","182071.61","206595.66","182472.53","147886.45","170445.03"
"RTCA","45543.33","60836.305","62533.64","63405.73","62392.36","62403.914","58546.613","51673.492","68230.7","56655.695","66567.555","68836.6","80670.51","77407.91","80617.69","75769.3","50428.09","76098.01","95271.16","87212.6","54108.92","60362.035"
"PIK3C2A","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","110420.23","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","116709.36"
"PIK3R2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GOLIM4","78449.56","80097.13","66007.62","72144.18","59240.004","63220.133","76030.5","73835.58","68217.836","90832.75","65873.61","55936.06","61334.92","73257.23","63965.613","86736.55","75747.51","40012.914","0.0","44622.92","78647.7","76703.52"
"PLOD2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","73455.36","0.0","50038.832","0.0","0.0","0.0","0.0","0.0","0.0"
"EXOC5","31286.625","39888.137","35969.805","42629.684","0.0","33577.598","32233.86","36543.312","40284.477","42668.652","33129.383","40759.65","47830.594","48109.305","48780.77","37525.82","39612.773","49834.69","45893.945","48550.52","37473.445","52365.04"
"NDUFA4","230258.77","0.0","161460.2","165025.62","110090.35","135685.39","112160.42","128478.266","228217.48","112759.32","146180.4","0.0","152592.39","0.0","0.0","176008.1","104222.11","125850.38","0.0","41688.445","94818.27","133925.62"
"PSMD14","213129.95","163379.22","179273.6","179922.67","144813.77","159612.69","189282.6","166989.38","199229.02","192295.03","185001.92","176920.19","157007.2","162890.98","183081.69","184566.05","173665.48","181718.14","203041.98","179009.94","154615.19","202144.38"
"BIN1","96053.35","73106.56","90516.58","78659.89","74849.18","84591.84","80086.57","63101.117","71579.29","70186.79","65890.086","72047.98","83348.28","49990.883","57332.547","55628.938","58581.305","67611.68","60279.21","58154.53","44398.35","52408.195"
"KPNA3","193698.08","162978.45","194665.8","204555.58","157516.16","177009.1","244511.94","217540.08","221489.36","208969.84","212377.6","170991.89","164124.8","200499.08","168124.22","224251.56","159834.14","177274.52","158690.06","173017.1","219497.5","179704.08"
"STK25","0.0","62175.938","40509.113","39461.312","0.0","49010.76","0.0","42857.215","47136.047","0.0","0.0","0.0","33125.555","19551.725","31414.943","26176.643","0.0","0.0","0.0","0.0","35987.27","29983.908"
"USP9Y","0.0","0.0","51350.23","36788.56","0.0","0.0","0.0","0.0","47657.305","0.0","0.0","0.0","0.0","0.0","0.0","27303.457","33082.47","0.0","0.0","0.0","37940.348","0.0"
"VWA5A","48021.4","33992.184","0.0","47958.31","0.0","20719.1","58016.63","35054.246","0.0","48212.918","0.0","36054.977","28845.572","54923.656","0.0","0.0","15708.938","37301.0","0.0","30206.223","33986.688","33165.23"
"PES1","0.0","0.0","0.0","0.0","0.0","0.0","23104.51","0.0","20497.121","0.0","0.0","0.0","0.0","0.0","0.0","20573.51","28219.184","0.0","0.0","0.0","27012.55","20378.613"
"SDCBP","660265.56","357979.22","411737.75","651488.6","360390.47","445808.78","586973.8","466617.38","709326.94","578164.75","407771.38","399906.47","685124.9","189358.2","172509.67","534390.2","325033.22","635685.4","166001.73","97400.734","234815.58","211463.58"
"MPHOSPH10","104160.91","72276.55","75719.1","90945.164","75913.04","64112.758","67241.11","59279.156","59452.492","56457.58","49198.277","46423.785","111071.8","0.0","0.0","100776.72","115579.3","0.0","0.0","0.0","71043.22","100267.41"
"NOP56","65033.76","78720.69","61046.664","71390.6","69701.125","55814.023","64840.414","69729.086","62990.223","59228.97","0.0","0.0","106863.62","0.0","0.0","102808.81","97247.25","57809.203","0.0","0.0","55044.875","104380.87"
"DDX3X","287984.25","313461.84","238127.66","247457.44","238962.5","225942.75","260340.95","226642.7","220355.11","267421.47","243297.4","256090.72","282436.97","188037.67","252118.56","258026.44","244247.81","205266.38","120343.445","123069.18","201831.47","242044.11"
"RNASET2","0.0","0.0","0.0","0.0","46389.316","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","52524.01","119000.35","0.0","74482.7","46748.984","277251.47","119744.445","55803.42","86304.055"
"PODXL","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"CCN1","106020.34","68693.02","193734.3","125651.91","117861.46","122153.55","178594.52","140431.89","133293.73","117295.51","96390.39","110745.07","167891.22","159816.2","179165.84","134021.4","173442.58","110055.3","79699.84","127219.14","134466.69","140222.34"
"PIR","0.0","0.0","18858.314","19960.521","0.0","26671.062","24920.893","0.0","31915.078","33618.965","0.0","0.0","15749.125","0.0","0.0","20869.037","21427.012","36449.59","0.0","29295.645","32397.004","30726.598"
"KPNA4","50809.72","45217.15","48131.438","46289.547","45191.19","50719.332","50358.824","43415.21","52440.1","52149.52","51115.414","49531.758","54381.02","50966.266","41772.965","58899.87","45037.81","55377.773","44424.86","45697.355","55499.824","41578.95"
"TRIM38","0.0","0.0","0.0","25527.754","0.0","27499.664","33478.254","0.0","35961.824","0.0","39193.523","37824.977","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25605.979"
"NFIB","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"PPP6C","65270.53","50529.59","69433.55","82274.21","73830.445","71602.59","64968.188","57080.035","87550.62","63072.074","79966.81","81578.71","79293.13","76244.81","72648.055","67234.07","61417.71","70985.914","50310.664","58368.977","66178.35","70436.49"
"CES2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MAN2B1","58897.863","71166.8","48098.355","67466.87","41286.473","52335.125","55527.258","64398.676","59878.27","58835.33","58901.375","49543.15","89030.33","120245.24","116156.266","71429.84","85522.64","91170.2","86071.78","120802.84","89399.54","91874.8"
"PDXK","240867.25","175146.1","192808.97","231384.28","186379.1","207618.28","314769.53","280968.78","278576.78","282663.03","260338.55","225899.73","189417.9","189772.66","173663.34","182864.28","189317.9","218547.83","214994.6","210637.89","224930.42","225686.7"
"SCD","0.0","0.0","0.0","25538.707","0.0","0.0","42768.88","0.0","31535.514","0.0","17676.236","0.0","34193.938","0.0","0.0","19425.145","0.0","0.0","0.0","0.0","22790.088","26302.193"
"PLPP1","133592.97","0.0","0.0","0.0","0.0","135229.5","170918.92","270922.88","303349.44","232806.72","0.0","0.0","243850.95","355737.5","199545.8","279384.8","206247.31","388291.5","498629.47","360798.38","175186.28","468860.3"
"PLPP3","305122.66","225790.38","175334.1","281328.44","199896.62","243826.83","282427.28","262269.97","299990.2","251589.4","248145.39","219741.64","182051.19","0.0","0.0","151687.77","133438.88","144628.14","115848.25","83707.65","134769.98","171054.66"
"ISLR","106033.57","105255.57","24125.062","36710.19","78559.695","82158.73","96973.35","125571.234","37844.164","33797.43","57790.887","58722.668","109775.61","47788.562","36744.11","73173.54","90133.3","45135.59","0.0","43454.516","68125.07","86047.305"
"CDK2AP1","19426.965","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6934.882","9179.59","0.0","0.0","0.0","0.0","0.0"
"SDHD","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17656.771","0.0","0.0","18990.355","0.0","0.0","14322.357","0.0","0.0","22582.123","0.0","0.0","0.0"
"TXNDC9","0.0","0.0","0.0","0.0","0.0","37219.44","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42887.83","43118.312","0.0","0.0","0.0","0.0","0.0","0.0"
"DPYSL4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","81937.45","0.0","238704.81","0.0","84859.68","98775.93","0.0","53672.11"
"TRAFD1","82645.375","0.0","0.0","0.0","0.0","0.0","86374.67","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","68960.75"
"HSPB6","558986.75","687019.44","399050.25","720347.0","322555.47","459740.03","433870.56","377582.25","340487.44","730677.9","289892.56","290984.9","1343286.8","1309480.8","1035288.9","1471527.4","811640.44","1220211.0","1234807.9","1322676.6","1396031.0","938361.5"
"NDUFAB1","220629.48","226389.86","249420.23","231521.83","247137.3","239235.77","201551.48","252863.2","358060.62","247963.17","296742.1","346067.88","157894.3","299261.2","206714.75","158025.84","179142.56","402141.78","383759.44","329625.97","236261.34","205077.14"
"UBFD1","91610.75","56431.92","65075.863","65695.54","50414.77","56836.707","60516.09","33669.367","63013.414","52861.35","0.0","0.0","98405.58","136234.25","103268.57","99256.086","72448.58","51342.934","92544.31","89471.17","68230.26","76395.445"
"CYB561D2","0.0","27068.834","27124.938","0.0","0.0","21257.914","33357.55","0.0","26345.709","31792.496","40600.605","45684.734","0.0","0.0","0.0","13664.539","19363.61","33714.7","0.0","34541.93","31695.805","0.0"
"DYNC1I1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","165511.5","0.0","0.0","0.0","0.0","0.0","134826.94"
"COPE","198670.6","195423.83","204167.03","191775.38","167349.3","202127.03","183487.28","161756.73","225370.98","215194.61","245512.72","182094.23","205149.78","243503.58","254069.98","188040.77","199022.75","167262.56","169189.61","197473.56","178808.05","214268.8"
"EIF1AY","0.0","0.0","44553.305","0.0","0.0","0.0","0.0","0.0","45344.707","38023.17","0.0","0.0","102916.41","0.0","107749.07","0.0","89614.89","50789.664","0.0","0.0","69334.16","0.0"
"AP3D1","54254.754","70997.18","62831.555","64317.285","64341.2","72128.47","69428.0","78115.81","78831.414","71996.26","44967.168","0.0","71715.48","90028.38","84779.16","57771.547","61525.867","0.0","0.0","53307.836","64514.38","69757.08"
"CCS","106381.69","112742.95","77630.016","72137.7","67650.086","105897.16","75886.57","87787.664","44813.97","91107.76","0.0","0.0","71964.94","71888.01","70640.766","56062.574","61567.496","56386.22","0.0","55206.324","71217.04","82147.16"
"ABLIM1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","28960.447","0.0","0.0","32300.94","30410.838","0.0","0.0","0.0","34570.605","37798.863"
"DVL2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"GOSR2","64744.7","0.0","74215.13","80111.305","60425.21","54034.207","49286.27","61093.934","76137.62","65148.55","0.0","0.0","111358.305","96521.195","92084.48","120505.62","87831.41","73485.69","51481.62","68887.195","59507.24","108799.125"
"TOR1A","25067.459","0.0","25513.502","31743.434","39044.652","32648.625","31984.707","0.0","41311.207","23986.268","48587.938","53480.977","33779.777","26629.004","29959.574","22910.682","24000.63","35124.348","37589.234","35775.48","33193.703","30071.79"
"TOR1B","93634.26","71961.19","87000.336","90645.02","71142.766","88655.91","78903.55","65793.61","99541.02","91005.74","82633.79","92723.32","81638.11","59398.18","99292.25","60226.98","77465.49","75405.43","85842.42","94622.44","69274.43","67430.29"
"STX16","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","22949.676","0.0","0.0","21040.291","0.0","0.0","0.0","0.0","0.0","27477.191"
"ADAM10","64073.484","49943.812","46986.387","59255.734","49745.434","48422.7","63768.44","51435.477","55737.176","58853.11","59117.01","73875.21","81495.67","48841.895","66488.96","57766.02","70947.586","42754.18","45697.484","52616.156","56008.33","44649.633"
