Genes	D:\data\Ksyusha\dia_17.11.21\ost_d8_cont_Slot1-25_1_2486.d	D:\data\Ksyusha\dia_17.11.21\ost_d8_dif_Slot1-27_1_2500.d	D:\data\Ksyusha\dia_17.11.21\ost_d9_cont_Slot1-36_1_2498.d	D:\data\Ksyusha\dia_17.11.21\ost_d9_dif_Slot1-42_1_2497.d	D:\data\Ksyusha\dia_17.11.21\ost_d11_cont_Slot1-41_1_2482.d	D:\data\Ksyusha\dia_17.11.21\ost_d11_dif_Slot1-33_1_2484.d	D:\data\Ksyusha\dia_17.11.21\ost_d12_cont_Slot1-21_1_2488.d	D:\data\Ksyusha\dia_17.11.21\ost_d12_dif_Slot1-38_1_2478.d	D:\data\Ksyusha\dia_17.11.21\ost_d20_cont_Slot1-37_1_2491.d	D:\data\Ksyusha\dia_17.11.21\ost_d20_dif_Slot1-30_1_2495.d	D:\data\Ksyusha\dia_17.11.21\ost_d22_cont_Slot1-20_1_2493.d	D:\data\Ksyusha\dia_17.11.21\ost_d22_dif_Slot1-32_1_2480.d	D:\data\Ksyusha\dia_17.11.21\vic_213_cont_Slot1-29_1_2489.d	D:\data\Ksyusha\dia_17.11.21\vic_213_dif_Slot1-35_1_2494.d	D:\data\Ksyusha\dia_17.11.21\vic_426_cont_Slot1-19_1_2487.d	D:\data\Ksyusha\dia_17.11.21\vic_426_dif_Slot1-26_1_2492.d	D:\data\Ksyusha\dia_17.11.21\vic_431_cont_Slot1-24_1_2481.d	D:\data\Ksyusha\dia_17.11.21\vic_431_dif_Slot1-31_1_2483.d	D:\data\Ksyusha\dia_17.11.21\vic_432_cont_Slot1-22_1_2479.d	D:\data\Ksyusha\dia_17.11.21\vic_432_dif_Slot1-39_1_2496.d	D:\data\Ksyusha\dia_17.11.21\vic_482_cont_Slot1-40_1_2485.d	D:\data\Ksyusha\dia_17.11.21\vic_482_dif_Slot1-23_1_2499.d	D:\data\Ksyusha\dia_17.11.21\vic_494_cont_Slot1-34_1_2490.d	D:\data\Ksyusha\dia_17.11.21\vic_494_dif_Slot1-28_1_2477.d
RAB11FIP5	9028.23	7254.3	10206.6	6029.71	11287	9237.5	7238.27	7942.93	13153.8	9955.53	12894.2	8541.81	8637.82	7121.17	7639.78	3321.47	9710.2	4030.88	11542.4	6051.45	7649.48	11416.9	12568.6	9011.32
RAB12	3470.5	6458.58	5276.2	3730.55	2894.37	4775.08	4198.8	5605.81	4369.56	9728.95	7663.93	5333.17	6234.84	2566.28	2874.51	3891.9	4374.36	4785.81	7180.98	5951.57	5594.74	3930.48	4305.38	6888.82
RAB13	5656.62	7723.14	8265.06	5490.01	8757.22	12828.3	11400.3	11944.8	6045.2	6802.05	11379.2	11339.5	15960.6	7161.6	10634.7	5566.37	5351.16	6660.52	7321.74	9330.59	9688.41	7425.61	9500.49	17175.6
RAB14	28482.2	32404.8	40191	28851.5	34968.7	39263.3	29144.5	37170.7	34112	41568.9	38302.4	37052.6	24361.6	35714.3	22745	24402	19980.3	29088.3	25005.5	28985.2	22565.8	36465.5	26272	30653
RAB14;RAB1B;RAB35;RAB43;RAB4A;RAB8A	1988.79	4927.04	4109.37	2375.18		1872.2	1630.93	2505.75	2299.63	1526.6		2663.96	597.791	1683.81				2315.99	1906.23	3748.17	652.07	2307.02	2638.01	1374.27
RAB18	15390.8	18266.6	17435.1	10846.1	25209.6	16452.4	14682.4	15296.6	29329.9	21803.7	20236.9	21004	23368.9	10824	32707.7	22903.8	25928.5	15820	20169.7	16327.9	24801.8	17571.6	17021.9	17349.9
RAB1A	31827.6	26988	37351.3	15138.8	34115.1	38377.8	26816.7	26430.3	45692	35880.1	41651.3	47836.6	39672.5	19793.3	50600	34147.3	44953.2	29382.8	41293.2	36440.3	41992.7	40601	42228.9	37812.5
RAB1B	34484.9	34224	46654.7	30248.7	39751.8	48926.6	41399.9	38516.4	47146.7	45184.3	53473.7	49187.3	44313.4	26776.2	57615.3	34260	44329.3	31022.3	49084.4	33471.9	43818.8	40628.1	36534.5	51512.7
RAB1B;RAB1C	54921.7	45777	65937.6	40649.2	59678.6	56770.8	61660.4	53618.8	63128.1	41010.3	59299.2	66999.3	36015.3	37120.4	46059.8	49519.9	54432	35569.9	60489.5	53172.7	46227.7	43546.8	42157.5	45456.9
RAB1B;RAB8A	536.996		1070.7			1196.19	486.936	1816.5	979.502		1553.19	831.402	397.047		829.243	463.021					834.652	1053.21	783.998	1975.41
RAB21	18998.2	23869	16493.7	28594.8	14464.2	18231.3	14095.5	17134.4	18918.9	23001.7	15352.7	20277.3	15810.8	22685.6	14544.1	24765.4	15623.2	24270.5	16653.4	19948.4	13457.6	18515.2	13428.4	15957.3
RAB22A	1410.9	1807.08	1689.08	1980.78	1126.74	1698.38	929.067	1453.97	1198.97	1829.23	1554.01	1878.11	1378.87	1299.3	1255.45	1335.75	1232.64	1485.56	1204.12	1446.27	1684.2	1697.96	1700.9	1079.9
RAB22A;RAB31	1722.68	3479.11	6119.96	2811.84	3462.3	5870.98		3241.89	9325.36	19963.9	9079.38	8739.4	23964.2	10595.7	14799.5	4219.22	7211.32	2242.8	3530.66	2929.23	24873.7	6292.56	11180.4	14017.1
RAB23	15180.5	10081.7	29856.5	10474	15490.8	9507.54	16718.1	8478.57	26900.9	15861.4	27156	12349.4	7514.46	10887.8	19900.9	14610.3	21127.6	16864.5	15083.3	16419.2	12073.2	18530.8	10995.6	13039.4
RAB24	755.848	483.293	696.285	610.275	1605.54	470.807	367.771	833.757	470.703	963.778	709.008	838.82	1204.48	582.391	1774.51	459.99	967.116	832.592	1104.58	246.198	1382.8	515.402	672.796	468.483
RAB27A	1667.68	5046.02	1703.72	9413.32	1983.21	1158.4	3898.71	1697.55	1544.2	2732.87	1781.61	1362.91	1563.11	2259.24	1417.77	973.233	1026.91			1502.7	942.585	1752.25	1433.48	1351.4
RAB27B	870.375	1260.95	2020.54	2461.15	1632.88	2057.2	975.712	1500.95	1093.91	1090.02	1709.18	2257.9	1162.95		729.143	786.536	596.247			408.09	1529.2	639.263	704.438	1539.68
RAB29	852.652	1487.34	1579.52	1185.07	1383.27	1933.12	682.046	905.379	2281.44	2137.91	1449.51	2699.03	2151.13	1290	2830.81	2026.75	3498.15	2390.37	1074.81	1170.57	775.394	912.578	1366.67	1456.91
RAB29;RAB32	1642.9	2645.75	2275.3	1498.79	556.757	1880.97			1594.65	5542.22	9121.85	1286.88	9388.71	4655.64	7434.33	2672.35	2334.35	3785.69	4741.71	3591.45	10193.2	1056.86	2149.41	2431.36
RAB2A	72213.9	82745.1	85482.4	38824.1	62774.9	81097.9	58430.9	66583.2	96012.2	87316.2	74090.6	98070.5	36228.8	45668	41518.3	51128.4	38795.8	42305.4	58206.6	45625.6	45818.4	77579	52061.7	47836.3
RAB2A;RAB2B	50966.5	56350.4	44990.5	35999.3	42466.2	41843.6	32659.4	26864.6	52976.7	69885.3	50436.3	53583.1	30066.1	28982.9	31695.5	41103.2	36227.4	34585.5	36304.3	28469.2	48141.4	51675	37655.9	34358.9
RAB2B	28793.6	18191.6	31155.6	13001.6	22129.2	21999.5	26070.1	23082.3	36630.9	28359.2	26397.2	26483.5	14676.7	9879.36	14192.3	16561.4	22749.9	20204.2	24698	17222.9	17335.6	12491.2	25980.8	13446.9
RAB30			1982.23		1529.66			945.752	1421.41	1679.79	2792.11		934.346	1367.76	998.263		1461.5		510.521	1181.3	1489.48	1433.87		1120.9
RAB31	4103.07	6170.21	5995.46	9942.78	3907.64	5306.47	3219.6	6709.6	4538.03	8307.37	6508.56	14115.3	4486.58	5485.88	2803.32	2839.65	2730.92	3876.48	1346.11	2876.87	3374.47	4295.15	2317.48	3959.83
RAB32	4976.1	6775.89	4511.99	3961.89	4592.56	5240.52	5189.67	4897.7	5553.64	6938.58	6317.05	5763.86	1542.93	4319.85	2554.03	3885.77	4078.25	7392.86	6759.2	5820.65	2395.43	4046.63	3756.07	2403.86
RAB33B	1332	837.374	1184.02	680.817	745.08	947.061		1101.28	926.226	1428.01	1717.13	976.991		480.212	700.224	169.186	771.474	285.902		448.496		511.869		1037.62
RAB34	9904.86	5278.81	7176.35	7395.86	8453.37	8910.5	8097.66	10544.8	6596.53	5105.59	9316.62	6913.79	3693.44	7359.94	2224.9	2464.18	2642.05	6091.07	6376.93	4335.55	4790.17	7200.25	4744.09	7722.4
RAB35	9505.61	12108.6	13555.5	11896.1	10302.1	14852.6	11710.1	13751.3	11042.9	10797.1	11820.8	14281.3	6693.88	14425.9	6562.7	10042.7	5401.02	12147.3	7039.37	12325	6860.97	9358.13	9750.35	9476.87
RAB35;RAB3B;RAB43	2932.84	2589.04	3020.02	2889.22	5165.29	4672.73	1295.49	802.311	3591.61	2065.35	5857.35	1622.83	1575.26	1049.51	1112.22		1480.07		696.125	3104.58	3985.01	1709.51	2520.18	3521.61
RAB3B	3077.82	3085.24	2957.14	1525.03	3964.36	1571.31	2427.46	873.93	6089.82	3965.65	2334.07	1494.23	1750		2112.56	334.056	940.889	810.079	787.948	624.968	604.8	332.451	449.466	
RAB3D								507.246			2675.41		4466.08	413.105	5582.47	3468.95	3110.67		1188.72		6047.46		2583.78	1525.45
RAB3GAP1	15809.4	16933.7	16025.6	17428	8844.26	15090.2	13719.6	11964.2	15848.9	16063.5	12725.3	12406.1	7699.88	10914.9	6626.69	7532.28	8796.34	12417.3	13650.1	12854.7	8222.9	15504.7	10791.4	11019.2
RAB3GAP2	13090.3	15335.6	14060	15486.5	9033.6	11938.6	10914	12146.3	13402.6	14869.2	11791.3	11640	8703.71	11280.7	7680.69	9033.68	8943.26	10764.3	14102.4	12430.9	8229.33	15343.1	10804.1	10941
RAB3IL1	1684.3	3283.51	3422.86	2062.68	3010.19	2706.62	2438.43	2315.66	2694.06	3474.51	3194.64	1640.01	3349.22	3665.56	2049.64	1115.01	2285.52	1842.67	1481.04	925.93	2037.2	1717.72	2022.84	1559.26
RAB43	987.352	6795.34	825.714	6807.8	1303.18	3367.93	873.088	2913.43	902.293	3654.29	2057.28	3924.84	3477.35	2913.75	1461.75	764.185	648.335	1990.6	1105.63	3136.7	1688.36	2483.03	971.298	1674.74
RAB4A	6826.67	6081.02	6699.43	7671.55	5834.56	8854.77	5280.94	5615.97	7137.4	6253.91	6134.7	5929.71	3932.53	6325.82	5161.24	5583.76	4488.35	5770.34	4840.89	6506.42	4068.48	8764.78	5506.74	6583.15
RAB4B	4229.91	4801.36	5914.58	5973.03	2406.16	4723.12	3277.22	3931.56	4745.4	4328.32	5122.6	4690.79	1737.99	3137.03	4530.05	3795.69	4854.64	2629.55	4466.15	4881.27	3289.25	4523.85	4092.94	5216.65
RAB5A	7790.93	6666.41	7803.01	4809.2	5940.79	7239.21	7969.86	5866.8	6595.46	6698.81	8078.21	6161.14	8506.21	7818.93	12446.4	5241.2	10603.3	8448.22	5734.67	9935.59	10683.5	7261.24	5647.64	5755.51
RAB5A;RAB5B;RAB5C	62721.3	57531.4	51586.5	43448.6	45178.3	33249.6	20930.1	29875	48327.5	80601.6	59531.8	33125.9	84137.2	69520.1	88861.4	47720.7	72242.2	61438.8	41431.8	32150	99887.7	35320.6	56866.6	66982.3
RAB5B	30000.3	25906.1	21406.9	16696.5	12542.7	30578.9	22637.1	25198.5	22894.9	33403.1	31266.5	24880.7	23891.8	27035.5	24801.2	14637.9	19246.1	22124.7	26545.7	22261.5	20475.5	22212.5	18364.6	24303.8
RAB5C	30495.2	25423	32965.6	19334.1	30924.6	35663.7	24213.3	31323.1	34625.9	30897.2	40812.8	29473.7	28085.4	24537.6	35354.7	27909.5	30418.1	23664.8	34755.3	31814.3	25399.8	22137.2	20706.6	20653
RAB6A	41723	56743.8	49814.7	36620.6	38658.8	42897.8	29750.5	33860.7	63554.7	63240.7	53838.2	47557.5	47731.2	37453	66381.9	53733.7	84732	53543.9	43432.5	60884.7	58328.5	58586.8	50523.2	56139
RAB6A;RAB6B	26631.7	15640	20689.8	8504.47	14116.6	22937.7	19953.9	15832.3	17835.3	16528.2	16222.3	21213.9	21944.1	12053.7	25362.8	18537.1	22545	19253.5	36948.9	25414.3	19392	22553.1	14572.7	21044.9
RAB6B	1950.53	2201.87	2936.51	1101.66	1197.58	2384.58	1379.08	988.972	2658.66	2945.64	2704.03	2491.09	791.123	729.211	2628.9	2928.36	3250.05	2218.79	5254.46	4094.49	1157.13	2148.43	1565.57	1597.93
RAB6C;RAB6D		369.95	1503.06	95.9526	711.192	380.539	42.047	78.1516	976.056	1449.01	839.604	251.558	2592.42	173.691	8086.7	1977.95	5417.71	1788.66	3179.56	2438.68	2770.27	468.398	2961.36	1759.59
RAB7A	66113.8	67302.5	101295	49031.9	95645.2	101909	58736.1	68540.5	121103	151447	133957	112802	137545	86381.1	126080	115938	69109.8	74978.2	73744.7	65868.4	162399	82468.2	113323	79341.8
RAB7B	368.185		755.761	279.119	684.311	261.904				134.858	612.894	1061.43	311.789		481.562		332.013			418.504	929.944			
RAB8A	10388.6	13735.9	17296.3	12947.5	14143.9	19241.2	13581.5	14153.8	14501.8	14582.5	16164.1	17544.2	9522.11	13493.2	12287.6	10071.9	11792.8	13801.9	13202.4	10716	8811.3	17168.7	8979.2	11957.6
RAB8B	1377.14	2215.11	1852.74	2393.87	2030.54	3293.57	3001.62	4303.94	1812.23	1518.16	1671.42	3021.76	1010.15	3121.12	825.117	2504.67	1671.29	3510.76	2493.23	1622.52	749.388	2286.7	1307.1	2309.18
RAB9A	2700.05	4157.58	4515.58	5766.35	3314.54	6012.06	2494.43	3419.41	2339.18	4626.28	4676.8	5324.97	3250.5	5219.94	1916.49	4577.2	2252.05	4831.83	2066.48	4852.51	3017.45	3733.74	3351.43	2976.27
RABAC1	11415.6	8675.89	9707.79	8484.44	7217.83	16335.9	6776.51	6696.81	11857.7	15067.9	12996.3	9158.22	9774.63	5555.67	12206.6	7084.67	8255.35	6609.88	15802.2	12886.1	6865.66	11393.8	15302.4	10982.7
RABEP1	2086.57	2153.62	2617.46	2524.84	2857.19	2431.76	1958.14	2699.59	3030.31	1843.29	2232.6	2190.51	931.037	1968.33	1600.02	1417.15	1381.13	2919.21	2320.83	1897.4	1589.73	2108.27	1787.71	2036.9
RABEP2	5835.44	5077	8157.29	4784.41	5612.33	5328.82	5478.22	5036.04	7326.28	5684.03	5945.3	5613.41	3698.77	3099.52	3735.08	3696.92	4186.17	4247.43	4013.3	3856.25	3405.7	5013.71	3482.04	3381.06
RABEPK	9430.71	4753.12	9272.85	5567.83	7982.09	6250.99	6054.56	5938.67	6743.09	4477.48	6456.67	5970.2	3079.21	6817.6	4665.8	2360.51	3069.62	5417.89	5519.56	6828.55	3914.24	5558.28	2505.82	2939.73
RABGAP1	4405.69	5406.78	5974.62	4702.7	4462.16	5439.17	5434.62	5681.77	6080.96	5318.7	4964.54	4663.59	2136.03	2809.1	3751.59	2688.67	3180.33	2812.69	4889.96	4444.95	3220.21	5121.83	4193.63	3454.15
RABGAP1L		1030.27	656.254		1724.32	791.848	160.194		1187.46	872.329	1004.19	1142.81	2203.2	696.893	1616.04	1353.52	2549.76	890.255	2151.13	1836.27	2545.23	1075.74	1559.04	1261.25
RABGEF1	28207.4	21942.6	16572.4	14725	49453.3	22114.5	22853.3	15550.9	32148.9	20784.7	19926.5	29901.4	18424.5	24668.3	19783.9	29174.7	28349	24096.9	28044.8	30659.7	23979.7	23101.6	21825.9	18237.1
RABGGTA	7920.24	7922.22	11130.4	7168.08	7695.15	6401.85	5988.36	6341.57	13152	11769.2	10557.8	9729.29	5702.92	7208.17	7242.59	9842.75	8764.31	10332.3	9373.85	12310.7	6328.32	6000.88	7686.65	7273.11
RABGGTB	3116.49	3856.34	3545.7	2992.59	1830.65	2393.97	2113.28	2238.7	2962.05	2630.04	2661.06	2649.66	1374.63	2620.64	1208.98	2007.25	1460.5	3588.11	3214.96	3485.58	1784.78	2794.87	1708.8	2344.83
RABIF	1168.13		2535.38		7962.31	2233.87		911.817	6390.1	4095.33	4349.21	1320.75	14036.6	1879.92	13595	10765.5	9234.17	3295.9	3105.02	2725.83	16825.2	3794.74	9425.62	7852.15
RABL2A;RABL2B	857.553	272.419	403.243		1140	958.482	660.228	515.067	573.011	457.785	711.066	446.512	1442.58	206.187	1679.41	638.724	655.256		1137.27	354.957	1037.62	271.169	525.742	890.559
RABL3	2998.73	3483.54	1964.58	3386.05	2107.5	5689.67	3694.04	4597.54	3168.28	5006.02	2649.81	3603.51	3425.95	4612.33	1869.96	3620.69	2659.71	2321.56	2071.46	2863.4	2229.35	3013.44	2780.17	5623.82
RABL6	8819.49	2505.56	8744.92	3493.29	10162.9	9395.17	8361.07	8001.38	8302.54	7171.3	9086.69	7752.25	8043.57	916.144	4543.69		5490.68	536.586	7255.02	2225.62	8448.94	9545.42	7678.43	8836.05
RAC1	101735	99164.3	112829	81118.7	96854.2	109994	90833.1	91211	118571	136243	126470	122940	97070.7	124717	96219.5	115100	85280.9	121238	90192.7	123011	94508	150720	100982	117751
RAC2	26227.9	13294.6	21739.6	12684.3	4956.16	3718.72	9767.36	1271.75	37935.8	14512.5	11864.9	3281.79	11253.2	5796.54	4830.3	4055.99	3692.23	4921.62	4712.06	4496.8	4355.54	2683.55	6040.21	2858.99
RAC3		1502.99		867.28		3055.38	1680.21	4213.58	935.72	868.699	731.901	2138.2	1024.65	1887.2	1751.79	1924.36	2041.94	1467.35	2028.14	2433.73	1072.77	5084.02	1288.96	2414.3
RACK1	78831.8	73018.1	105611	59293.8	147579	103928	67922.5	74525.1	152808	126284	122875	92948.8	189359	95402.5	199028	56100	184727	56694.1	150599	77509.5	202004	125002	167957	154217
RAD21	2229.67	1876.56	1924.6	1588.83	2696.57	3019.4	4558.07	3689.46	1708.53	1664	2403.45	1874.55	2942.35	2523.56				941.753		719.828	2486.02	2941.14	2639.67	2842.85
RAD23A	5848.67	5250.55	6381.58	6061.79	6374.13	4887.1	5318.19	8151.62	5553.31	7111.01	6449.16	6153.01	6453.05	7793.02	4072.93	5510.21	5789.89	6457.99	3718.36	5749.51	7021.93	6970.96	6183.02	5701.25
RAD23B	45744.8	49138.8	52991.4	41170.7	49835.9	47547.2	35899.1	48900.3	51336	53518.2	63405.7	47883.8	61552.2	63044.9	57545.3	57091.2	68429.2	69520.5	65920.2	63998.3	60344.9	71994.7	60595.1	54046.4
RAD50	4683.39	4882.3	4472.71	4585.29	3523.23	4560.3	5670.97	6130.75	4160.65	3768.64	4309.63	4391.27	3720.02	4962.38	3424.9	2389.29	1908.11	3137.53	1848.88	4571.92	3123.73	4305.77	4544.52	4678.41
RAD9A	296.501	337.386	506.553	232.271	687.433	553.511	262.772	684.358	221.227	154.478	513.487	865.078		176.686	170.17	304.973	97.8512	393.156	68.0075	419.769	365.364	190.191		506.935
RAE1	4628.74	4152.63	5563.86	3575.04	7428.99	6876.55	6048.48	5738.77	5781.11	4782.3	5490.04	4696.2	4935.03	6176.34	2080.97	1767.18	2330.48	2484.49	2245.34	2340.9	5029.54	3956.89	5991.6	6172.04
RAF1	3598.19	3728.26	1902.01	4073.33	2721.58	3910.49	3157.5	2241.99	3999.57	9032.55	3433.15	3830.29	2668.89	2110.95	4404.38	2451.18	3075.02	2358.61	4260.45	3985.94	2267.58	3202.26	1419.58	4064.92
RAI14	18579	15744.6	21191.3	14392.6	14352.5	17466.3	12998.1	17615.6	21674.2	17096.2	18623.1	12232.1	11212.5	22643.3	4507.4	9929.04	11286.4	15443.5	8390.28	21653	11928.6	22470.7	19929	22811.1
RALA	43930	33567.8	51021	19572.3	27257.6	35401.8	31722.6	34977.8	72242.7	25760.7	36518.6	36258	23593.3	38854.7	36073.5	17090.7	15573.7	23040.8	25610.9	16806.8	23574.2	38875.6	53615.7	30052.4
RALA;RALB	55518.2	27044.6	58116.9	31963.2	52992.7	53432.4	40151.6	42498.6	66044.6	50214.7	47400.4	46623	42516.9	56743.4	44708	29284.1	30732.7	38055.8	44655.6	34084.8	44890.8	47290.2	45435	46252.2
RALB	4069.68	4293.82	6020.55	4330.79	5484.08	5589.79	4838.7	7497.86	5569.94	3883.39	4155.36	6720.62	1247.01	3654.11	1494.64	2079.63	2937.37	1321.05	1895.45	1565.33	2413.19	5667.8	2715.96	3892.36
RALBP1	1386.98	1617.28	1795.46	1691.62	3335.86	2045.27	2734.89	2514.27	857.377	1767.91	1656.17	1011.2	1460.59				2693.56		4850.37	2032.38	2664.25	3560.1	1693.31	4465.66
RALGAPA1			268.659		264.719	98.0128	74.7757			226.239		112.479	234.043				485.248			720.796		309.528		496.971
RALGAPB	217.467	836.965	611.638	633.481		722.833	467.627	179.238	224.394	762.11	767.733	712.057	488.869	1131.42	113.727	184.449	571.576	393.893	862.954	832.453	489.973	327.983	322.34	724.58
RALGPS2	834.257	742.737	1026	703.169	3432.13	969.296	1618.91	1003.81	1201.69	685.454	1740.28	1361.62	1060.96		1221.1		667.676		1033.2	1320.46	2052.14		2241.85	675.612
RALY	12917.7	5371.58	11932.3	6857.4	15603.7	12088.3	14295.8	10733.9	14708.3	7515.63	10842.4	8237.83	12738.7	8445.18	1318.94	719.647	1739.14		429.888	1227.59	11786.7	12936.9	15209.8	10269.4
RALYL	20221.6	8438.25	16497.9	7936.84	31843	17563.4	23978.9	9219.48	21193.1	14484.3	25475	12432.7	38174.9	13109	1051.03	262.215	451.313	277.123	502.374		35037.5	5024.86	25688.7	18431.1
RAMAC	1246.61	408.444	948.999	207.314	2749.3	1698.92	1017.96	1989.2	2640.12	660.633	2419.74	1387.04	1489.33	556.085	727.189	749.686	854.255	1504.4	1213.61	824.936	1283.29	929.35	131.265	955.16
RAN	126148	85355.4	94908.9	75292	124472	128331	97041.7	104601	114196	92635.7	118811	93879.5	113008	125974	102427	159513	127290	181992	170696	155726	99934.3	97126.2	128651	129709
RANBP1	32405.3	37354	34787.7	31893.7	53888.3	41317.3	37442	30054.4	38569.3	29343.1	32535.7	34218.4	19781.6	18431.3	21902.9	36487.2	30923.6	31099.5	31277.8	33858.8	27685.7	33607.3	33293.5	25860.5
RANBP2	7352.23	6118.91	7482.56	5594.27	9002.3	9098.85	9428.12	9091.19	8215.33	6205.86	7473.59	6102.91	5411.89	8405.84	1008.93	1854.92	2428.4	2494.19	1865.99	2592.81	4708.96	6542.35	7438.17	9311.06
RANBP3	6008.17	3839.55	7350.57	4055.86	10784.9	6161.03	7244.99	5727.48	7433.79	5141.94	7236.64	4083.57	6726.63	2827.62	4722.36	729.706	4308.86	2471.71	7271.51	4185.66	6889.87	6550.12	9906.25	7378.79
RANBP6	22009.8	27410.8	21184.1	17337.7	23303.7	17135.3	20454.7	17326.2	29344.8	30130.3	46862	19618.6	32139.6	23241.5	19161.4	15452.7	26743.5	17856.6	32531.1	19424.9	40468.3	26881.1	34576.3	26404.2
RANBP9	3006.71	3068.64	4035.8	1752.41	5041.28	4054.97	3571.36	3510.46	4625.76	4483.16	3864.86	2751.64	2299.38	2479.99	1246.48	2148.74	2302.96	2376.91	2236.59	2459.09	2377.56	3861.87	4342.22	3642.06
RANGAP1	12974.5	10329.3	12590.3	10569.5	29335.4	21275.4	23468	14443.2	16238.5	11949.6	22676	14663.5	19273.7	12378.1	14682.7	2396.78	11424.7	5505.83	29591.9	15414.3	20668.2	19147.4	26792.4	16197.2
RANGRF	764.614	379.042	462.796	577.369	635.627	490.427	350.646	402.954	595.27	700.504	1214.71	436.796	565.006	339.408	346.426	1556.71	329.051	926.358	564.814	494.3	754.001	589.825	670.018	411.218
RAP1A	143057	187012	190495	192631	108085	182547	112616	136088	176870	291989	134129	206760	94366.4	246062	89250.8	154210	94290	155851	100405	166480	96939.7	193663	124885	130940
RAP1B	23151.5	48094	56648.3	36509.8	25962.9	41473.2	20395.5	20740.8	40191.8	96281.8	35494.7	53755.5	24771.2	44223.2	25816.8	24745.8	26183.8	34327.2	19431.8	34388.1	32267	40415.1	36423.2	28182.5
RAP1GDS1	8533.69	12695.3	11632.7	11966.2	10709.1	13797	8977.45	10340.3	11798.5	13853.3	10379.7	11139.8	7035.23	10391	9605.12	10906.1	10798.9	13637.6	11422.7	12610.7	9549.85	12493	9524.48	10327.1
RAP2A	320.929	3376.23	1424.34	4439.42	626.632	2200.15	1907.19	2036.38	863.006	5520.07	704.688	3274	558.119	950.995	212.697	799.874	1883.52	1467.67	1122.56		375.407	1183.01	1647.68	3592.17
RAP2A;RAP2B	4296.67	13733.4	4197.99	13054.2	2797.09	4366.63	5615.97	3907.57	3415.21	9436.43	4703.62	4268.25	6404.34	3317.97	62411.3	13884.1	4416.17	4096.51	3508.07	5223.23	6304.21	9991.69	4279.5	6944.57
RAP2B	4066.55	5794.99	8223.4	4257.79	8635.32	4717.92	7162.73	3064.07	8380.84	7909.74	9850.95	4277.62	8395.43	6964	6401.2	6653.48	5638.11	4978.2	4892.82	5525.87	6217.26	6501.48	5658.53	6196.02
RAP2C	2595.08	1713.39	2323.55	5366.43	2222.89	1713.82	2443.92	3296.2	4186.37	3481.38	2778.87	3697.93	2234.68	2786.39	1264.96	667.893	843.631	1377.27	2182.87	1127.42	1837.82	1461.81	2580.53	2733.19
RAPGEF2	781.532	766.124	1083.65	668.76	1622.61	991.423	653.226	485.704	1651.73	574.879	844.417	756.943	788.846		1169.01		615.275		949.38		590.105		358.421	492.08
RAPH1	22976.1	9740.85	23863.3	8002.28	15622.5	10546.7	11613.7	6874.66	29760.2	22926.8	20277.7	16043.9	18294.5	15175.3	21922	16359.6	33641.9	22354.6	32259.2	24245.9	26814.4	33960.5	24192.2	19694.9
RARS1	44749.1	31587.6	51822.3	30022.1	36136.3	51302.7	46082.6	37518.3	62312.1	55113.5	55710.9	51565.3	51103.2	47894.4	47344.4	60011.9	56433.6	72801.6	66034.9	68563	53210.7	53946.3	57095.9	58979.8
RARS2	3316.55	3801.12	2085.67	3461.85	1098.03	1868.12	1779.49	1435.21	2021.23	2825.17	3156.97	1856.76	2062.04	2199.64	1634.63	2721.53	1865.45	2279.2	2060.16	3313.67	1724.94	1939.11	1309.05	2011.6
RASA1	6648.86	4869.79	7191.94	3893.1	3889.05	4185.18	3902.94	4040.73	8243.33	4575.26	6179.19	4226.71	3275.12	3200.93	4452.9	3660.85	4587.97	3335.66	4411.2	4037.56	3579.69	3503.08	4334.85	3264.41
RASA2	610.829	1008.91	731.645	1041.58	976.923	875.192		593.79	815.651	1227.56	352.626	965.952	700.871	1129.18	840.332	1454.14	731.733	402.915	655.506	565.99	598.845	1225.45	908.224	467.664
RASA3	2606.05	1931.9	3821.96	2519.22	2851.84	2535.2	2781.22	3502.15	3537.07	3004.55	2686.93	2014.41	2042.96	1960.45	1232.8	1301.04	903.506	1032.27	1582.89	1329.39	1367.82	742.479	1426.37	1410.02
RASAL2	2413.67	4408.98	2994.07	5598.57	2926.09	3628.78	3044.53	3370.1	3944.62	5891.35	3649.52	3481.63	1634.25	1792.15	1125.73	1830.93	2634.33	1488.61	2853.11	2353.36	1463.57	3045.8	3689.97	3024.3
RASSF8						395.939		627.531	146.898			214.525						445.955						
RAVER1	4060.07	3660.45	3248.22	2816.99	4572.35	4834.85	6598.85	6232.65	3353.05	1921.88	3790.93	2884.82	3344.29	4225.22	534.236	994.048	944.545	2400.63	1549.77	2570.24	2417.48	4734.17	3389.23	5421.63
RB1CC1	2143.06	987.887	1394.73	1419.34	1158.53	1338.62	559.672	1840.99	2555.43	1393.61	1273.39	643.258	1377.71	832.16	1324.83	1138.84	1658.74	819.582	2152.11	768.416	1024.27	1853.01	1406.34	1175.04
RBBP4	37919.2	23607.8	55951.1	16802.9	100621	55437.6	50656.5	43075.2	68959.1	40025.9	50203.5	40416.8	54760	45896.6	21890.9	15731	19831.8	24766.9	18917.5	17922.3	63325.3	52318.9	78504.3	54469.7
