"","Ost_contr_8","Ost_dif_8","Ost_contr_9","Ost_dif_9","Ost_contr_11","Ost_dif_11","Ost_contr_12","Ost_dif_12","Ost_contr_20","Ost_dif_20","Ost_contr_22","Ost_dif_22","VIC_contr_213","VIC_dif_213","VIC_contr_431","VIC_dif_431","VIC_contr_432","VIC_dif_432","VIC_contr_482","VIC_dif_482","VIC_contr_494","VIC_dif_494"
"A2M",19.01087,17.78716,19.30444,17.67077,19.98286,18.32757,18.48781,17.17753,19.25388,18.83046,19.04638,17.53143,18.50138,16.6524,18.8439,18.70942,18.80117,18.03356,18.41337,15.50187,18.58077,15.88083
"AACS",11.43672,11.79467,11.42653,12.1392,11.21427,11.5955,10.59141,11.48057,11.7553,12.8129,12.01064,12.0316,10.82974,10.99817,11.61205,11.86324,12.14887,11.41273,11.86971,11.99298,11.90772,11.59745
"AAK1",13.25005,13.21902,13.32158,13.36729,12.79648,12.80815,13.20603,12.80366,13.30579,13.1722,13.16348,13.00617,12.13567,12.63965,12.64955,12.99528,13.38112,12.99897,12.11512,13.05964,12.70001,12.5329
"AAMDC",11.74875,12.2544,13.13668,12.81443,12.68802,12.63895,12.55023,13.0842,12.44415,12.53597,12.66811,12.78438,12.94545,13.14866,12.84371,12.74114,12.68804,12.93744,12.21344,12.5423,12.80009,12.21072
"AAMP",12.16891,11.78323,11.88275,11.36223,12.1816,11.7607,12.23038,11.76122,12.00961,11.13944,11.66332,11.30031,11.3374,11.15756,11.39742,11.46147,11.49786,11.16227,11.68463,11.75979,12.18956,11.25256
"AAR2",11.23192,11.72604,11.30672,11.76284,11.67118,11.03702,11.74086,12.03955,11.07921,11.37299,11.31179,11.74853,10.80236,11.05128,11.68063,11.64403,11.72797,11.05037,10.71573,10.93962,11.1601,11.61353
"AARS1",15.39973,15.27381,15.52512,14.69178,15.32441,15.14548,15.59581,15.03109,15.5554,15.10662,15.35574,15.12868,15.23627,15.38688,15.46233,15.30348,15.36364,15.48272,15.71208,15.62304,15.53464,15.162
"AARS2",11.68663,11.33922,11.26735,11.40085,11.3992,11.66399,11.81919,11.88191,11.41746,11.43565,12.04456,11.30197,11.3546,12.00759,11.21994,11.75821,10.44041,11.81487,11.1796,11.4879,11.29985,11.20608
"AARSD1",12.26203,12.13385,12.5886,11.80681,13.09367,12.7955,12.54793,12.57661,12.72165,12.68667,13.17194,12.06567,12.31395,12.52491,12.05861,11.9456,12.67379,12.36829,12.79564,12.35012,12.43698,12.18711
"AASDHPPT",11.9742,12.27245,12.35085,11.81894,12.47888,12.44495,11.7276,12.28989,12.61905,12.02764,12.11401,12.01871,12.18256,12.29179,12.38217,12.63387,12.73552,12.7352,12.10483,12.00169,12.8251,12.42406
"AASS",11.3552,10.96237,10.67909,11.30491,10.6451,11.45146,10.67953,11.9699,10.84456,11.07372,10.8054,11.57321,11.28505,12.40415,11.13379,12.34162,10.80562,12.093,10.60578,11.49918,11.0583,11.57493
"ABAT",9.96321,10.58577,10.05795,11.22374,10.2299,10.85225,9.57358,11.17506,9.86618,10.61455,9.91383,11.27435,10.10465,11.1101,10.72557,11.51392,11.22009,11.92046,9.18226,10.24422,10.23695,11.50952
"ABCA1",9.29486,10.20109,10.14451,8.21057,9.85605,9.90072,10.26244,9.42444,8.00422,8.04927,10.13195,9.95164,9.48717,10.15329,7.22247,9.88514,9.84821,10.61676,9.0817,10.02233,9.13166,10.49103
"ABCA6",9.64820565249772,9.91326,9.65686105807304,10.51016,9.42214534604769,10.2766,9.64381361411949,10.3686,9.34445816820299,10.09121,9.3903,10.49727,9.83556,11.35924,8.64713,9.99801,8.690796825195,9.51469,9.76615,10.81551,8.05285,10.21352
"ABCA8",8.79441,9.83254,8.80705,9.91315,8.38305929897774,7.63809,9.06222066732065,9.09448511808292,8.18552031217846,7.12664,8.92694,9.76514,9.62258,10.45824,8.86080754459235,9.0472,8.4385,9.9239,9.51374,10.0172,8.4755,10.16286
"ABCB10",10.52976,9.73379,11.14473,9.46378,9.90569,11.18529,11.07195,10.34936,11.12413,11.37303,11.12442,9.93004,11.07462,10.43339,10.62845,11.10749,11.03063,11.0746,10.17164,11.0933,11.25228,11.40882
"ABCB6",11.78499,11.84378,11.67933,11.78687,11.68689,11.90968,12.12039,12.23507,11.66291,12.05601,12.02054,12.20361,11.60519,11.78175,11.05824,12.27156,11.5573,12.51722,11.58702,11.57169,11.41293,11.9513
"ABCB7",11.84607,11.74663,11.70995,11.94909,11.54689,11.8402,11.20099,12.06189,11.3863,11.7398,11.68063,12.04435,11.68719,11.79479,12.42093,12.22263,11.17206,12.54365,10.71623,11.1865,10.67074,12.05909
"ABCB8",10.48287,10.32744,10.5593,9.54409,9.0926,10.85705,10.61192,10.59389,10.55251,10.73488,11.14909,11.20019,9.95547,10.63943,11.16276,9.60618,10.2482,10.75927,10.8498,9.87555,10.62835,10.60254
"ABCC1",12.71682,12.5016,13.06701,12.65568,13.05239,13.35087,13.63703,13.5241,12.6276,12.89122,13.43131,13.17854,13.21578,12.97915,12.66445,12.63192,12.60264,13.05449,13.18737,13.22914,13.40873,13.41035
"ABCC10",9.29421,9.94243,9.7989,10.02142,9.26045743569902,9.17367,9.70008,9.36352,9.25648,9.87328,10.409,9.96398,9.24111,9.2451,9.52033,10.40334,9.69288,10.71646,9.36405,9.78973,8.84143,9.97579
"ABCC4",12.08909,13.01766,12.1982,13.5214,11.22756,12.13468,12.09723,11.88657,11.8862,13.08365,11.9531,12.23591,11.88602,12.98068,10.7087,12.54218,11.94625,13.44432,11.35787,12.09187,11.90242,12.86867
"ABCD1",11.98087,12.27761,12.55204,12.38952,11.24254,11.41994,11.58801,11.97614,11.98438,12.41667,11.66792,12.08981,12.21761,12.44103,11.81422,13.01901,12.54958,12.53322,11.44843,12.48231,12.0857,12.65323
"ABCD3",12.88351,13.44009,13.04835,13.58772,12.57842,12.99666,13.01618,13.25111,12.99655,13.26664,12.91519,13.05162,13.665,13.24754,13.36616,13.47329,13.92815,14.00925,12.21182,13.2101,13.1538,13.56196
"ABCD4",9.52712152594084,10.36651,9.48051436453848,9.56095,9.49072791289689,9.69555,11.43434,11.01393,8.86789,10.52336,9.06205,10.64674,10.62627,10.22261,8.83932293439295,9.58711,8.47291,10.27603,9.25901,9.75798,9.67749,9.56222
"ABCE1",13.96543,13.75634,13.88891,13.6383,13.86956,14.03759,13.99553,13.83342,14.10469,14.07164,14.06254,13.88254,14.27532,14.13688,13.95694,14.02589,14.31361,13.93306,14.09899,14.1043,14.19616,14.14272
"ABCF1",13.96591,12.90862,14.12288,12.35455,14.11171,14.16297,13.99287,14.03299,14.30354,14.23784,14.09058,14.25529,13.66993,11.69986,13.38659,11.80661,14.31438,11.43002,13.90684,14.13022,14.03246,14.05588
"ABCF2",13.61545,13.60067,13.81799,13.63863,13.43478,13.84898,13.70367,13.70568,14.01968,13.51141,13.46244,13.52438,13.71569,13.49941,13.21738,13.32567,14.19013,13.56551,13.39363,13.70041,13.80514,13.71096
"ABCF3",11.52781,11.87065,11.80246,11.34311,11.37775,11.44136,11.67068,11.59653,11.94291,11.9876,11.87616,11.89495,11.63456,11.31645,11.20424,11.75012,12.19097,11.84987,11.19825,11.03258,11.99249,11.65429
"ABHD10",13.33369,13.09786,13.50212,13.0559,13.36001,12.96921,12.69969,12.30787,13.59012,13.44456,13.77661,13.09944,13.17532,13.4469,13.00978,13.51238,12.64075,13.80767,13.17506,13.57594,13.3913,13.16484
"ABHD11",12.05369,11.68659,11.99074,12.57096,12.46522,11.93018,12.235,11.59822,12.34822,11.96311,12.54509,11.77661,11.68584,12.18324,11.34717,11.45218,10.9257,11.3165,11.79119,11.57473,11.61446,11.41493
"ABHD12",12.6008,12.54078,12.35844,12.52129,12.52532,12.76498,12.99255,12.74734,12.92576,12.9987,12.92654,12.49135,12.57024,12.55152,12.90822,13.33943,13.86423,13.47448,12.79461,12.99773,13.02223,13.10929
"ABHD14B",15.64204,15.59442,15.67948,15.903,15.12505,15.50962,15.55898,15.7508,15.54699,15.69876,15.37794,15.8493,14.44912,15.28663,14.90081,15.9239,14.58152,15.41385,14.36424,15.32972,14.78226,15.25264
"ABHD16A",10.91716,11.74884,11.3733,13.08687,11.09223,11.42336,11.72664,11.61565,11.98195,11.83209,11.80606,11.09441,12.42461,11.35094,12.3589,12.43356,12.4521,12.25759,12.54263,11.41215,11.96199,11.93641
"ABHD4",10.47354,10.07822,11.07631,10.2229916136091,11.92586,10.58078,10.94663,10.14326,10.71359,10.75949,12.45854,11.02573,11.23213,11.46931,9.73071,11.35834,10.30881,9.67808,10.86108,10.28693,11.86098,11.12481
"ABHD6",10.89351,10.30757,10.66599,10.64337,9.95811,10.74768,10.20982,10.64838,10.20955,10.0017,9.28303,8.92047,10.29163,10.88795,8.25641,9.91812,10.22301,10.6286,9.37199,10.31504,9.85533,10.75668
"ABI1",13.96809,13.80554,14.16728,14.04289,14.54425,14.19434,14.15429,14.03563,14.11692,14.23055,14.04647,14.11112,13.90744,13.55021,14.37782,13.72886,14.1148,14.02078,14.36698,13.93704,14.09924,13.99988
"ABI1;ABI2",15.23088,14.55202,14.15915,14.47736,14.19354,14.42901,15.01139,14.98112,14.67943,14.58537,14.36737,14.63176,13.65746,14.54865,14.03657,14.28874,14.16747,14.18924,14.04717,14.45883,14.43986,14.12455
"ABI2",13.01919,12.47126,13.09306,12.984,13.14105,13.21173,12.77686,13.41665,12.68827,12.94232,12.84328,12.80394,13.32494,12.62668,13.02627,13.18488,12.91851,13.66677,13.00665,13.27739,13.16273,13.30308
"ABI3BP",11.78613,11.45619,11.57862,9.72853,12.09107,11.09107,11.52126,10.19493,12.94589,12.11182,12.86046,12.36423,10.58292,9.90155,11.50642,9.91482,11.30694,9.44256,10.63093,10.60966,11.27226,11.64383
"ABLIM1",10.17594,11.3688,10.17263,11.72503,10.4879,9.40297,8.93766,9.75374984763063,10.98438,10.3702,10.37434,10.3126450944928,11.69058,12.33588,10.68283,9.97963,11.29257,11.05689,12.17745,12.99739,12.65693,12.80971
"ABLIM3",10.0410230659358,10.93214,9.7676,10.39149,9.58100610167558,10.59136,9.72308,10.70639,10.48967,11.51358,10.07848,11.15287,10.09806,9.34287,9.53115764254947,8.8608,9.95853405433263,9.53694196682648,8.6304,10.7553,9.94486,10.05279
"ABR",12.45927,12.02504,11.97784,11.83923,11.98833,12.47603,12.28961,12.36315,12.21039,11.98329,12.40136,12.30592,11.60965,11.40195,11.27385,11.58734,11.80678,11.79546,11.45152,11.0766,11.66103,11.54769
"ABRACL",15.23798,15.39464,14.81845,15.37905,15.22396,15.27805,15.13812,15.20687,14.49486,14.77675,15.35958,15.19542,14.015,15.97851,14.02685,15.67816,14.70448,15.33953,14.59923,15.14293,14.24672,14.33425
"ABRAXAS2",13.0373,13.04962,13.58074,12.24018,12.92754,13.18445,12.63183,12.78131,13.32824,13.29581,13.18873,13.08509,13.18847,13.00663,12.96126,11.99072,12.50188,13.11886,12.96188,13.21167,13.31591,12.96066
"ACAA1",14.37676,14.34934,14.77031,14.59065,14.27733,14.44801,13.4053,13.44923,14.64665,14.66879,14.61401,14.45003,13.77503,14.52036,13.69799,14.47138,14.46105,14.75251,13.60314,14.30416,14.38718,14.57916
"ACAA2",14.5386,14.19481,15.1497,14.33713,14.82135,14.58145,14.2302,14.48467,14.91341,14.78662,14.83019,14.87979,14.22934,14.55902,14.52626,14.82169,14.05198,14.579,14.10166,14.31921,13.93344,14.36276
"ACACA",11.22271,11.54042,11.20637,11.37876,11.53078,12.36034,11.61295,11.52989,11.45291,12.08963,11.95924,11.64443,11.89196,11.52571,11.35098,10.80107,11.92584,11.63875,12.00633,12.09118,11.66459,12.13965
"ACAD10",10.46633,9.35682,10.24727,9.72419,8.81065,10.22497,11.06368,11.55084,9.44647,8.79791,10.05956,10.16423,9.80932,9.04374,7.82168,8.9453,8.67739,9.47397,9.46863,9.65816,7.71052,9.90981
"ACAD11",12.3342,11.79769,11.86511,11.7517,11.34817,11.39332,12.58984,12.13154,11.78993,11.16345,11.83598,12.10848,12.00612,12.48068,11.36016,11.29696,12.66149,11.58062,11.61926,11.85091,11.98646,11.72207
"ACAD8",10.97509,11.09255,11.67608,11.16912,11.92502,11.45593,11.05612,11.54076,11.10184,11.99719,12.02788,11.74322,11.43041,11.37126,11.6831,12.00277,10.85388,11.95839,11.55014,11.15546,11.55069,11.41006
"ACAD9",13.96209,13.8125,13.77795,13.77342,13.46161,13.97906,13.8091,14.06071,13.87354,13.96117,13.83864,13.89448,13.323,13.97957,12.71974,13.40541,13.04038,14.13795,13.11837,13.77523,12.95982,13.44197
"ACADM",13.28941,12.42139,12.88481,12.35722,13.41233,12.93983,12.87316,13.27742,12.97205,12.95337,12.839,12.79752,12.8219,13.54636,12.85908,13.04947,12.1907,12.67353,12.99822,13.04661,12.8298,13.00983
"ACADS",11.3691,11.71271,12.29817,12.39885,12.53034,12.70094,12.16401,12.83654,11.96787,13.05909,12.05334,12.88347,12.02655,12.98,12.20811,12.60579,11.59982,12.18339,11.01613,11.61031,11.62323,12.12247
"ACADSB",11.57866,11.21781,12.17988,11.90395,12.20569,12.56501,12.164,12.7069,12.10391,12.40781,12.40168,12.43421,12.03963,12.44289,11.52195,12.28883,11.61359,12.44936,11.68992,11.73045,11.88619,12.38731
"ACADVL",15.28897,15.20313,15.54968,15.44002,15.54246,14.76216,15.57292,15.47641,15.46396,15.47908,15.38598,14.73818,15.58558,15.72529,15.91411,15.71106,15.57021,15.75871,15.54117,15.59737,15.22445,15.62374
"ACAP2",12.94198,13.34972,13.70865,13.30722,12.46204,13.22521,13.02681,13.29934,13.18359,13.4063,13.34981,13.46768,12.10957,13.06044,12.57745,13.21703,13.08676,13.01834,12.24453,12.95697,12.90739,12.97636
"ACAT1",16.02188,15.75543,16.1253,15.80683,16.25083,16.26745,15.69959,16.0528,16.12233,16.19233,16.34944,16.3167,15.53903,16.06224,15.18662,15.70191,14.92257,15.76628,15.6129,15.89826,15.62089,15.49277
"ACAT2",14.38185,14.71625,14.38025,13.8872,14.9326,15.53568,14.31368,14.7757,14.39763,15.21138,14.82979,15.09417,14.89587,15.3299,13.81194,14.35023,14.08383,14.427,14.83273,14.85555,15.00616,15.29255
"ACBD3",13.56687,13.83894,13.69642,13.24074,13.66337,13.82171,13.28072,13.54564,13.81196,13.88139,13.54449,13.69887,13.09914,12.75649,13.75596,12.67537,13.96758,13.39316,13.64648,14.10929,13.75778,13.24575
"ACBD5",12.98357,12.7905,13.04225,12.91898,12.87538,12.70345,13.09392,13.05281,12.99647,12.39335,12.69487,12.67897,11.72124,11.86506,11.65904,10.96068,12.08987,11.98111,11.90864,12.86515,12.68644,12.61352
"ACBD6",12.01155,11.29152,11.96711,11.72207,11.65446,11.41927,11.15478,11.75473,11.74372,11.20815,11.69087,11.37754,10.48628,9.3389,9.51952,9.43687745865358,11.21307,9.71293,10.77753,10.75429,11.03694,10.77994
"ACIN1",12.34995,11.42741,12.67579,11.04444,13.667,13.00364,13.05957,12.98337,12.74574,11.95395,12.80917,12.23899,12.67058,11.57524,9.84837,11.41014,10.30263,9.78896,12.65534,12.69124,13.30392,12.8044
"ACLY",16.69334,16.52173,17.0001,16.08085,15.80178,16.72724,16.02503,16.05207,16.98165,16.91598,16.60171,16.66423,16.36702,16.14608,16.31371,16.35362,16.88043,17.01954,16.29893,16.64319,16.6603,16.61304
"ACO1",14.77784,14.93612,14.85923,15.12874,14.73174,15.5521,14.65131,15.35175,14.90364,15.41546,15.53263,15.3223,14.55501,14.99822,13.64562,13.97779,14.56701,14.52734,14.58594,14.93128,14.3881,15.11726
"ACO2",14.88669,14.8862,15.16806,15.00023,14.84135,14.8666,14.69893,15.20394,15.02838,15.14954,14.66727,15.16628,14.14172,15.13779,15.03369,15.49741,14.11077,15.15491,14.45355,15.13977,14.30893,14.56281
"ACOT1",13.54771,14.06617,14.2766,14.52537,13.60578,14.38707,12.8286,13.75561,14.4499,15.75431,13.96079,14.77513,13.431,14.272,12.97968,14.68728,11.92484,13.97455,12.83839,13.82971,13.16539,14.17945
"ACOT13",13.88224,13.07572,13.81946,15.00363,13.0293,12.58642,13.32626,13.5994,13.69953,14.00796,13.62728,13.73198,12.93353,13.20578,12.8391,13.5705,12.59421,13.1989,12.71848,12.39103,12.00181,12.6476
"ACOT7",13.42997,13.52198,13.75491,13.67941,13.9231,13.71845,13.78792,13.69186,14.28569,14.04127,14.22284,13.96381,13.99781,14.12305,14.55275,15.27735,14.95194,15.14795,14.32209,14.67864,14.03374,14.01069
"ACOT8",13.08279,12.8189,13.46941,12.98585,12.82759,12.74294,13.02298,12.92381,13.69574,13.71152,13.69951,13.26266,12.63253,12.53042,12.52518,13.38165,13.32886,13.53976,13.14331,13.18592,12.74489,13.1873
"ACOT9",14.52651,14.66604,14.76684,14.96013,14.13882,14.28972,14.42027,14.74721,14.31555,14.71501,14.59745,14.78486,14.12979,14.64329,14.24585,14.92727,14.34166,14.75875,13.93267,14.30071,13.79473,14.31606
"ACOX1",11.41552,11.50517,11.23488,11.53683,11.41723,11.21723,11.32846,10.91542,11.30799,11.08563,10.96435,11.26494,11.20707,11.04218,11.26373,11.07614,12.39555,12.12482,11.39305,11.33603,12.0679,11.59646
"ACOX2",11.90296,12.03838,12.66331,11.88583,11.06417,11.70283,11.76756,11.51695,12.04734,12.04491,12.12554,11.75886,11.52539,12.12221,11.19357,11.76744,11.62572,11.86982,11.53316,11.97393,11.79976,12.22257
"ACOX3",13.24844,12.91472,14.06004,13.4411,12.40248,13.01,12.58979,13.00609,13.08198,13.05939,13.35633,13.00291,12.68327,13.23635,13.00659,13.62007,13.20091,13.70327,12.16564,12.99454,13.16795,13.36107
"ACP1",13.9686,13.57293,14.16433,13.51079,13.78638,14.16534,13.01578,13.5072,14.33242,14.3256,14.45877,13.95577,14.1546,14.74471,14.88683,14.48539,14.87282,14.64597,14.18973,14.06091,14.64356,14.59631
"ACP2",14.17458,14.141,14.56548,14.50158,14.29856,13.91786,13.95991,14.06932,14.2754,14.87941,14.62614,14.51254,14.78193,15.01238,15.02325,15.48267,14.50134,15.76188,13.9236,14.33742,15.00534,15.12009
"ACSF2",12.83052,13.00876,13.21537,12.99212,11.72864,12.91435,11.17041,12.02953,12.70661,13.06515,12.56906,13.00085,11.77865,12.57925,12.46006,12.97036,11.66178,12.39148,11.14213,12.45438,12.07827,12.23712
"ACSF3",10.51919,10.28291,10.84055,10.75009,10.66846,11.09028,10.48584,11.13506,10.56765,11.2397,11.13266,11.21884,9.98779,10.76401,10.69849,11.85544,9.98678,11.33658,10.29648,10.75601,9.80141,9.90754
"ACSL1",13.81645,14.80002,13.62145,14.96288,13.54775,14.74173,13.18548,14.29127,13.55905,15.01395,13.7017,14.91318,13.17725,14.16625,13.47329,14.19784,13.36654,14.03997,12.926,13.26638,13.36053,14.0581
"ACSL3",14.55812,14.53208,14.56636,14.09057,14.01499,14.61882,14.66359,14.25545,14.4117,14.95311,14.68924,14.48403,14.47739,14.73304,14.66912,14.54971,14.46767,14.54913,14.53892,14.99718,14.6829,14.53673
"ACSL4",13.22698,13.26699,13.01434,13.07627,13.6843,14.07227,13.98127,13.68736,13.28079,13.6311,13.91249,13.5207,13.50954,13.54361,12.96451,13.19595,13.56509,13.5499,13.67395,13.96621,13.35842,13.39747
"ACSS2",13.26743,13.49434,13.02739,13.29519,12.55551,13.97719,13.54148,13.61502,12.74148,13.95103,13.73694,13.95542,13.08826,14.16881,12.55873,13.86169,13.54232,13.88217,12.8444,13.99446,13.45184,14.16162
"ACSS3",12.83318,12.39285,12.86859,12.74428,11.98055,12.51464,12.08118,12.60371,12.11689,12.7686,12.7931,12.73432,12.09824,13.63827,12.4504,13.17852,10.55642,12.62193,11.80093,12.16008,11.87581,12.89844
"ACTB",20.47568,20.3799,20.87458,20.04668,20.81665,20.50152,20.28358,20.09774,20.98435,20.62078,20.69131,20.86096,20.51392,19.91677,20.5231,20.35384,20.61567,20.1403,20.56356,20.51466,20.09522,20.46189
"ACTB;ACTG1",18.36551,18.23607,19.12576,17.80666,19.62499,18.83383,18.24733,18.41972,19.47793,19.3108,19.75441,18.99992,19.27235,18.47327,19.60061,18.90596,19.04876,18.63942,19.77759,18.3278,19.28244,19.14465
"ACTBL2",16.37816,16.62629,16.9143,16.40662,16.58433,16.28528,15.93856,16.22081,16.80581,16.82207,16.37708,16.73294,16.12373,16.46126,15.96911,16.25998,15.87533,16.12088,16.03219,16.21651,16.45073,16.39219
"ACTBL2;ACTG2",20.21143,19.39572,20.35993,19.4448,20.35809,20.16252,19.72611,19.7679,20.20787,19.85518,20.48431,20.32635,19.98368,19.41841,19.76462,19.82189,20.07524,19.84868,20.06751,19.55789,19.79897,20.09084
"ACTG2",18.86145,18.57044,19.61639,18.55276,18.20719,17.92909,17.4833,17.34683,19.58048,19.55588,19.14238,18.86447,19.23226,18.8113,18.87425,18.83478,18.86227,18.96954,18.62003,18.56109,19.06519,19.68156
"ACTG2;POTEF;POTEI",20.86676,19.34028,21.08583,18.26734,21.32303,20.14722,20.38794,19.7926,21.1089,20.48692,20.95441,20.72444,21.62159,20.12948,20.76846,19.78856,20.38585,20.17717,21.79613,20.66234,21.05167,21.0687
"ACTL6A",14.23799,13.201,14.1516,13.61911,14.40903,14.43393,14.36299,14.35443,14.11832,13.44413,14.05336,13.91543,13.7831,13.81486,13.00013,13.22161,13.08717,12.63712,13.98894,13.91683,14.35884,13.97601
"ACTN1",18.61042,18.53593,18.88678,18.48026,17.73186,18.22075,17.52829,17.87511,18.73369,18.72509,18.40662,18.55932,17.53975,18.60583,17.75917,18.82658,18.05471,18.71797,17.42948,18.06463,18.22949,18.42136
"ACTN4",19.58212,19.46507,19.74718,19.39083,19.35183,19.50879,19.55514,19.60215,19.66451,19.57315,19.2728,19.66987,18.5841,19.32864,18.42997,19.55013,18.65162,19.45968,18.45571,18.84948,19.09938,19.22418
"ACTR10",12.9436,13.1145,12.92969,12.84601,13.02331,13.17869,12.53367,12.91093,13.00004,13.52673,13.24172,13.13683,12.85043,13.23948,12.97781,13.09388,13.06371,13.06163,12.81806,13.07131,12.94967,13.24142
"ACTR1A",15.06817,15.14917,15.21894,15.12421,15.274,15.00703,14.57479,14.75439,15.0848,15.35516,14.96642,15.42237,14.19656,14.82797,15.15463,15.20343,15.08215,15.04598,14.46625,14.75938,14.61087,14.6935
"ACTR1A;ACTR1B",16.17594,15.91779,16.37788,15.97649,16.02894,16.30702,15.85213,15.85289,16.22245,16.24277,16.19448,16.26445,16.07761,16.37305,15.78462,16.30786,16.10771,16.22992,15.80889,16.17818,15.82766,15.73703
"ACTR1B",14.04051,14.40424,14.75196,14.57792,14.45056,14.46391,14.34033,14.33589,14.45398,14.48982,14.56293,14.50681,14.14556,14.60364,14.51402,14.88162,14.47185,14.31962,13.93297,14.34146,13.9165,14.03281
"ACTR2",16.47556,16.27122,16.51119,16.15968,15.96883,16.563,16.05727,16.29835,16.43907,16.55315,16.43924,16.73883,15.87154,16.44478,15.84217,16.2753,16.22068,16.32766,15.58759,16.39418,15.85958,16.36626
"ACTR3",16.40982,16.54812,16.72808,16.11757,16.4035,16.68949,15.96841,16.41294,16.85321,17.0479,16.60182,16.80927,16.61563,16.67932,16.84336,16.74437,16.4258,16.63111,16.56725,16.55383,16.38529,16.72511
"ACVR1",12.41543,11.25213,12.11242,11.37853,12.73916,11.91561,11.94346,12.41967,11.81343,11.87821,12.55931,11.27935,12.94872,11.25927,11.10327,11.47735,11.80623,11.58901,12.65007,11.9422423237128,12.93859,12.25007
"ACY1",13.53131,13.03757,13.46165,13.05264,13.22131,13.17715,13.0383,13.44305,13.62562,13.00975,13.45413,13.35902,13.1334,13.01313,13.19351,13.39598,13.33191,13.47325,13.12627,13.17932,13.2226,13.55561
"ACYP1",11.37428,11.65848,11.90702,11.65589,11.65575,11.80715,10.77332,11.24335,11.40778,11.86084,12.10817,11.91689,10.89348,11.82579,11.26827,12.11424,11.31487,11.55705,11.15164,11.08027,11.23405,11.25878
"ACYP2",11.74456,12.22113,12.28312,11.64437,11.11243,11.69092,10.77065,11.50288,11.71313,12.61083,12.12248,11.78973,11.8971,12.58729,11.9793,12.37615,11.95829,12.6531,11.36241,11.67665,12.13965,12.75583
"ADAM10",13.14279,13.78323,13.52743,13.311,13.95889,14.28724,13.45742,13.36175,13.49517,13.66395,13.85204,13.77779,13.92564,13.09125,12.89263,13.15958,13.57768,13.28881,13.3669,13.75192,14.0696,13.36357
"ADAM15",10.31471,9.45356,10.12923,10.01756,10.40427,10.0056,10.65876,10.15387,9.83695,9.88941,11.00323,10.20966,9.9582,10.1482,8.17196,9.50039,9.58297,10.40485,8.83783,9.22872,9.68071,10.0043
"ADAM17",11.92219,12.20304,11.4969,11.60021,12.61488,12.30609,12.43044,12.74859,11.96944,12.53961,12.63249,12.91402,12.92906,12.31914,12.32216,12.45427,12.09295,12.30308,12.7121,12.17768,12.9627,12.90318
"ADAM9",12.43457,13.92348,12.80748,13.35472,13.5013,14.37474,12.7398,14.07443,13.0341,13.55422,13.33201,13.14201,13.03739,12.95216,13.02721,12.4025,14.04273,12.52742,13.66341,13.60407,13.37299,13.39409
"ADAMTS1",10.7055,8.78471,10.22427,9.51545,11.93357,10.4552,10.88959,11.4053,12.24964,9.84375,11.04796,10.69751,13.15591,12.31902,12.449,11.04564,13.04073,10.67798,13.16375,12.71807,13.48467,13.12308
"ADAMTS2",12.86808,12.6208,12.78528,12.04211,10.77129,11.6501,9.8886,10.31646,12.85688,12.71657,11.04245,11.79139,9.72425,9.0927,9.46988,9.21326,10.04381,9.58167556461924,9.94409,9.95213,9.66642,9.96177
"ADAMTSL1",9.8791,9.25949472732301,8.97943691196945,9.19997896150724,11.2317,10.46738,10.70821,8.82131,7.58026,8.27864,9.83108,9.80216,11.23946,10.83155,10.58536,9.75547,10.71123,9.80582,11.8407,11.7687,11.31634,10.87999
"ADCY6",9.27303471665912,9.20388,8.70862,9.49001,9.1759071011156,8.68383,9.56118303162095,9.45206,8.54282,8.14869,10.22252,10.32419,9.66458,7.74267,9.50851852914524,9.59345,9.96032,9.87058,9.1007,9.5131,9.4708,9.98964
"ADCY9",9.50411,9.55897,10.18918,9.79185,9.40657,9.81223,10.41778,9.79534,9.86264,9.35199,10.42164,9.67487,8.13639,9.8344,8.59806,10.19042,9.46074,9.80867,8.82044,10.12121,9.47885,10.09575
"ADD1",15.5494,15.04579,15.83241,14.97605,15.26678,15.25679,14.97867,15.202,15.95887,15.57833,15.77687,15.53979,15.14168,15.4653,14.22786,13.92031,14.88555,14.34144,14.92349,15.72978,15.32848,15.57365
"ADD3",13.97459,13.44421,14.19551,13.42249,13.79715,13.57978,13.34153,13.33131,14.34939,13.69312,14.13597,13.75343,13.47713,13.72148,12.80959,12.11418,13.10265,12.52839,13.55192,13.88473,13.60529,14.05872
"ADGRA2",9.92082,9.1222,9.36177,9.2911,10.44521,10.9685,10.56681,10.26215,9.9595,9.8074,10.20076,9.81387,9.36055,9.5089,7.8184,8.63625277900333,8.94787616047198,8.9090449224162,8.88516,9.84271,9.28589,10.31746
"ADGRE5",12.69063,12.87152,13.23598,13.00439,13.6255,13.0503,12.02992,11.94672,13.53231,13.74387,13.72803,13.50991,13.89326,13.28058,12.90752,12.48592,13.39713,12.567,13.50118,13.11226,13.61859,13.72124
"ADGRL2",10.71413,10.44906,11.24607,10.27538,8.11503,10.55045,9.04976,9.80474329296973,11.12808,10.26696,10.18753,9.90838,9.08558,9.33959,10.49571,9.80675619739637,9.15377,9.70673769892773,9.29289,8.96323,9.29274,9.91352
