"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"HEATR5A",-0.25636362710758,11.3325949977431,-1.08677682476651,0.28888207160718,0.629437847105878,-5.75441263799732
"SNTB1",0.351330984848486,13.1693907282693,1.08573785606933,0.289331530210539,0.630082722288733,-5.75549631387507
"DENND10",-0.2901841593676,11.6994825186705,-1.08521874894454,0.289556284903929,0.630237831140312,-5.75603741076159
"ADAM15",0.221332919134682,9.82289506819246,1.08131634009513,0.291249912253383,0.633460939631401,-5.76009770907996
"RRAGA",-0.238826149606121,13.698288632752,-1.08109602970965,0.291345737886501,0.633460939631401,-5.76032654236998
"GALNS",-0.228468863636364,11.6903448173622,-1.07913269740602,0.29220070472317,0.634524933288912,-5.76236398245658
"DAGLB",0.337954223341361,11.4243032327597,1.07895113119569,0.292279861792056,0.634524933288912,-5.76255223437104
"PPA2",-0.217125139784045,14.053166656092,-1.07856647693478,0.292447609633211,0.634524933288912,-5.76295095872583
"HSPD1",0.173555530303034,17.1299535330579,1.07855322071195,0.292453391908069,0.634524933288912,-5.76296469757018
"CCDC88A",0.267739794326298,9.39804240401973,1.07766759649618,0.292839881163753,0.635027845841103,-5.76388222194515
"COMMD2",0.221641274774068,11.6354048589459,1.07700904549875,0.293127512508539,0.635315965600608,-5.76456405582184
"DOCK1",-0.283609330764511,11.1602647006343,-1.07662206015866,0.293296628298455,0.635347049691376,-5.76496454856961
"HARS2",-0.25332166646966,11.3381486370144,-1.07560147350974,0.293742968803977,0.635575982974396,-5.76602013882161
"TRAPPC9",-0.314676513903954,9.86163604864283,-1.07537375894834,0.293842623289168,0.635575982974396,-5.76625554089817
"GFM1",-0.173877575757581,13.0591734917355,-1.07505060041692,0.293984088431134,0.635575982974396,-5.76658953232988
"ARPC5L",-0.21047606060606,12.995311714876,-1.07460059801798,0.294181161788993,0.635575982974396,-5.76705446966584
"GALNT1",-0.305670530303033,13.8166067768595,-1.07458233664723,0.294189161144695,0.635575982974396,-5.7670733334181
"PLAA",0.152732954545458,13.5120863016529,1.07425793738878,0.294331289557692,0.635575982974396,-5.76740838558619
"CAVIN2",-0.498853524750496,11.6514959105525,-1.07274036676815,0.294996833435993,0.636678234098187,-5.76897458585311
"ATXN10",0.197208257575758,13.2187205165289,1.07237245623101,0.295158346054344,0.636692070705771,-5.7693539865962
"ECH1",-0.165172272727272,14.733861428128,-1.07078943603433,0.295854013918822,0.637857524756703,-5.77098511323483
"AKAP9",0.291703295465695,9.12482868457732,1.06994022564928,0.296227687870851,0.638327904834563,-5.77185923866305
"RIPK1",-0.188782651515156,12.7068822520661,-1.06793254930284,0.297112458488525,0.639898553040606,-5.77392334126333
"GPX1",0.312948333333336,15.1770729545455,1.06666087427359,0.297673854221108,0.640771458614393,-5.77522895527347
