"","Ost_contr_8","Ost_dif_8","Ost_contr_9","Ost_dif_9","Ost_contr_11","Ost_dif_11","Ost_contr_12","Ost_dif_12","Ost_contr_20","Ost_dif_20","Ost_contr_22","Ost_dif_22","VIC_contr_213","VIC_dif_213","VIC_contr_431","VIC_dif_431","VIC_contr_432","VIC_dif_432","VIC_contr_482","VIC_dif_482","VIC_contr_494","VIC_dif_494"
"A2M",18.318,16.75403,18.46978,16.96166,19.25635,17.8582,17.67325,16.66065,18.52052,17.8868,18.8912,16.90173,18.494,15.93612,18.592,18.39454,18.67978,17.79056,18.2286,15.08405,18.01737,14.91207
"AAAS",11.21828,10.75574,10.83809,11.15126,11.20455,10.75345,11.26362,10.96504,10.69127,11.04047,11.45573,10.72087,11.2333,11.4919,9.10529,9.93325,8.83746,9.85427,10.93348,10.63454,10.90047,11.5266
"AACS",11.13863,10.97493,11.05809,10.73157,10.70106,11.57122,10.43416,10.83588,11.56943,12.72823,11.67389,11.98297,11.0705,10.17782,11.01351,11.55782,12.14641,10.83249,11.75241,11.28244,11.22585,11.76422
"AAK1",13.06729,13.05752,12.95209,12.86178,12.84641,12.65034,12.93152,12.53358,13.08691,12.84886,12.85391,12.8527,12.00947,12.49607,12.49415,12.68504,13.09016,12.73475,12.07319,12.66397,12.54942,12.41692
"AAMDC",11.55122,12.17595,12.99962,12.80912,12.34246,12.56587,12.31873,12.71281,12.13301,12.71107,12.60158,12.7166,12.73935,13.21537,12.93495,12.7808,12.10595,12.84494,11.57634,12.42243,12.58968,12.03933
"AAMP",12.49721,12.01377,12.5103,11.7144,12.69877,12.6314,12.49784,12.38056,12.6718,11.10775,12.14813,12.16524,11.92972,11.90665,11.99515,12.27403,12.62735,11.95532,12.06585,12.24151,12.72478,11.90463
"AAR2",11.38331,10.25354,11.28252,11.75333,11.36007,10.80086,11.67458,11.64241,11.03267,11.1175,11.3083,11.51556,11.08433,10.76616,11.12355,11.44557,11.63716,11.36231,11.2349,11.21531,11.13394,11.41872
"AARS1",15.392,15.04359,15.52379,14.61862,15.41646,15.0906,15.65427,14.88569,15.5743,15.18093,15.3614,15.1239,15.19682,15.29586,15.40833,15.25789,15.32486,15.49403,15.63176,15.5736,15.56425,15.13474
"AARS2",10.82664,10.62048,11.16967,10.00197,11.19032,11.212,11.24974,11.08565,10.15208,10.90408,11.17548,10.93476,10.84226,11.45111,10.86678,11.21257,10.45701,11.02114,10.90888,10.58964,10.68727,10.97203
"AARSD1",11.97577,12.32222,12.49338,12.26167,12.69677,12.69776,12.43825,12.33412,12.73107,12.40454,13.07819,12.24132,11.60794,12.57171,11.517,11.90628,12.49194,12.44784,12.35923,12.60098,12.5509,12.66749
"AASDHPPT",12.13983,12.32394,12.6124,12.34285,12.2836,12.1135,12.01509,11.95599,12.43703,12.23403,11.7921,11.62301,12.04305,12.02201,11.79707,12.38432,12.6241,12.76454,12.19205,12.11177,12.56981,12.33601
"AASS",11.50746,10.98371,11.02853,11.10703,10.84413,11.47033,11.12221,12.11192,10.71157,11.42536,11.18712,11.91085,11.31054,12.48215,11.11954,12.46673,11.36863,12.08919,10.49924,11.76191,11.03958,11.58396
"ABAT",10.31277,11.38163,11.33573,11.52091,9.87456,11.0328,9.79627,11.82473,10.79063,11.40797,10.27896,11.67566,10.20842,11.53945,11.3589,11.84881,11.34421,12.0169,9.85333,10.1657,10.5398,12.04904
"ABCA1",8.27613,9.39745,9.31173,8.97373,9.15314,8.50464,9.55849,9.398,9.00832092204541,9.15787704052297,9.52322,9.24452928728924,8.18067,9.31609,8.85424469367523,9.4536,9.09275,8.59649,7.76606,9.07728,8.33779,9.4176
"ABCA6",9.93385866245329,10.16503,10.0263526652316,10.7747,9.97263928171032,10.30024,10.4517316656542,11.10076,9.73714640139271,9.98674,9.6612,10.45253,10.68294,11.38842,9.88523,10.603,9.64254751021854,10.05634,10.12257,10.89839,9.1574,10.15611
"ABCB10",9.44761,10.48035,10.83235,10.44397,10.0893616011964,8.79147,10.37925,10.82098,10.45901,9.30485,8.55807,10.08116,6.19562,9.49073,10.60309,5.17944993435921,10.31705,2.90617,8.82518,10.19375,10.05769,9.09124
"ABCB6",11.46968,11.45409,11.5191,11.5496,11.23506,11.80783,12.25103,12.27175,11.58755,12.07846,11.75706,12.22203,11.01186,11.5819,10.72981,12.00108,11.41053,12.03218,11.3196,11.1528,11.3078,11.63264
"ABCB7",11.65289,11.6383,12.02079,11.93283,11.4126,11.95659,11.74866,11.75886,11.24066,11.76829,11.68293,12.10283,10.91574,11.8047,12.30852,12.59367,11.2113,12.43692,10.78223,11.1058,11.64646,11.74165
"ABCB8",10.77962,10.32085,10.58374,8.79657,9.05249,10.43815,11.24994,10.51644,10.0493,10.31461,10.62884,10.43303,9.22937,9.99292,8.90158,10.1225554365023,9.56824556735065,10.33465,10.43501,9.78218,8.88471,9.65134
"ABCC1",12.65446,12.47043,12.99485,12.51942,12.97599,13.31301,13.68253,13.54847,12.65009,12.87175,13.47754,13.0232,13.05417,12.98926,12.65252,12.6874,12.57804,12.92262,13.02081,13.20724,13.49012,13.1847
"ABCC4",11.64041,12.69085,12.00015,13.21385,11.40739,11.8659,11.53394,11.71418,11.26982,12.76966,11.7667,11.80815,11.48882,12.44524,10.24122,12.20239,11.4904,12.78104,11.33504,11.60694,11.50718,12.85909
"ABCD1",12.02502,11.9061,12.5745,12.51011,10.52674,11.5072,11.54739,11.82583,11.53345,12.4127,11.82384,12.06534,12.04309,12.19496,11.63545,13.09693,12.16738,12.43163,11.34316,12.35067,12.24789,12.7388
"ABCD3",13.27131,13.22672,12.85498,13.29093,11.72234,12.74342,12.9614,12.83346,12.96563,13.18917,12.92465,13.17302,13.61519,13.15188,13.29107,13.2524,14.00034,14.05485,12.24877,13.13018,13.13454,13.43323
"ABCE1",13.91312,13.67605,13.71806,13.64524,13.81421,14.11918,13.96183,13.84025,14.10747,13.87548,14.06764,13.94157,14.09411,14.27274,14.02588,14.16486,14.34982,14.07487,14.07833,14.0944,14.16906,14.20866
"ABCF1",13.91682,12.7106,13.98163,12.26295,13.95369,14.20808,13.88153,14.05392,14.14704,14.17702,14.077,14.191,13.51942,11.34078,13.23341,10.696,14.00545,11.38664,13.63719,14.02139,13.98172,14.02765
"ABCF2",13.56455,13.7342,13.74459,13.70998,13.48335,13.73056,13.63234,13.62238,14.05832,13.58861,13.3408,13.65346,13.67602,13.36044,13.17676,13.34952,14.24667,13.43062,13.26396,13.71851,13.71427,13.60857
"ABCF3",11.3698,12.00478,12.01516,11.4468,11.38134,11.34207,11.58144,11.24457,11.60096,11.53046,12.05616,11.73994,11.73375,11.57993,11.31012,11.72916,12.38284,12.22994,11.26574,11.14442,11.88303,11.6419
"ABHD10",13.11213,12.92687,13.16182,12.95984,12.91979,12.71659,12.23239,12.24547,13.33628,13.23924,13.23194,12.98262,12.63825,13.34661,12.52301,13.36938,12.3794,13.55029,12.79523,13.35152,13.03895,12.69293
"ABHD11",12.29066,11.9019,12.0374,12.07629,12.47091,11.81172,12.09538,11.14493,12.34251,11.75437,12.79792,11.71203,11.5075,11.8919,10.95311,10.95961,10.39721,10.49069,11.15373,11.12234,11.45926,11.26627
"ABHD12",12.47821,12.51462,12.63929,12.34944,12.16881,12.52477,12.50995,13.00249,12.43597,12.51575,12.87065,12.51715,12.15691,12.23737,12.45032,12.78902,13.65832,13.33738,12.48389,12.70846,13.03513,12.77937
"ABHD14B",15.65473,15.47916,15.53042,15.95117,15.18987,15.47746,15.49465,15.74826,15.39752,15.62802,15.38249,15.81934,14.57798,15.476,14.80873,15.83256,14.60071,15.45333,14.30987,15.27369,14.7494,15.14357
"ABHD16A",11.05428,12.04328,11.39941,13.01497,11.09105,11.79754,12.11638,11.70458,11.89875,11.90795,12.04709,11.55665,11.95883,11.49482,12.2624,12.27009,12.57622,12.51775,11.59499,11.65871,11.98426,11.70709
"ABI1",13.92381,13.65484,14.05345,13.98558,14.51777,14.21762,14.15208,14.08313,14.00424,14.3995,14.12483,13.97967,13.85314,13.44464,13.98428,14.13419,14.20793,13.89526,14.23887,13.9437,14.18665,13.64682
"ABI2",12.1985,12.38871,13.32852,12.60768,12.85821,12.95852,13.14322,13.21744,12.64094,13.06762,13.28672,12.47096,14.25983,11.86961,12.77686,12.55393,12.73992,12.83038,12.72893,13.13239,13.09275,13.30057
"ABI3BP",10.46979,10.85001,10.80965,10.0838,10.95345,10.53464,10.97294,9.74448,12.17758,10.91229,11.45348,12.03204,8.70143,8.77528,10.35307,9.30493,9.64424,9.62156,9.75496199396714,9.62307,10.46662,10.19226
"ABL1",9.11603,9.77431,9.69546,10.51995,9.64444,9.9338,9.26116,9.49731,10.12508,9.80324,9.82412,9.67798,9.52069,9.59789,9.62615,8.03554,10.03451,8.60823,8.92576,9.31639,9.65664,9.76451
"ABLIM1",9.53808,8.76526357012365,10.04586,8.52975577785077,11.18424,8.60389,8.72072,8.91988090556496,11.28984,9.62864,10.92891,9.46682846310824,12.02945,12.14475,9.874,8.02191,11.38613,9.55523,12.53197,13.02782,12.39146,13.0514
"ABR",12.43847,12.073,12.16491,11.86656,12.0214,12.33145,12.4172,12.26049,12.44787,12.05562,12.25105,12.5634,11.39027,11.41334,11.25197,11.30232,11.89996,11.7097,11.37556,11.68823,11.52078,11.6608
"ABRACL",15.19257,15.44414,14.8992,15.32772,15.18272,15.39625,15.11123,15.11633,14.52894,14.57436,15.41899,15.0338,14.09532,15.92516,13.99444,15.66605,14.55269,15.25207,14.59996,15.20872,14.30821,14.36549
"ABRAXAS2",12.44319,12.28035,13.2829,11.66797,11.95687,12.50849,12.35084,12.34352,12.85495,12.83768,12.71063,12.70423,12.35324,12.58151,12.49464,11.66143,11.94309,12.78661,12.25256,12.70909,12.88416,12.05939
"ACAA1",14.20378,14.27151,14.47107,14.43462,14.04055,14.16711,13.18999,13.19425,14.28715,14.31068,14.31898,14.21574,13.58669,14.23756,13.24994,14.14495,14.15215,14.47885,13.31696,14.07121,13.95613,14.45467
"ACAA2",14.47488,14.34085,15.09295,14.48608,14.90865,14.40826,14.24851,14.36459,14.87786,14.6823,14.55176,14.84507,14.13196,14.53104,14.54826,14.89841,13.9267,14.54572,13.97215,14.46172,13.81955,14.10943
"ACACA",11.40185,11.44378,10.84493,11.11313,10.70468,12.29141,11.5484,11.53572,11.22936,12.11411,11.97214,11.69213,11.71638,11.489,11.37194,10.50452,11.66614,11.53915,11.87766,11.9111,11.93134,12.23175
"ACAD11",11.77486,11.7573,11.36548,11.44515,11.23894,10.36061,12.23463,11.77774,11.93831,11.0742,11.65894,11.81048,12.3444,12.35891,11.13094,9.44083,12.02833,10.80756,11.33114,11.73941,11.32316,11.63291
"ACAD9",13.45884,13.57097,13.45756,13.39908,13.10963,13.50695,13.38466,13.67487,13.3023,13.43809,13.49314,13.69588,12.67725,13.57664,12.04716,12.77371,12.29062,13.62551,12.49567,13.35059,12.39397,12.8793
"ACADM",13.26421,12.4491,12.97111,12.5519,13.39952,13.13635,13.37828,13.29633,12.91535,13.13699,13.07761,12.81301,12.84309,13.51853,12.39259,12.8525,12.18178,12.63897,13.1487,13.11074,12.85382,12.91406
"ACADS",11.11794,11.7481,12.38428,12.16613,12.51584,12.33042,11.74425,13.23071,12.02727,12.71304,12.10838,12.7944,12.34678,12.5084,12.39361,12.43794,11.25747,12.22533,11.20784,11.56417,11.97898,12.36564
"ACADSB",11.56282,11.39347,11.99391,11.54935,12.14587,12.56674,11.96685,12.65889,12.00486,12.21503,12.2611,12.35985,11.84194,12.29441,11.6919,12.16426,11.67571,12.51316,11.41511,11.94061,11.69315,12.23662
"ACADVL",15.29393,15.09936,15.37607,15.478,15.59105,14.78002,15.64989,15.50721,15.41276,15.38692,15.38703,14.68424,15.55091,15.67302,15.8567,15.6531,15.55424,15.75028,15.50144,15.61138,15.23388,15.58989
"ACAP2",13.31655,13.43257,13.60966,13.2533,12.79201,13.43413,13.33015,13.40777,13.13998,13.54966,13.47051,13.57999,12.51302,13.19475,12.93316,13.1106,13.18542,13.02789,12.44308,12.84833,12.88653,13.09929
"ACAT1",16.0792,15.70507,16.09503,15.76085,16.26571,16.32117,15.66417,16.066,16.13736,16.25216,16.38258,16.42552,15.64627,15.97428,15.29847,15.67571,14.9244,15.78865,15.73917,15.89555,15.57465,15.49684
"ACAT2",14.26763,14.72596,14.40705,14.19868,14.88384,15.50175,14.29773,14.82237,14.32038,15.1831,14.79587,15.02739,14.99579,15.32664,13.90426,14.40797,14.22081,14.49442,14.54362,14.93623,15.04658,15.23863
"ACBD3",13.70134,13.99378,13.73983,13.24801,13.81995,13.79002,13.42598,13.27825,13.73429,14.01797,13.52849,13.7248,12.98477,12.86183,13.8477,12.74751,13.90973,13.50376,13.78372,14.08824,13.89337,13.36122
"ACBD5",13.06927,12.8238,13.11525,13.03561,13.18941,12.77941,12.97258,13.15869,13.03186,12.50099,12.51409,12.63025,11.97892,11.66015,12.01316,10.58862,12.06841,12.12051,12.22123,12.78475,12.4862,12.24619
"ACLY",16.6774,16.54431,16.9916,15.96528,15.73092,16.73243,15.98521,16.02835,16.9784,17.03102,16.58696,16.57458,16.34416,16.23425,16.22079,16.33441,16.88258,17.05229,16.2856,16.6906,16.73168,16.5944
"ACO1",15.04954,15.19532,14.99094,15.33067,14.82615,15.73402,14.76602,15.54368,14.93824,15.45649,15.57581,15.4836,14.664,15.18287,13.87876,14.12216,14.72888,14.69598,14.72307,15.08319,14.53949,15.21824
"ACO2",14.94935,15.02699,15.19041,15.19904,14.83284,14.98334,14.85096,15.37823,15.04459,15.16406,14.7074,15.25464,14.18173,15.16801,14.96853,15.47837,14.05963,15.21023,14.42776,15.1937,14.3918,14.59882
"ACOT1",13.43934,14.14307,14.3597,14.74203,13.82965,14.40246,12.79537,13.83558,14.43247,15.80752,14.04511,14.86231,13.33239,14.50519,12.90535,14.51608,12.09632,13.93238,12.91426,13.86834,13.11744,14.18398
"ACOT13",14.0115,12.80214,13.28197,14.05689,13.12303,12.46013,13.59155,13.41979,13.56268,14.04124,13.39623,13.51405,13.0618,13.23336,12.8067,13.42157,12.63972,13.15946,12.82341,12.41532,11.91527,12.45091
"ACOT7",13.24306,13.36444,13.646,13.59465,13.82108,13.45994,13.70672,13.60346,14.20378,14.15885,14.05339,14.01193,13.62717,13.947,14.49463,15.10334,14.83817,15.07215,14.21554,14.48996,13.8179,13.93484
"ACOT8",13.09796,12.70498,13.74961,13.20889,12.42137,12.74416,13.02559,12.85983,13.84124,13.69436,13.88541,13.24608,12.61686,12.57471,12.51001,13.49063,13.24251,13.73435,12.68368,13.14461,13.12964,12.82009
"ACOT9",14.47281,14.62676,14.73342,14.90262,13.9543,14.17061,14.37235,14.73638,14.28033,14.57353,14.59429,14.86473,14.05866,14.58933,14.10662,14.91258,14.15496,14.75432,13.86585,14.34814,13.89804,14.34193
"ACOX1",11.03386,11.51409,11.25814,11.41176,11.11597,11.06893,11.29102,10.83128,11.38782,10.9724,10.77286,11.21745,11.26176,10.56165,11.06533,10.9302,12.36345,11.94325,11.21247,11.49157,11.97867,11.5341
"ACOX2",11.5895,11.78508,12.95316,11.68076,11.14042,11.02798,11.48604,11.71575,11.94232,11.98348,12.40138,12.05536,11.25582,12.21829,11.24086,11.54833,11.55541,11.69349,11.85288,12.07994,12.06541,12.40146
"ACOX3",13.28192,13.08831,13.9198,13.47815,12.18177,12.92968,12.91669,13.00916,12.99255,13.00048,13.3195,13.11045,12.5474,13.16388,12.93996,13.45558,13.13178,13.68691,12.10138,12.85877,12.90665,13.39837
"ACP1",14.048,13.8684,13.99885,13.82732,13.72523,14.14204,13.5596,13.33713,14.66789,14.47759,14.61365,13.85161,14.04015,14.64314,14.6544,14.48959,14.48852,14.5331,13.95671,14.00862,14.66701,14.23823
"ACP2",14.20683,14.23736,14.44587,14.52204,14.17934,13.77358,14.228,13.94306,14.37718,14.70818,14.67868,14.55177,14.6953,15.20107,14.95866,15.63173,14.14922,15.7926,13.95042,14.5583,14.80387,15.08401
"ACSF2",12.77127,12.8994,13.15157,13.1076,11.51889,12.56006,11.06804,11.84416,12.57547,12.86633,12.4946,12.95906,11.2776,12.34403,12.26178,12.97518,11.1438,12.16952,10.60653,12.30734,11.78452,11.97093
"ACSF3",10.22397,10.03751,11.11155,10.70766,10.73893,10.71044,10.30278,11.13883,10.67036,10.88076,11.01244,11.15534,10.09335,10.88816,10.15297,11.75185,9.89848,11.26054,9.84468,10.5486,9.65226,9.92409
"ACSL1",13.75098,14.58294,13.67009,15.08669,13.46705,14.69848,13.3312,14.23804,13.58925,15.04461,13.73653,14.96239,13.2036,14.06778,13.49153,14.15678,13.47718,13.80313,13.20505,13.20442,13.48612,13.99315
"ACSL3",14.68633,14.79685,14.61826,14.16466,13.8763,14.76119,14.55225,14.0982,14.29067,15.10457,14.77054,14.63651,14.42001,14.73281,14.53526,14.55361,14.66501,14.63366,14.54436,15.17448,14.6107,14.56318
"ACSL4",13.12465,13.40761,13.16719,13.0463,13.57743,14.05799,14.05443,13.68596,13.26845,13.53853,13.90276,13.41057,13.35437,13.26988,13.08021,13.02032,13.54773,13.4897,13.63951,13.77089,13.43922,13.33047
"ACSS2",13.22306,13.62111,12.92405,13.44741,12.68339,14.15533,13.18153,13.73199,12.75341,14.11382,13.69613,14.32386,12.73089,14.12575,12.51534,13.73318,13.54329,13.94902,12.51456,14.12426,13.48848,14.17331
"ACSS3",12.31171,12.4043,12.78617,12.84511,11.76573,12.38701,12.42851,12.47005,12.307,12.68628,12.86018,12.65812,11.91577,13.33437,12.17464,12.92105,10.2459,12.83184,11.67672,11.84401,11.77643,12.76515
"ACTBL2",20.11698,19.75902,20.35865,19.55207,20.24818,20.09037,19.62834,19.66882,20.33534,20.14379,20.38171,20.27164,20.09431,19.67479,19.48747,19.77302,19.84595,19.89479,19.90124,19.64886,19.92702,20.1719
"ACTL6A",14.02538,13.42004,13.92154,13.28969,14.36698,14.47558,14.14517,14.05789,14.19022,13.60323,13.88062,13.77071,13.63516,13.54198,12.33685,13.24202,13.01139,12.6351,13.94507,13.66109,14.13287,13.82237
"ACTN1",18.76079,18.60879,18.97309,18.55432,17.74192,18.37172,17.72311,17.93618,18.87043,18.82716,18.47525,18.68444,17.56075,18.5283,17.79609,18.93614,18.18613,18.82764,17.45958,18.16842,18.32193,18.52027
"ACTN4",19.7171,19.57496,19.91838,19.46581,19.45646,19.65359,19.65691,19.72536,19.78003,19.69186,19.45104,19.83656,18.69883,19.45144,18.52607,19.67471,18.76571,19.55719,18.57634,18.95686,19.25158,19.31851
"ACTR10",14.73101,14.85535,14.89778,14.92489,14.4094,14.75602,14.16557,14.6746,14.88825,15.25056,14.70581,15.02689,14.74538,15.03719,14.71823,14.84455,14.86209,14.73652,14.66137,15.07121,14.66484,14.91966
"ACTR1A",15.16904,15.28662,15.38556,15.00102,15.24241,15.10127,14.75273,14.91423,15.32728,15.42946,15.12455,15.33403,14.24614,15.015,15.11974,15.25511,15.19934,14.95569,14.55679,14.76296,14.66359,14.70929
"ACTR1B",16.09437,16.08502,16.41781,16.15751,16.04,16.23879,16.0076,15.90075,16.07707,16.31919,16.25723,16.32936,15.8214,16.30225,15.98562,16.41443,16.00855,16.27573,15.67964,16.10631,15.6544,15.75214
"ACTR2",16.57009,16.24894,16.61985,16.2247,16.06132,16.64545,16.11412,16.53645,16.48846,16.62118,16.45211,16.81811,15.90875,16.43039,15.98341,16.45649,16.33322,16.43642,15.60523,16.4365,16.0328,16.49242
"ACTR3",16.35107,16.59367,16.62855,16.132,16.31717,16.45206,16.03747,16.2673,16.75054,17.01962,16.49613,16.6921,16.37704,16.57717,16.63995,16.78214,16.49099,16.63443,16.44353,16.51484,16.23586,16.68242
"ACY1",13.55225,13.03614,13.34669,13.14276,13.35847,13.05691,12.85254,13.14486,13.51864,13.04479,13.34585,13.3563,12.80526,13.05908,13.07514,13.41389,13.25463,13.31444,12.73711,13.018,12.9065,13.34359
"ACYP1",11.23085,11.91668,11.98954,11.44674,11.74008,11.52793,11.16939,11.21567,11.49519,11.83613,11.6969,11.69816,10.43282,11.33122,11.26905,11.9892,10.96173,11.42609,10.57895,10.76288,10.99414,11.13096
"ADAM10",13.16053,14.07296,13.58828,13.7516,14.05197,14.23577,13.53512,13.37051,13.12637,13.63545,13.9935,13.8086,13.78007,13.01473,12.67263,13.14237,13.54892,13.37454,13.4794,13.65442,14.13294,13.09671
"ADAM15",10.24089,9.34385,9.92872,9.64272,10.19917,9.85238,10.46493,10.25045,9.76247,10.1584,10.73924,10.1372,9.9151,9.71165,8.96907,9.49348,9.0166,9.64818,9.57537,9.10703,9.79446,10.04535
"ADAM17",11.53076,11.96151,11.55237,11.56211,12.08488,12.02679,12.25144,12.24134,11.13694,12.33473,12.59395,12.22358,13.19743,12.29725,12.22682,11.90759,12.15087,12.14594,12.52199,12.29195,13.05999,12.81065
"ADAM9",10.9335,12.77894,11.66253,12.10859,12.01192,12.90206,11.13545,12.82778,11.65452,12.18911,11.98542,11.97984,11.72112,11.69652,11.68069,10.61854,12.47843,10.99223,12.06777,12.28303,11.85436,12.0464
"ADAMTS1",10.61093,8.81921,9.69911,9.10416,11.46591,10.6308,10.36559,11.14482,11.5685,9.20693,10.63576,9.94073,12.27546,12.04168,11.82225,10.35392,12.66392,10.46555,12.43384,12.53994,13.05339,12.64052
"ADAMTS2",15.59227,15.14768,15.64363,14.46497,13.95421,14.24641,12.53617,12.98871,15.59212,15.33563,14.2382,14.10859,12.40002,11.96248,13.19201,13.6961,13.18855,13.2827195706099,12.79619,12.45804,13.68679,13.48174
"ADAMTSL1",9.05057,10.40464,10.1914752699242,9.86688136263628,11.38859,10.12593,10.6559,10.27215,11.13689,10.2894234177691,10.13148,9.14614,11.70527,11.32036,10.90181,10.39607,11.18154,9.93617,11.79755,11.95931,11.49241,10.73768
"ADD1",14.42023,13.96319,14.70237,13.88408,14.11751,14.06678,13.96392,14.01241,14.82024,14.37541,14.51246,14.35035,13.87224,14.31128,12.99043,12.74522,13.65436,12.98665,13.76231,14.52888,14.13491,14.35119
"ADD3",13.95858,13.41847,14.16649,13.44494,13.66602,13.69419,13.2112,13.38497,14.29316,13.72663,14.18809,13.66699,13.29226,13.7768,12.64838,11.99448,13.02204,12.36089,13.43628,13.55364,13.57102,14.06013
"ADGRA2",8.29565,9.91494,9.90562,9.87686,10.51834,10.22518,10.24602,10.24394,8.81782,9.78631,9.52769,10.33181,9.3128,9.60133,8.16236,8.88848840375849,8.17199618751551,8.67840362942239,7.51785,8.33066,8.76105935182593,9.59901
"ADGRE5",13.02368,12.98985,13.18611,12.99752,13.65597,13.02448,12.08524,12.2108,13.46596,13.66882,13.56962,13.35575,13.84008,13.49242,13.10904,12.5826,13.47442,12.7446,13.76966,12.96016,13.82637,13.78294
"ADGRL2",9.30449,8.98058,10.13864,9.39225,8.75437,8.94563912768176,8.93911360685415,8.72958734340848,9.93458,9.77762,9.30402,8.39555,8.36168,7.63760608022832,7.80149784081642,5.71651,8.35349,7.26879,7.83121080204372,8.80239,7.02166,7.81618
"ADH5",16.34417,16.28147,16.40777,16.46167,16.56726,17.18776,16.39671,17.17043,16.31459,16.89873,16.33631,17.03492,16.57043,17.1331,16.27563,17.21239,16.49213,16.98142,16.39329,16.99161,15.91858,16.05325
"ADI1",13.95667,14.19439,14.32799,14.22255,15.31028,14.30541,14.90315,14.50623,14.19184,13.94535,13.95528,14.14506,13.98341,14.1237,13.71757,13.44467,14.14557,14.3646,14.06462,15.13035,14.35769,14.78769
"ADK",14.06171,14.07479,13.99542,14.01456,14.48489,14.53269,13.96941,14.39802,13.98734,14.36129,14.1597,14.80948,14.27087,14.36222,14.43154,14.77965,14.69861,14.75276,14.41725,14.65228,14.47178,14.7186
"ADPGK",13.27338,13.56214,13.32542,13.47831,12.9156,13.4836,13.22217,13.33837,13.19652,13.00361,13.2692,13.43056,13.00885,13.75787,12.81757,13.65788,13.55855,13.40821,13.03587,13.55249,13.19288,13.58299
"ADPRH",11.53482,10.97659,11.84861,11.69374,10.4193,9.81715,10.44175,10.72371,10.92791,10.80217,10.57978,10.97446,7.62314,9.90963,9.18132,10.22228,10.01821,11.24405,8.6716,10.38504,9.31013,10.18813
"ADPRS",12.35325,12.40376,12.70248,12.29935,12.49475,12.49755,12.00227,12.28817,13.12192,12.98725,12.47503,12.34305,11.91805,12.589,13.07129,13.28708,12.56239,12.93304,12.50859,12.5423,12.75597,12.38937
"ADRM1",13.23641,13.3836,13.2042,13.64799,13.3639,12.68008,13.06792,13.10917,13.2573,12.75545,12.83377,12.48978,12.98491,13.18375,12.79383,12.69184,12.74361,12.94298,13.39516,12.88386,12.91383,12.75702
"ADSL",14.64599,14.47862,14.56864,14.47161,14.22589,14.68373,14.14322,14.50379,14.57315,14.20611,14.66078,14.72694,13.97192,14.31659,13.23651,13.83862,14.39096,14.27946,13.77095,14.20252,13.96039,14.4816
"ADSS2",14.3966,14.11455,14.52159,14.08442,14.56919,14.39662,14.4238,14.52604,14.67326,14.55543,14.17506,14.40318,14.01337,14.13002,14.53522,14.44636,14.83827,14.39882,14.49652,14.39997,14.46447,14.22416
"AFG3L2",12.82728,12.7895,12.94863,12.81328,12.74058,12.73787,12.96181,12.97461,12.88545,13.21138,12.89993,13.01839,12.31344,13.16918,12.87682,13.2117,12.55584,12.90146,12.74371,12.80697,12.73053,12.91339
"AGAP3",9.82566,9.84613,8.95851,10.02192,8.96446,10.075,9.40416,9.90684,10.41393,10.83321,9.56159,9.7337,9.23351,10.17178,8.8472,9.69591,9.73385,7.62583,8.67939,9.23446,8.783,10.31529
"AGFG1",11.74505,11.25259,11.96415,11.5071,12.63883,11.86712,12.90983,12.36571,12.30145,11.58191,11.95577,12.00689,12.22104,12.48501,12.77186,12.17304,12.84726,12.20721,11.60458,12.92338,11.91052,12.5503
"AGK",12.08368,12.05225,12.32951,11.97306,12.01393,12.04072,12.09594,12.26877,11.73661,12.37844,12.12812,11.89231,11.9247,12.56558,10.88203,11.98791,11.269,11.93333,11.92244,12.32702,11.71007,11.95958
"AGL",13.30983,13.63986,14.12022,14.46924,12.86513,13.69344,13.39272,14.19666,13.41975,14.38316,13.71603,14.2451,13.52764,14.23355,13.67394,14.68462,13.53149,14.43434,12.92421,14.16828,13.56317,13.97027
"AGO1",9.50961533580175,8.73675,9.84916828300282,9.64049,10.00494,8.11445,11.03256,9.41851530458269,9.38972,9.96701,10.41566,9.50059,11.29893,9.88648,10.03933,10.20727,9.18833,8.95142,10.25759,9.89348,10.19553,9.79068
"AGO2",12.26242,11.93492,12.25797,12.28778,12.18591,12.13483,12.31049,12.50863,12.09386,12.2459,12.45382,12.26368,11.89581,12.3404,11.6549,11.78814,12.04818,11.92948,11.42859,12.13705,12.51724,12.10628
"AGPAT1",11.65691,11.56197,11.71813,11.21555,10.90455,11.22345,11.21473,11.48927,11.67661,11.46068,11.34851,11.2827,11.40418,11.33243,12.18612,12.29482,12.20081,11.99298,10.68236,11.14632,10.45987,12.06772
"AGPS",13.66972,13.68477,13.75818,13.82843,13.70508,13.86656,13.74351,13.72334,13.53312,13.73668,13.84171,13.86114,13.17465,13.40696,12.75548,13.51545,13.55599,13.89908,13.43267,13.85871,13.43248,13.5998
"AHCY",16.29634,16.83989,16.08587,16.75683,15.70066,16.39861,15.34438,16.30882,16.26612,16.78576,16.0644,17.23436,15.74056,16.16502,16.21761,16.91712,16.86669,17.07398,15.89071,16.45426,16.17357,16.31103
"AHCYL1",13.04685,12.39949,13.13585,12.32132,13.58868,13.00683,12.91544,12.78857,13.19745,12.92548,13.05143,12.97422,13.43411,10.59107,13.72044,11.79818,13.84193,12.02288,13.60696,13.73079,13.7388,13.4986
