"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PC",1.15440646969697,13.3502284090909,4.79969699643871,8.5340467820103e-05,0.00275844582993325,1.39193069081862
"GLIPR2",-1.4226389090909,13.1429345454545,-4.78453711434024,8.85488778239431e-05,0.00280172303392657,1.35595243760526
"PTK2",-0.831809209160379,11.8541030387425,-4.78388094814192,8.86904596748381e-05,0.00280172303392657,1.3543950515165
"LRPAP1",0.837348196969703,15.8498259090909,4.783712156071,8.87269170305613e-05,0.00280172303392657,1.35399442800991
"TNS3",1.11994934848486,13.661591177686,4.77617799678212,9.03696891925486e-05,0.0028274558354144,1.33611155951701
"EPHX1",1.42794927272728,16.4376629338843,4.77368762790708,9.09194081058955e-05,0.0028274558354144,1.33020017568449
"PRMT1",-0.696535409090901,13.9153712809917,-4.7643289907875,9.30155007088705e-05,0.00287089195796927,1.3079842381376
"PPP2R2A",-0.825540563859013,13.8855904089987,-4.75864530016935,9.4312188754967e-05,0.00288919055850104,1.29449102655436
"TPI1",-0.637370409090902,18.6619747727273,-4.74345833051437,9.78669971752018e-05,0.00297588165484595,1.25843319785545
"MIF",-0.984726742424229,19.1996421694215,-4.73441497536234,0.000100047551729811,0.0030198176459623,1.23695953071573
"INF2",0.998844242424239,14.8735080391871,4.72992652543734,0.000101147915153904,0.00303074592486699,1.22630096797744
"GNS",-0.80059596969696,15.3696480785124,-4.71998468944702,0.00010362877827707,0.00308258068715486,1.20269101788869
"MAVS",-0.753072424055173,12.4957988306296,-4.69998056911013,0.000108807740152516,0.00321335088723798,1.15517950088667
"BTD",-1.40484719494032,9.37655848639857,-4.69672257815211,0.000109675549047239,0.00321584377742083,1.14744083110986
"CCNYL1",-1.34813271187879,11.1393346217532,-4.69113308384138,0.000111180639829359,0.00323685479786894,1.13416376334812
"CTIF",-0.846307028271047,12.0588891699757,-4.66391048046212,0.000118813345536733,0.00343470974245274,1.06949355072424
"LIN7C",-1.0290454090909,12.6425949586777,-4.65330083024515,0.000121928913265304,0.00350012719548301,1.04428650580959
"PKD2",-0.926435886084084,12.9928973492498,-4.64699736833005,0.000123818722096376,0.0035296934319835,1.02930973799938
"TMOD3",0.768268742424247,14.3649763926485,4.62705949728757,0.000129992291344909,0.00368012659290242,0.98193547673278
"TNS1",-1.42442701515151,13.6895128719008,-4.59962325669493,0.0001389967508154,0.00390809357600832,0.916739031134267
"SLC2A10",1.30374621121096,11.8169663195394,4.58765800404759,0.000143117505145576,0.00399153169265571,0.888304732196601
"WDR54",-1.16865551809617,11.0142463046282,-4.58539927157006,0.000143909059808294,0.00399153169265571,0.882936997743204
"APEX1",-0.756731613790489,14.4350308408671,-4.58182567058718,0.000145170391958065,0.00399949301334133,0.87444452433528
"TSC22D1",-1.89477969040288,10.565782324533,-4.57396538824292,0.000147983955541925,0.00403705764832796,0.855764843130167
"TPST1",1.00466505875396,10.0581179334277,4.57125473003457,0.000148966874037654,0.00403705764832796,0.849323024887136
"ANKRD17",1.21132652842246,10.0659900708963,4.5698351912281,0.000149484229609221,0.00403705764832796,0.845949516993127
"CERT1",0.747373439581192,12.2034957521172,4.54353270416602,0.000159403443524257,0.00427680480828153,0.783441856580892
"SPAG9",0.630741681818183,14.6716002066116,4.52496264627065,0.000166802060591507,0.00444624973200088,0.739310712263797
"AKAP2",-1.15031862121212,14.6626757438017,-4.51653875343922,0.000170270968006346,0.00450943434623258,0.719291974384702
"NANS",-0.935757121212115,15.1696169628099,-4.49924165743718,0.000177622381175262,0.00467397355592597,0.678187881384215
"TACC1",0.861274242424246,11.8478532456975,4.48593557934352,0.000183493549702611,0.00479771351292496,0.646569245007157
"CRIP1",2.24630524774326,13.3926569601283,4.46403803321158,0.0001935823269268,0.00501979278471268,0.594538530902316
"AMPD2",-0.905595606060601,13.3194745247934,-4.46224448489763,0.000194432899578396,0.00501979278471268,0.590277107510448
"CBR1",-0.800029545454541,16.2124067355372,-4.45439885989208,0.000198197865283261,0.00508501398117366,0.571636557711539
"HAPLN1",-2.35897611841665,11.8933984139674,-4.45010032617605,0.00020029154595888,0.00510177599043926,0.561423925339028
"TGFBR2",1.22344283779806,11.0607233625794,4.44797106779259,0.000201336835676288,0.00510177599043926,0.556365235450194
"SMAD2",-1.55358533399744,10.551480484921,-4.43539244036582,0.000207624401684373,0.00522882312217394,0.526482228901439
"DNAJA1",0.658527287878794,13.9501350206612,4.42627593567031,0.000212304012471313,0.00531407299508987,0.50482565114639
"AK4",-1.6924863030303,14.6619977066116,-4.38437902730044,0.00023520596246737,0.00585163924805184,0.405316980542398
"PDXDC1",0.92938407575758,13.4683114876033,4.38087378495309,0.000237230645004555,0.00586645661291384,0.396993336013416
"CRLF1",1.52093359597665,9.54620765987425,4.37527005209028,0.000240503749054771,0.00588075804893909,0.383687129695677
"TNS2",1.31841640441679,11.037378073886,4.37498042444151,0.000240674141832343,0.00588075804893909,0.382999420936039
"PTGR2",-0.848624908782286,10.7639555874391,-4.36790234878813,0.000244876056796441,0.00594766396591562,0.366193435753699
"SGCD",1.62698051065744,12.18037744297,4.36551454649341,0.000246310078978235,0.00594766396591562,0.360524174006665
"NRP1",0.954544378787885,14.2954640909091,4.35817956968685,0.000250767952665284,0.00601989734322217,0.343109914276016
"MEDAG",1.63888232618112,8.33196223071475,4.34392433888959,0.000259663856298542,0.00615642404798317,0.309269957459345
"NT5E",1.33282977272727,15.8760978512397,4.34183707938849,0.000260992633326755,0.00615642404798317,0.304315547093709
"ELP3",0.918386339753731,10.7001171437572,4.34105090439323,0.000261494884252473,0.00615642404798317,0.302449478891332
"CPQ",-1.55579336595423,12.109458181186,-4.33955358022365,0.000262454131156408,0.00615642404798317,0.298895471532705
"AXL",1.35427031920318,11.4026150169855,4.33470391100991,0.000265585253521316,0.00619447423696024,0.287384862638127
"FDFT1",1.25680419493234,11.7574133556924,4.33077121152688,0.000268151758190076,0.0062189998156512,0.278051159256727
"CASK",-0.75865725757575,13.9563799793388,-4.3009854594898,0.000288412597289055,0.00665131298804252,0.20737414892679
"EIF2AK2",0.8264778939394,13.2526254132231,4.29436842076143,0.000293117436813775,0.00672205071575723,0.191676815345629
"CUL4B",-0.660177847707187,12.0215387938126,-4.28788435814126,0.000297802123371825,0.00677171693730944,0.17629639033838
"ARMCX2",1.61559641499745,11.6216588920354,4.28681428575864,0.000298582403325946,0.00677171693730944,0.173758282081617
"UBE2Z",0.927000060606064,13.2339547107438,4.28123555040385,0.000302683537307387,0.00682701055300451,0.160526720270595
"PRDX6",-0.57412363636362,17.2803217355372,-4.27745879488024,0.000305491870513524,0.00685270015550829,0.151569704225198
"ENPP4",-1.4220267437063,11.5989896191504,-4.27203709761849,0.000309568922163672,0.00690641535587974,0.138712433340014
