"","Ost_contr_8","Ost_dif_8","Ost_contr_9","Ost_dif_9","Ost_contr_11","Ost_dif_11","Ost_contr_12","Ost_dif_12","Ost_contr_20","Ost_dif_20","Ost_contr_22","Ost_dif_22","VIC_contr_213","VIC_dif_213","VIC_contr_431","VIC_dif_431","VIC_contr_432","VIC_dif_432","VIC_contr_482","VIC_dif_482","VIC_contr_494","VIC_dif_494"
"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A2M",326788,110526,363043,127635,626237,237604,209016,103599,376038,242362,486202,122441,369188,62697.5,395140,344594,419927,226721,307153,34733.8,265319,30830.4
"AAAS",2382.53,1729.02,1830.59,2274.39,2359.96,1726.28,2458.6,1998.97,1653.46,2106.27,2808.78,1687.73,2407.47,2880.09,550.762,977.703,457.446,925.614,1955.72,1589.7,1911.47,2950.21
"AACS",2254.56,2012.72,2132.15,1700.3,1664.71,3042.88,1383.55,1827.78,3039.11,6785.47,3267.32,4047.93,2150.57,1158.32,2067.27,3014.75,4533.51,1823.49,3450.08,2490.88,2395.07,3478.44
"AADAC",NA,NA,1385.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,1775.41,NA,2621.74,NA,NA,744.151,2258.17,1422.38,1768.81,NA
"AAK1",8583.12,8525.21,7924.44,7443.57,7364.67,6428.82,7812.24,5929.04,8700.69,7377.23,7403.07,7396.86,4122.97,5776.85,5769.18,6585.33,8720.26,6816.2,4309.16,6489.87,5994.47,5468.45
"AAMDC",3000.98,4627.3,8189.82,7176.76,5193.4,6063.22,5108.67,6713.31,4491.58,6705.21,6215.19,6730.99,6837.97,9510.92,7830.82,7037.29,4408.14,7357.18,3053.69,5489.4,6164.13,4209.19
"AAMP",5781.41,4135.27,5834.11,3360.36,6648.29,6345,5783.96,5332.35,6525.18,2206.81,4538.91,4593.06,3901.26,3839.36,4082.25,4952.82,6327.21,3971.09,4287.29,4842.4,6769.25,3833.98
"AAR2",2671.27,1220.74,2491.01,3452.26,2628.58,1783.95,3268.87,3196.79,2094.91,2221.78,2535.94,2927.71,2171.28,1741.55,2231.12,2789.08,3185.18,2632.67,2410.14,2377.63,2247.24,2737.65
"AARS1",42998.6,33773.2,47111.5,25156.1,43733.9,34891.7,51570.8,30271.8,48790.2,37146.4,42096.2,35706.5,37557.6,40226.4,43488,39181.6,41043.2,46149.5,50772.4,48766.3,48451.5,35975.7
"AARS2",1816.11,1574.28,2303.6,1025.4,2336.8,2372.19,2435.06,2173.26,1137.84,1916.26,2312.89,1957.45,1835.88,2799.8,1867.36,2373.12,1405.64,2078.23,1922.65,1540.99,1648.88,2008.68
"AARSD1",4027.78,5121.05,5766.11,4910.54,6639.09,6643.66,5549.9,5163.46,6798.81,5421.75,8648.26,4841.79,3121.31,6087.84,2930.64,3838.38,5760.33,5586.92,5254.11,6212.61,6000.62,6505.72
"AASDHPPT",4512.87,5127.13,6261.98,5194.8,4985.77,4431.27,4139.08,3972.94,5545.24,4817.36,3546.31,3154.09,4220.06,4158.96,3558.54,5346.28,6312.95,6958.39,4679.21,4425.96,6079.79,5170.23
"AASS",2911.32,2025,2088.91,2205.71,1838.26,2837.36,2229.05,4426.41,1676.89,2750.28,2331.62,3850.56,2539.88,5721.39,2224.93,5660.57,2644.22,4357.2,1447.39,3472.87,2104.96,3069.87
"AATF",2788.66,1226.48,2099.34,1853.42,1962.67,2249.97,2761.8,3200.59,2028.73,1434.87,2689.14,2020.27,1400.02,NA,NA,NA,NA,997.369,1781.74,1798.22,2421.71,1645.04
"ABAT",1271.9,2668.17,2584.6,2938.6,938.724,2095.09,889.142,3627.42,1771.34,2717.32,1242.44,3271.33,1183.15,2976.61,2626.45,3688.47,2599.85,4144.27,925.016,1148.63,1488.66,4237.63
"ABCA1",310.001,674.397,635.491,502.76,569.338,363.204,754.035,674.654,NA,NA,735.827,NA,290.153,637.414,NA,701.162,545.997,387.081,217.679,540.172,323.537,683.88
"ABCA6",NA,1148.1,NA,1751.89,NA,1260.9,NA,2196.15,NA,1014.63,809.677,1401.28,1643.94,2680.75,945.695,1555.33,NA,1064.78,1114.8,1908.72,571.021,1141.02
"ABCA8",NA,445.861,NA,427.123,NA,NA,NA,NA,136.239,NA,NA,479.365,338.608,218.18,27.5504,NA,387.49,14.6019,46.059,607.285,30.7851,194.072
"ABCB10",698.257,1428.56,1823.32,1392.99,NA,443.093,1331.88,1809,1407.59,632.467,376.908,1083.26,73.2936,719.441,1555.42,NA,1275.68,7.49627,453.569,1171.18,1065.78,545.427
"ABCB6",2836.07,2805.59,2934.9,2997.62,2410.4,3585.17,4874.48,4944.98,3077.52,4324.94,3461.21,4777.47,2064.91,3065.49,1698.22,4099.06,2722.15,4188.38,2555.88,2276.81,2535.05,3175.21
"ABCB7",3220.11,3187.69,4155.44,3909.68,2726.06,3974.58,3441.11,3465.53,2419.78,3488.25,3287.85,4398.6,1931.81,3577.41,5072.65,6181.18,2371.03,5544.82,1761.06,2203.84,3205.78,3424.43
"ABCB8",1757.88,1279.04,1534.7,444.664,530.972,1387.38,2435.4,1464.75,1059.6,1273.52,1583.43,1382.47,600.229,1018.99,478.238,NA,NA,1291.34,1384.37,880.503,472.677,804.158
"ABCC1",6447.22,5675.08,8162.81,5871.1,8056.82,10176.9,13147.8,11981.1,6427.72,7495.21,11406.3,8324.79,8505.45,8131.22,6438.56,6596.11,6114.61,7764.19,8311.01,9457.46,11506.2,9310.87
"ABCC3",717.095,2075.52,4423.5,1012.63,823.784,3086.32,1618.69,3849.37,NA,1472.12,1327.55,1913.97,512.21,4698.35,NA,1588.58,1313.45,2344.88,1765.37,3061.49,1314.75,4226.65
"ABCC4",3192.36,6611.89,4096.43,9500.91,2716.23,3732.42,2965.25,3359.85,2469.19,6983.15,3484.41,3585.97,2873.95,5576.88,1210.36,4712.88,2877.11,7038.42,2583.38,3119.16,2910.76,7429.71
"ABCD1",4167.65,3837.89,6099.61,5833.34,1475.25,2910.79,2993.02,3630.18,2964.24,5452.51,3625.18,4285.77,4220.17,4688.66,3181.41,8761.32,4599.87,5524.52,2597.95,5223.02,4863.89,6835.36
"ABCD3",9886.97,9586.04,7408.55,10022.3,3378.91,6857.26,7975.75,7298.88,7999.16,9339.74,7775.11,9235.8,12548.2,9101.46,10023.3,9758.2,16387.9,17018.9,4866.85,8965.59,8992.7,11061.3
"ABCE1",15426.5,13088.8,13475.6,12812.3,14404.3,17795,15956.2,14666.6,17651.1,15029.2,17170.5,15733.7,17488.4,19793.5,16680.6,18367.4,20879.8,17256.7,17298.1,17491.9,18420.9,18933.6
"ABCF1",15466.1,6703.04,16176.7,4914.9,15866.4,18926,15092.3,17007.9,18141.9,18522.9,17282.2,18703.2,11742.2,2593.67,9630.63,1658.89,16446,2677.44,12741,16628.7,16177.7,16701
"ABCF2",12115.4,13627.2,13725.7,13400.3,11452.3,13592.8,12698.2,12610.9,17059.9,12319.1,10374.8,12885.5,13088.6,10517,9259.74,10437.7,19439,11041.3,9836.72,13479.8,13440.2,12490.7
"ABCF3",2646.37,4109.58,4139.27,2791.46,2667.62,2596,3064.5,2426.34,3106.26,2958.11,4258.59,3420.37,3405.73,3061.31,2539.14,3394.92,5340.81,4803.73,2462.21,2263.63,3777.02,3195.66
"ABHD10",8854.12,7787.08,9164.4,7967.12,7748.95,6730.94,4811.91,4855.71,10342.4,9669.63,9620.77,8093.93,6375.19,10416.7,5885.75,10582.4,5328.09,11996.2,7108.03,10452.2,8416.21,6621.44
"ABHD11",5010.21,3826.75,4203.58,4318.42,5676.99,3594.86,4375.94,2264.43,5193.56,3454.77,7121.27,3354.85,2911.4,3800.3,1982.5,1991.46,1348.57,1438.84,2278.28,2229.24,2815.66,2463.11
"ABHD12",5705.79,5851.62,6379.76,5218.57,4604.44,5892.95,5832.71,8206.14,5541.14,5856.2,7489.5,5861.87,4566.62,4828.55,5596.56,7077.48,12929,10350.3,5728.3,6693.1,8393.92,7030.29
"ABHD14B",51587.3,45676.5,47328.6,63355.1,37377.1,45622.6,46169.3,55042.7,43163.4,50641.2,42715.9,57822.3,24457.3,45576.4,28699.4,58354.6,24845.7,44866,20309.5,39613.1,27543.1,36196.8
"ABHD16A",2126.52,4220.73,2701.24,8277.42,2181.42,3559.7,4440.12,3337.56,3818.39,3842.83,4231.89,3012.3,3980.76,2885.93,4913.05,4939.29,6106.87,5864.31,3093.43,3233.11,4051.55,3343.38
"ABHD17B",397.116,552.721,368.214,662.95,207.412,487.152,615.179,463.338,341.633,380.357,193.34,1480.01,277.267,472.169,191.896,626.874,NA,546.647,135.702,157.983,134.578,127.099
"ABI1",15541.2,12897.8,17002.4,16221,23457.6,19051.5,18205.4,17355.8,16432.2,21611.3,17864.8,16154.7,14798.3,11149.1,16206.5,17981.1,18924,15236.7,19334.3,15756.9,18646.9,12826.3
"NA.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABI2",4700.17,5362.56,10286.9,6241.5,7425.2,7959.84,9046.98,9524.58,6387.09,8585.09,9993.14,5677.19,19617.2,3742.05,7018.08,6013.27,6840.65,7283.34,6788.76,8979.33,8735.98,10089.5
"ABI3BP",1418.15,1845.78,1794.85,1085.24,1982.97,1483.35,2009.94,857.792,4632.51,1927.2,2804.4,4187.98,416.287,438.151,1307.93,632.504,800.212,787.732,NA,788.557,1415.03,1169.97
"ABL1",554.879,875.712,829.131,1468.32,800.325,978.072,613.603,722.731,1116.74,893.449,906.472,819.147,734.536,774.913,790.241,262.384,1048.79,390.242,486.32,637.548,807.121,869.781
"ABLIM1",743.446,NA,1057.07,NA,2326.97,389.071,421.89,NA,2503.69,791.605,1949.53,NA,4180.47,4528.3,938.363,259.918,2676.5,752.333,5922.42,8351.53,5372.82,8489.1
"ABR",5550.76,4308.58,4592.01,3734.14,4157.22,5153.91,5469.52,4906.54,5587.03,4257,4874.53,6052.87,2684.18,2727.46,2438.83,2525.44,3821.61,3349.42,2656.95,3299.95,2938.33,3237.8
"ABRACL",37447.3,44581,30556.7,41124.7,37192.3,43125.4,35394.3,35519.7,23640,24396,43810.6,33544.7,17503.1,62222.9,16321,51993.9,24032.3,39023.8,24832.8,37868.7,20286.2,21107.8
"ABRAXAS2",5568.95,4974.54,9966.69,3253.94,3975.35,5826.82,5223.64,5197.2,7408.41,7320.25,6703.18,6673.52,5232.35,6129.31,5771.15,3239.21,3937.56,7065.68,4879.64,6696.01,7559.97,4268.13
"ACAA1",18869.6,19776.7,22710.4,22143.9,16851,18396.1,9345.1,9372.73,19992.2,20320.9,20438.2,19026.7,12302.7,19316.7,9741.55,18115.7,18206.3,22833.3,10204.8,17213,15893.3,22453.7
"ACAA2",22770.5,20750.4,34948.7,22948,30757.5,21742.9,19463.9,21094.7,30108,26291.3,24016.9,29431.5,17953.3,23674.4,23958.7,30540,15572.4,23916.6,16070.8,22563.7,14457.7,17675.1
"ACACA",2705.82,2785.62,1839.28,2215.06,1668.9,5012.83,2995.12,2968.92,2400.9,4433.14,4017.65,3308.89,3364.98,2874.31,2650.3,1452.7,3249.81,2975.98,3762.97,3851.21,3905.64,4809.75
"ACAD11",3504.17,3461.79,2638.46,2788.27,2416.89,1314.78,4819.38,3511.18,3924.55,2156.09,3233.63,3591.76,5200.38,5252.93,2242.58,694.982,4177.22,1792.25,2576.4,3419.11,2562.19,3175.81
"ACAD9",11259.4,12169.4,11249.4,10802.5,8838.75,11641.2,10695.1,13078.1,10101.6,11098.6,11530.3,13270,6549.88,12217.3,4232.11,7002.75,5010.09,12638.3,5775.24,10445.5,5382.16,7534.54
"ACADM",9838.4,5591.81,8029.6,6004.8,10805.8,9004.02,10647.9,10059.9,7725.15,9007.98,8644.74,7196.14,7347.79,11735,5377,7395.86,4646.02,6378.36,9081.4,8845.59,7402.6,7718.24
"ACADS",2222.45,3439.78,5346.14,4595.89,5856.55,5150.23,3430.61,9612.62,4174.16,6714.4,4415.56,7103.9,5208.96,5826.46,5380.81,5548.72,2448.14,4788.41,2365.35,3028.04,4036.75,5277.52
"ACADSB",3025.21,2690.15,4078.75,2997.09,4531.82,6066.88,4002.96,6467.06,4109.82,4754.35,4908.62,5256.38,3670.96,5023.26,3308.36,4589.93,3271.45,5845.71,2730.8,3930.8,3311.22,4826.03
"ACADVL",40172.7,35104.2,42526.5,45639.8,49360,28133.9,51414.5,46573.2,43621.6,42847.5,42850.8,26326.8,48005.5,52245.7,59339.2,51529.1,48116.4,55119.8,46387.1,50060.4,38535,49320
"ACAN",1834.1,1229.52,3026.83,NA,6451.39,3342.94,6256.31,3398.06,4200.99,1597.19,2894.6,6743.87,NA,NA,562.691,1197.66,NA,NA,568.125,NA,NA,NA
"ACAP2",10201.9,11056.2,12500.2,9764.31,7092.15,11068.2,10298.5,10867.8,9026.7,11991,11350.8,12245.7,5845.12,9375.96,7821.13,8844.71,9315.52,8351.91,5568.54,7374.52,7572.39,8775.65
"ACAT1",69234.2,53419,69998,55525,78789.2,81877.1,51925.9,68603.9,72082.3,78052.6,85437.2,88018.5,51285.8,64378,40299.5,52343,31095.1,56605.5,54697,60958.9,48802,46239.7
"ACAT2",19723.5,27099.1,21724.7,18803.1,30233,46397.1,20139.3,28972,20458.1,37202.3,28444.7,33396,32672.6,41093.9,15332,21738.6,19093.7,23081,23881.8,31351.1,33843.2,38662.1
"ACBD3",13320.3,16313.5,13680.5,9728.53,14461.7,14164.8,11005.8,9934.66,13628,16589.3,11816.3,13538.7,8105.96,7443.83,14742.6,6876.73,15390.3,11615.5,14103.1,17417.4,15216.7,10522.7
"ACBD5",8594.91,7250.18,8873.29,8396.72,9341.32,7030.5,8037.77,9144.5,8374.95,5796.59,5849.47,6339.91,4036.59,3236.35,4133.54,1539.9,4294.91,4452.84,4774.83,7056.57,5737.49,4858.15
"ACE",2032.13,818.194,1543.89,1091.37,657.248,984.188,NA,229.877,1025.22,1415.13,1731.47,1221.56,2487.48,7425.94,1128.86,1137.46,564.009,1089.1,852.5,2462.53,597.121,3939.31
"ACIN1",7406.48,3355.96,7850.71,3203.29,11318.4,9012.19,10501.4,7920.23,6832.34,3140.9,8207.03,6287.1,6143.28,1977.77,654.967,816.521,1051.44,854.379,5022.54,6699.29,10047,6335.38
"ACLY",104809,95572.8,130311,63977.6,54384.8,108884,64867.4,66836.6,129124,133921,98440,97599.3,83192,77089.7,76373.8,82632,120827,135910,79882.7,105772,108827,98949.5
"ACO1",33912.7,37518.7,32562.8,41209,29048,54501.9,27862.1,47765.4,31394.9,44964.3,48841,45817.2,25960,37196.2,15063.4,17831.7,27154,26541.8,27045,34713.1,23813.4,38119.5
"ACO2",31637.6,33386.8,37391.2,37615.6,29182.9,32391.8,29551.8,42590.1,33796.5,36714.4,26752.8,39093.4,18583.5,36815.1,32060.9,45651.3,17075.4,37908.5,22038.8,37476.5,21496.3,24813.2
"ACOT1",11108.2,18092.1,21023.3,27402.7,14559.3,21655.7,7108.68,14619.2,22110.9,57350.7,16904.4,29785.3,10314.5,23254,7671.78,23430.2,4378.81,15633.8,7719.31,14955,8886.75,18612.5
"ACOT13",16515.1,7142.13,9960.27,17043,8921.24,5634.74,12344.2,10958.7,12099.7,16859.1,10781.2,11698.6,8550.52,9630.28,7164.75,10972.2,6381.67,9149.39,7248.19,5462.41,3862.36,5598.82
"ACOT7",9695.26,10546.2,12819,12370.8,14473,11268,13370.1,12446.6,18869.6,18291,17001.7,16520,12652.8,15793,23084.4,35201.2,29291.1,34448.3,19024.1,23009.8,14441.2,15660.5
"ACOT8",8767.54,6676.97,13773.5,9468.3,5485.34,6860.8,8338.58,7433.54,14676.7,13256,15133,9715.53,6281.34,6100.5,5832.95,11510.2,9691.52,13628.6,6579.14,9055.71,8962.23,7231.55
"ACOT9",22737.8,25298.5,27239.7,30629.3,15873.1,18440.8,21208.5,27295.5,19897.9,24382,24735.4,29835.3,17063.9,24650.5,17640.7,30841.3,18241.8,27637.2,14929.2,20855.5,15266.1,20765.9
"ACOX1",2096.64,2924.73,2449.28,2724.47,2219.43,2148.23,2505.73,1821.96,2679.64,2009.19,1749.66,2381.17,2455.43,1511.38,2142.87,1951.27,5269.5,3938.01,2372.95,2879.44,4035.9,2965.58
"ACOX2",3081.68,3529.1,7930.32,3282.91,2257.36,2088.1,2868.41,3363.5,3935.48,4049.37,5409.89,4256.24,2445.34,4765.09,2420.11,2994.98,3009.72,3312,3698.9,4329.38,4285.98,5410.19
"ACOX3",9959.92,8709.09,15498.1,11411.1,4645.98,7802.27,7732.32,8244.2,8149.8,8194.71,10222.8,8843.78,5986.09,9177.49,7858.06,11234,8975.54,13187.7,4394.2,7428.05,7678.71,10797.2
"ACP1",16938.3,14955.6,16370.9,14535.8,13542.7,18079.1,12073.9,10348.5,26030.1,22813.3,25069.5,14782.6,16846.4,25587.3,25787.8,23003.9,22986.9,23708.3,15899.7,16482.2,26014.2,19325.7
"ACP2",18909.6,19314,22317.3,23527.1,18552.7,14004.3,19189.1,15749.9,21279.6,26767.3,26225.4,24017.1,26529.3,37668.6,31842.3,50771.4,18169.3,56760.4,15830.5,24125.9,28602.9,34732.7
"ACSF2",6990.95,7640.23,9099.52,8826.33,2934.49,6038.87,2146.9,3676.61,6103.72,7467.09,5770.99,7962.82,2482.53,5199.04,4910.94,8052.25,2262.65,4606.72,1559.13,5068.48,3527.72,4014.28
"ACSF3",1195.97,1050.97,2212.64,1672.35,1708.99,1675.58,1263.12,2254.87,1629.67,1885.54,2065.73,2280.82,1092.45,1895.24,1138.54,3448.72,954.422,2453.36,919.483,1497.77,804.673,971.514
"ACSL1",13786.6,24541.5,13034.9,34797.3,11323.6,26587.8,10306,19323.1,12324.6,33797,13649.2,31924.9,9433.67,17172.1,11517.4,18264.8,11403.4,14294.1,9443.14,9439.01,11474.3,16306.4
"ACSL3",26364.9,28464,25149.8,18364.8,15037.7,27769,24025.1,17538,20041.1,35231.4,27949.6,25469.9,21920.7,27228.1,23743.7,24047.7,25978.2,25419.7,23894,36980.6,25018.4,24207.8
"ACSL4",8931.29,10866.6,9198.53,8459.16,12224,17056,17014,13179.1,9867.38,11898.8,15316.1,10888.9,10472.9,9877.18,8660.37,8308.22,11974.9,11502.8,12761.5,13978.2,11107.3,10300.8
"ACSS1",NA,NA,123.097,221.511,214.206,225.388,NA,375.367,141.781,NA,NA,NA,165.953,691.997,NA,155.684,NA,317.657,NA,179.01,NA,648.226
"ACSS2",9561.78,12599.8,7771.91,11170.5,6577.78,18246.5,9290.45,13606.3,6904.92,17728.9,13272.3,20507.5,6797.96,17876.2,5854.55,13617.6,11938.1,15815.1,5851.36,17857.7,11493.1,18475.3
"ACSS3",5083.88,5420.82,7063.52,7358.08,3482.07,5356.27,5512.56,5673.62,5067.29,6590.97,7435.34,6463.61,3863.72,10328.7,4623.1,7755.72,1214.29,7290.71,3273.73,3676.22,3507.99,6961.33
"NA.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACTBL2",1137140,887271,1344510,768706,1245400,1116360,810435,833496,1322960,1158470,1366170,1265820,1119410,836953,735043,895927,942381,974827,979199,822045,996855,1181260
"ACTL6A",16674.8,10960.6,15516.8,10013.7,21129.7,22781.6,18118.4,17054.8,18693.1,12444.6,15082.8,13976.4,12723.1,11927.3,5173.23,9688.25,8256.93,6361.26,15771.9,12953.8,17964.6,14486
"ACTN1",444181,399764,514599,384952,219205,339187,216365,250800,479254,465092,364422,421285,193336,378072,227592,501587,298243,465248,180243,294604,327681,375974
"NA.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ACTN4",861863,780997,990903,724088,719412,824747,826646,866814,900290,846914,716716,936269,425509,716912,377487,836911,445699,771436,390873,508843,624171,653808
"ACTR10",27194.2,29641.9,30526.6,31105.7,21760.1,27669.8,18376.5,26151.3,30325.7,38983.1,26723.2,33384.5,27466.4,33623.7,26954.4,29420.9,29780.8,27298.2,25912.7,34426,25975.1,30993.2
"ACTR1A",36841.3,39969.8,42807,32791.1,38763.6,35150.8,27606.6,30876.6,41112.3,44129.7,35722.5,41305.1,19431.9,33110.4,35603.7,39106.1,37623.3,31776.9,24100.7,27803.2,25952.5,26787.9
"ACTR1B",69966.3,69514.1,87549.4,73096.1,67378.4,77332.5,65882.1,61179.1,69132,81764.7,78327.3,82342.9,57904.8,80810.1,64886.2,87344.5,65925.5,79338.1,52485.9,70547.6,51575.5,55190.8
"ACTR2",97295.7,77878.7,100710,76580.9,68381.4,102513,70930.8,95053.4,91943.4,100803,89656.1,115546,61519.1,88316,64786.5,89928.3,82563.5,88686.2,49847.5,88690.7,67042.9,92196.3
"ACTR3",83591.3,98899.2,101319,71815,81650.2,89652.7,67260.6,78876.1,110259,132867,92433.8,105882,85110.1,97774.3,102123,112701,92104.6,101733,89124.4,93640.1,77176,105174
"ACY1",12012.5,8399.78,10417.3,9044.1,10502.7,8521.58,7396.06,9057.27,11735.9,8450.29,10411.2,10486.9,7157.61,8534.41,8629.95,10914,9773.28,10187,6827.33,8294.85,7677.94,10394.9
"ACYP1",2403.38,3866.14,4066.42,2791.34,3420.72,2952.92,2303.15,2378.23,2886.66,3656.21,3319.84,3322.75,1382.27,2576.54,2467.87,4065.46,1994.39,2751.67,1529.61,1737.6,2039.7,2242.61
"ADA",5703.03,2842.39,24787.4,8590.8,6453.21,5336.78,3297.04,3109.33,9466.3,5531.44,5392.54,3243.77,2471.81,2465.42,3632.47,4560.44,3086.62,4250.86,1907.28,1897.03,3520.59,2456.25
"ADAM10",9156.19,17233.9,12316.3,13792.5,16985,19292.7,11870.7,10590.7,8941.91,12725.6,16310.4,14348.4,14067.4,8276.09,6528.91,9041.64,11984.8,10620.3,11421,12894.1,17965.5,8759.99
"ADAM15",1210.08,649.799,974.633,799.371,1175.59,924.402,1413.38,1218.13,868.555,1142.83,1709.36,1126.16,965.478,838.49,501.14,720.813,517.925,802.399,762.909,551.428,888.029,1056.7
"ADAM17",2958.72,3988.16,3003.37,3023.73,4344.21,4172.76,4875.85,4841.84,2251.92,5165.64,6182.38,4782.59,9393.38,5033.17,4793.36,3841.85,4547.54,4532.01,5881.59,5014.71,8539.81,7184.4
"ADAM9",1955.74,7028.2,3241.7,4416.21,4129.98,7654.32,2249.59,7270.22,3223.75,4669.68,4054.81,4039.17,3376.04,3318.98,3282.75,1572.17,5706.65,2037,4293,4983.79,3702.69,4229.87
"ADAMTS1",1563.9,451.697,831.236,550.334,2828.68,1585.59,1319.33,2264.26,3037.15,590.966,1591.05,982.782,4957.7,4216.05,3621.19,1308.7,6489.63,1413.98,5532.97,5955.21,8500.82,6385.2
"ADAMTS2",49401.5,36299.9,51191.8,22614.6,15872.2,19435.6,5939.69,8128.12,49396.6,41350.8,19325.2,17664.8,5404.78,3990.84,9358.17,13272,9335.72,NA,7112.73,5626.58,13186.6,11439.5
"ADAMTSL1",530.266,1355.53,NA,NA,2681.06,1117.4,1613.41,1236.59,2251.84,NA,1121.71,566.582,3339.17,2557.22,1913.25,1347.5,2322.62,979.685,3559.73,3982.08,2881.12,1707.51
"ADAMTSL4",NA,299.09,146.638,272.947,2203.88,4056.91,649.756,1852.62,1023.47,1736.29,1909.22,2829.02,2430.05,8667.11,2184.18,2004.9,7870.27,3602.38,1182.69,16165.4,2673.75,26303.4
"ADAR",8066.6,6104.88,7713.54,5673.85,8341.53,9719.44,10806.6,8011.28,8847.92,7416.65,8578.45,6894.2,6323.45,7395.58,1297.3,1104.87,1091.92,1733.63,5328.5,7169.1,9629.77,8010.8
"ADARB1",829.094,796.159,NA,1452.28,NA,2011.46,693.45,1315.93,1227.34,1350.88,NA,1572.08,715.576,802.87,NA,NA,NA,NA,NA,831.647,421.802,569.84
"ADD1",21924.1,15971.2,26659.7,15119.1,17774.3,17160.2,15979.3,16525.5,28929.2,21253.5,23371.5,20887.4,14995.5,20329.4,8137.83,6865.83,12893.5,8116.53,13895.3,23638.9,17990,20899.6
"ADD3",15920.3,10948.7,18388.2,11151.4,12998.2,13254.5,9483.49,10697.4,20075.6,13555.9,18665.5,13006.9,10031.6,14035.6,6420.09,4080.35,8318.09,5260.16,11084.7,12024.1,12169.8,17081.3
"ADGRA2",314.225,965.371,959.152,940.226,1466.68,1196.98,1214.39,1212.64,451.263,883.026,738.11,1288.8,635.962,776.762,286.493,NA,NA,NA,183.273,321.943,NA,775.513
"ADGRE5",8327.57,8134.56,9320,8177.91,12907.9,8332.17,4345.31,4740.42,11315.1,13023.4,12158,10482.9,14664.9,11524.5,8835.18,6133.93,11381.6,6862.91,13966.3,7968.9,14526.2,14095.4
"ADGRL2",632.309,505.153,1127.29,671.969,431.846,NA,NA,NA,978.603,877.722,632.104,336.753,328.939,NA,NA,52.5824,327.078,154.214,NA,446.462,129.936,225.374
"ADH1B",NA,7748.35,1844.81,16075.6,2605.48,27323.3,5856.21,148490,651.524,4777.68,4891.34,11502.6,5485.19,110948,4080.11,42882.3,13929.9,12586,5397.49,25211.5,6943.62,90444.8
"ADH5",83192.7,79654.5,86942.4,90251.9,97105.2,149290,86278,147508,81504.3,122187,82740.9,134283,97318.8,143740,79333,151861,92177.6,129395,86074,130312,61939.9,68000.2
"ADI1",15899.2,18747.2,20566.3,19116.8,40630.6,20246.8,30640.5,23270.7,18714.1,15775,15883.9,18117.1,16196.7,17850.8,13471,11149.3,18123.5,21094.8,17134.5,35866.5,20994,28283.9
"ADIRF",4801.51,1453.4,16566,5346.82,21837.1,5288.93,31405.6,9631.5,7301.24,2233.8,27814.5,9045.82,5779.08,5854.31,8939.54,5456.78,11272.5,4775.27,18373.6,17754.4,8981.02,6083.71
"ADK",17100,17255.7,16332.1,16550.2,22929.1,23701.5,16040.3,21589.2,16240.8,21046.5,18301.8,28714.3,19767.9,21060,22096.6,28126.6,26590.3,27607.2,21878.8,25750,22721.7,26961.2
"ADNP",1428,819.746,1268.95,1962.77,2537.97,1461.21,1802.38,1205.59,2403.08,705.164,2797.75,1058.79,1698.79,NA,NA,NA,NA,369.621,2213.8,1783.65,2184.54,3437.13
"ADPGK",9901.16,12095.1,10264.8,11412.4,7726.5,11454.3,9555.86,10357.4,9387.46,8212.52,9872.48,11040.8,8242.43,13852.6,7218.92,12925,12065.1,10871.1,8398.21,12014.5,9363.84,12271.2
"ADPRH",2967.06,2015.03,3687.97,3312.59,1369.37,902.103,1390.85,1691.06,1948.18,1785.57,1530.49,2012.06,197.149,961.826,580.566,1194.57,1037.01,2425.48,407.768,1337.24,634.787,1166.63
"ADPRS",5232.37,5418.82,6665.41,5040.51,5771.59,5782.79,4102.45,5001.59,8914.4,8119.94,5693.21,5195.5,3869.83,6161.21,8606.97,9995.6,6048.63,7820.49,5827.23,5964.98,6917.18,5365.04
"ADRM1",9650.65,10687.2,9437.59,12836.7,10542.3,6562.74,8586.9,8835.97,9791.38,6914.68,7300.44,5751.74,8106.78,9304.74,7101.1,6616.45,6858.16,7874.53,10773.2,7558.37,7717.02,6922.22
"ADSL",25637.9,22829.7,24299.6,22718.9,19161,26317.4,18094,23231.4,24375.6,18900.1,25902.1,27117.5,16068.2,20404.4,9651.31,14650.1,21483.8,19885.9,13978.8,18853.2,15940.3,22876.9
