"","Ost_contr_8","Ost_dif_8","Ost_contr_9","Ost_dif_9","Ost_contr_11","Ost_dif_11","Ost_contr_12","Ost_dif_12","Ost_contr_20","Ost_dif_20","Ost_contr_22","Ost_dif_22","VIC_contr_213","VIC_dif_213","VIC_contr_431","VIC_dif_431","VIC_contr_432","VIC_dif_432","VIC_contr_482","VIC_dif_482","VIC_contr_494","VIC_dif_494"
"MAPKAPK2",9295.78,7288.04,10267,10744.4,8490.28,8848.15,8995.84,7675.54,9619.25,6863.52,10781.9,8534.29,5808.33,7427.57,5945.36,7165.98,6750.71,6758.56,5794.28,8326.08,8639.19,10238.4
"MAPKAPK3",4592.47,3963.56,4887.25,3185.43,6306.27,5767.78,6096.82,5257.14,4848.36,3852.93,8186.79,5578.82,5143.22,4286.22,991.354,2559.51,2504.43,3621.32,3576.54,3607.55,3861.33,3160.86
"MAPRE1",58841,39478.9,68505.8,33187.9,64728.3,52471.3,41620.8,40379.2,64567.8,49804.6,53663.9,61758,30074.3,40201.9,42539.6,58930.6,61360.2,59115,34508.3,58461.6,48797.9,52180.2
"MAPRE2",2241.11,2883.32,2696.88,1900.03,4590.73,2603.85,3307.6,1456.86,3525.89,3608.12,4333.98,2648.06,4783.83,2282.88,6067.31,5325.04,10354.3,4591.32,2621.84,3412.25,3461.77,3381.55
"MAPRE3",5548.54,2560.49,4482.41,3467.82,4455.27,3299.44,4813.7,2928.23,5561.73,3737.28,4396.25,4113.3,4134.78,3969.33,7122.24,5462.03,9463,4219.9,5602.22,6404.7,5862.74,4761.77
"MARCHF5",3296.08,3344.48,3656.36,2851.68,2302.16,3123.89,3644.44,3937.36,3493.54,2985.38,3764.03,4278.31,2208.24,2734.38,3003.46,3286.19,2317.43,3786.16,2676.75,3122.4,2409.6,2298.49
"MARCKS",71967.8,73757.7,133844,80026.1,101040,46239.3,41559.4,26244.6,92277.6,81816.1,87527.6,44124.8,10292.5,31151.2,47170.6,28540.1,34538,26435.8,27959.7,40997.7,25412.2,24361.2
"NA.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MARS1",41865,33555.1,38682.1,24142.5,24902.7,38095,37223.6,37822.4,47248.6,43391.6,46137.4,41150.5,32467.3,40090.8,37047.3,54015,42744.6,54847.9,29821.2,40829.3,49015.8,42195.4
"MAT2A",22561.9,20576.1,26180.8,19348.9,35396.4,33679.5,30930.5,29374.1,26128.2,22967.8,28553.5,28389.8,19781.2,26776.2,19734.9,24735.3,19630.8,26417.7,28429.1,30061.1,27812.6,26715.8
"MAT2B",19490.9,18525.6,19640.6,16510.4,25373.3,20511,23229.1,25644.9,20606.7,14855.5,16330.6,23476,12451.2,20274.5,11264.6,27732.5,14397.9,16410.2,13669.3,21049.3,17628.2,16146.5
"MATR3",35511.2,22597.7,32558.7,21755.6,41168.9,34084,46326.5,34308.1,33565.5,26095.4,34752,29955.3,28381.5,28310.2,2665.74,1736.62,4189.75,2390.57,28954.3,29273.6,37343.9,35422.4
"MAVS",6511.99,5112.71,5935.61,3497.38,5665.34,4621.37,7231.34,5644.92,6373.21,5943.56,7935.75,5315.86,4986.2,6957.31,3159.62,9151.07,4989.67,8591.14,4010.42,8299.76,5504.82,6232.17
"MBD2",1925.26,1894.56,715.724,672.621,1199.55,1379.44,2425.58,2113.33,1354.57,1362.82,2070.42,1155.06,1142.61,1560.25,1451.42,3104.91,NA,NA,910.621,2045.81,2026.79,2387.46
"MBLAC2",1933.9,3518.27,2364.07,1791.74,2882.39,2669.01,3052.73,2874.37,1876.09,1891.49,2848.53,2563.25,1831.2,2517.09,2034.68,2776.2,1999.01,2546.3,2134.06,1778.88,2384.12,2320.77
"MBNL1",27916.7,27784.1,29945.6,19293.4,39565.5,31409.8,36742.6,34346.2,31343.4,20621.6,24560.5,30326.7,27182.9,37676.4,26776.7,32679.8,32632.2,32520.6,22944,35073.2,33117,23162.7
"MBNL2",15658.7,12463.1,16302.3,13663.9,16745.7,15633.5,11687.3,15407.9,17079.4,10901.8,12913.5,11279.5,20100,23439.3,18208.3,28115.2,26122.4,34566.9,17007.6,27136,26522.6,23801
"MBOAT7",10008.7,12689.5,7953.21,11031.9,4187.88,7880.19,6513.13,6634.94,8156.1,12628.6,8887.45,6396.42,9432.67,17654.1,13871.8,25740.6,16741.4,22389.3,6058.16,9443.21,10696.1,15322
"MCAM",20651,22274.9,32076.4,19654.8,3110.32,5362.52,1165.81,893.502,25703.8,36406.5,7390.11,9054.93,NA,NA,5601.59,9305.07,2517.52,5975.58,NA,NA,509.199,4420.08
"MCAT",3285.55,923.71,2253.42,1377.73,1881.8,1293.88,1911.53,1829.92,2078.72,1579.85,3341.9,2000.15,1523.37,2722.32,1007.71,2360.9,1767.04,1713.03,1349.65,1119.72,1945.55,1157.37
"MCC",221.022,295.09,827.766,355.513,608.605,487.035,1624.08,892.097,284.902,151.584,575.895,315.914,138.566,194.547,275.19,NA,1124.19,NA,507.973,265.755,808.968,812.019
"MCCC1",3228.32,3646.89,2509.73,3778.82,1902.68,2400.41,2323.68,3767.78,3553.28,2289.1,1071.99,2362.1,1640.46,3094.32,2912.15,3966.94,1242.8,3181.07,1419.62,1606.45,1528.44,1645.64
"MCCC2",4814.66,4846.43,5626.03,4176.86,4716.79,4846.81,6060.95,6378.8,5539.75,5011.92,4588.37,5190.48,5996.97,5018.12,5764.51,6913.83,4283.45,7660.67,6465.17,6328.79,4958.68,3788.94
"MCM2",3858.09,4081.1,3439.11,4392.15,19037.9,12426.3,12246,10063.1,8086.22,5839.28,9564.48,6296.9,8502.46,6088.84,846.273,NA,1640.9,1453.02,8245.09,5343,6235.68,7512.54
"MCM3",4176.86,5010.02,2545.75,3090.6,15089.9,9704.15,11887.2,9504.67,6555.63,4572.15,6398.14,6156.6,5654.45,1886.64,353.36,1510.6,1661.97,884.397,5186.76,4766.66,4916.33,4691.75
"MCM4",1490.54,2041.15,914.087,980.041,5751.3,4080.6,3542.07,3110.76,2777.43,1668.24,2590.32,2321.61,3325.06,2075.95,1818.49,NA,734.679,133.745,2546.81,2010.17,2386.18,2278.94
"MCM5",3305.66,4034.96,1396.08,2337.68,11023.4,8666.9,9914.75,7500.63,5017.4,3937.62,6586.61,5315.05,5150.24,3529.4,NA,1117.41,2206.28,750.269,5124.45,3460.41,4064.28,4049.59
"MCM6",4483.54,6679.22,2996.12,4753.79,14184.8,13640,13790.4,10917.7,8967.42,6134.85,7751.66,7213.61,7314.11,6102.68,3582.78,NA,1841.99,862.041,5922.73,5381.99,6503.31,5927.79
"MCM7",3462.96,5106.73,1695.82,4218.9,13401.5,10119.8,10946.7,9540.78,5482.89,4494.92,7779.3,6245.05,6177.73,4575.98,1961.37,NA,1437.61,1419.02,5327.75,3259.19,4915.4,5032.28
"MCMBP",2796.94,3094.35,1083.86,2195.91,2770.49,3715.69,2336.99,3454.36,2668.3,2353.83,2084.4,2946.05,2288.74,3298.1,1322.5,2382.12,1793.1,2716.04,2185.37,2894.8,2303.85,3645.81
"MCRIP1",8305.56,3874.16,8453.46,5038.65,8242.61,5197.81,6216.36,4784.17,6690.01,3623.64,7492.77,4865.38,3525.86,4784.62,2459.56,3048.61,4042.02,2462.91,4657.65,4289,4290.24,3800.21
"MCTS1",17099,13234.1,17506.2,13711.1,18018.5,17481.4,17337,16101.5,18544.5,14623.8,19344.5,18486,11386.2,21591.5,12220.8,14353.7,19217.3,14641.1,14241.6,21274.5,16617.2,16730.5
"MCU",18803.8,18200.4,22397.4,31750.4,12190.4,16515.9,27506.3,22504.2,15063.8,20491.4,20825.4,21190.2,10397,19878.8,13368.6,24682.6,12046.4,22259.1,7638.52,14160.6,11804.3,13947.3
"MDH1",118523,120497,167592,115060,166664,176209,95413.5,110712,179379,231202,167643,143203,216833,180440,238947,235902,179473,234989,207694,182703,156678,171411
"MDH2",197912,135081,236189,129293,303576,227193,170743,183566,246971,216638,274094,218943,242626,246991,291551,298058,218413,241947,302824,201180,253591,185536
"ME1",13766.5,19526.4,16012.1,19048.3,10487.5,11922.4,9715.17,14067.3,19723.3,26957,12671.3,18528.4,10143.1,12086.1,19679.7,20731.3,14961,21289.3,5487.56,7105.49,16880.2,16266.5
"ME2",14024.6,11897.6,15740.4,9918.96,13160,12726.1,10600.4,9708.12,14066.3,11769.3,17323.7,17791,15152.1,21057,17710.7,22199.2,13070.7,21796.3,22931.7,22549.8,17325.6,14110
"ME3",2451.57,1280.63,2424.7,2017.27,955.285,879.477,1113.11,1527.56,2140.97,2896.82,2651.68,1275.51,1248.95,2832.69,517.725,1376,784.609,818.63,1334.17,1515.96,961.062,1652.8
"MEAK7",28408.7,26712.1,27856.4,31921.6,27106.1,28871.2,33687.2,30044.6,23437.3,17482.4,21967.4,22191.7,8555.69,16615.8,6177.09,12786,7544.88,11061.4,8400.66,21016.6,10809.4,13796.4
"MECP2",4383.25,1174.66,4100.77,1142.33,4441.23,2414.24,2768.93,1790.13,4104.74,2015.93,4028.12,2649.07,3273.88,3753.06,179.736,NA,NA,NA,1805.15,3174.55,4405.64,3917.2
"MECR",3052.62,3617.71,3571.17,3442.57,3913.56,3724.06,1379.66,2511.25,4776.25,4994.25,4152.04,3372.98,2166.53,2923.84,2342.55,2265.03,2107.3,2044.64,3744.33,4295.26,3311.02,2347.54
"MED14",522.215,632.209,127.841,NA,223.178,335.743,439.374,669.333,518.549,544.107,230.79,834.785,62.1687,418.902,NA,NA,NA,NA,327.849,277.806,97.9556,230.703
"MED15",770.989,353.346,650.146,1532.69,1407.04,725.38,649.683,450.881,886.098,268.108,1251.7,552.52,786.102,584.805,383.876,134.505,486.746,354.605,825.643,1531.1,1008.04,1788.89
"MED16",1129.92,948.346,702.698,692.015,507.871,642.358,843.788,1037.29,1380.97,603.218,1262.79,455.479,1800.69,765.453,NA,NA,NA,NA,682.677,NA,1354.55,1223.94
"MED4",405.759,759.051,709.883,435.013,794.132,675.727,814.539,1040.03,587.066,236.447,653.666,557.637,485.828,NA,130.182,132.108,149.849,674.513,676.769,374.691,287.892,367.324
"MEDAG",723.513,1016.23,421.356,1049.51,703,305.786,479.259,870.586,NA,NA,710.498,428.676,163.862,137.773,NA,38.8726,NA,277.289,NA,NA,118.027,188.396
"MEGF6",416.367,277.043,734.232,175.467,906.912,820.095,1300.84,916.259,1327.49,245.114,749.98,NA,667.088,NA,3050.52,1338.35,1444.27,757.17,376.203,989.02,1969.02,1377.22
"MELTF",287.437,1934.32,NA,616.407,3682.53,2390.65,8747.08,8744.66,13294.1,2647.81,6163.74,507.513,7856.72,11880.9,3257.64,6240.6,1184.63,9277.33,5477,11538.6,11697.6,18048.5
"MEMO1",11635.2,12699.1,13879.1,15904.3,13575,16787.5,12993.5,12040.1,15496.9,15948.3,16150.6,13418.7,15418.8,19374.6,12542,21293.1,21044.8,22985,12835.7,18893.8,14339.1,16972.5
"MESD",24673.9,41260.6,36798.5,29655.9,37371.2,32373.1,37837.3,29878.5,28556.1,33487.4,30768.7,31914.4,15322.3,32152.8,32028.8,19563.4,33956.4,20224.3,17110,26590.6,30330.6,25599.2
"MEST",3113.01,590.562,1821.36,NA,2405.44,261.911,2482.06,355.759,3066.85,NA,2358.85,352.246,11568.6,2200.05,19043.2,3625.9,21667.5,3243.97,5911.6,1351.68,17852.7,8531.51
"MET",571.434,1700.27,NA,2011.7,1711.34,2914.28,1898.66,2238.32,1640.84,1283.01,1468.24,812.156,894.89,1132.83,NA,2055.75,772.089,4587.65,2187.14,2214.71,NA,181.247
"METAP1",8398.69,5844.39,7874.86,6860.97,11571.3,7799.78,8504.87,8765.33,9706.07,7327.23,8843.07,6110.77,8560.46,7779.46,6000.42,6216.44,6270.76,6204.08,7353.4,7152.78,10610.7,9735.41
"METAP2",33644.7,27999.1,35593.8,31077.6,39015.3,28391.3,36402.6,34591.1,38099.2,28923.9,31013.3,35735.5,18247.6,26688.1,14707.8,16293.1,16536.8,23169.1,26465,29788.8,20014.4,25384.3
"METTL1",2292.61,1433.23,2952.79,1811.57,4153.03,3262.01,3875.72,4082.79,2615.1,1950.58,3587.43,2610.77,2812.5,4455.64,1490.92,3273.29,1679.04,2870.65,2818.72,3140.88,5034.22,3431.72
"METTL13",1989.31,2478.44,4406.52,2959.14,3456.63,4138.04,3578.11,2642.65,4848.77,2596.7,3222.81,3505.14,2919.72,3309.82,2774.21,3252.92,3229.89,2652.25,2277.35,1747.94,3340.84,3279.25
"METTL26",3830.48,1511.52,4174.43,1235.46,6503.26,3777.12,3087.23,2501.4,6629.63,5224.3,6140.75,2778.36,3389.91,2581.68,5710.06,2997.54,7252.74,8005.08,3028.95,3426.93,6631.36,4481.2
"METTL7A",7970.06,40285,9485.26,47758.3,5163.95,51291.7,13585.9,69712.5,5207.62,64522.8,11399.2,66943.2,12319.5,68173.6,4383.89,17589.9,4030.22,21595.8,7415.66,90748.2,8712.94,86014.8
"MFAP1",1906.9,1869.07,1650.85,1246.46,3649.88,2233.71,3191.42,1934.69,1309.84,1617.21,790.849,1151.71,1210.53,NA,NA,NA,NA,NA,1765.18,2849.21,1244.49,1131.05
"MFF",6337.82,3518.21,4700.69,4046.03,4214.58,4321.72,5202.39,5978.18,3992.55,3803.29,2949.91,4834.26,2948.45,5246.4,2585.84,3885.58,4078.41,4036.45,2280.79,3412.46,2738.61,3316.86
"MFGE8",106752,190298,106016,175465,101938,250876,25299.2,153285,121578,286860,122149,229841,122910,110962,67328,103813,58695.8,84018.5,64528.7,146263,149825,182575
"MFN1",3873.87,3086.33,2212.8,5857.86,2281.91,3064.11,5471.15,1703.77,2477.79,2653.61,3053.81,3483.42,2919.66,2427.26,1891.35,2746,1349.22,3766.06,3137.91,2968.4,3363.19,2417.76
"MFN2",4412.26,3552.52,3107.91,5219.07,3009.39,3187.92,2933.59,3103.89,3845.73,2977.66,2516.99,3305.95,2206.63,3717.23,2602.89,4081.69,2563.81,3358.98,1790.49,2466.44,2622.04,2269.12
"MGARP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,742.075,932.072,4576.15,2464.69,5160.89,2366.23,5729.12,587.594,2881.15,953.981,1728.03
"MGAT1",4129.96,7743.69,3548.98,5793.88,5702.39,4382.17,5638.58,5435.24,8441.83,10640,10719.7,10201.6,6592.45,3489.55,4522.08,3455.07,8207.6,3749.85,5786.64,8539.34,8300.39,6975.52
"MGAT2",5669.56,4753.97,3400.01,4770.76,3584.88,4829.84,5185.71,2854.51,5225.92,2322.48,5714.28,3652.02,3970.15,3406.19,2010.15,2006.35,4972.57,1899.18,3779.53,3869.69,3797.37,2953.87
"MGAT4B",654.915,1186.18,NA,971.952,348.994,1132.6,974.956,1404.4,709.177,162.466,829.633,1540.19,977.715,1573.12,478.998,1503.97,877.863,1177.15,1184.94,2401.24,1603.85,642.45
"MGLL",10155.3,17366.9,16171.4,16300,13164.4,15665.8,9208.2,9119.2,17292.4,27479.5,19235.3,14941,4623.5,4938.01,3997.06,6095.16,3809.33,4931.16,2601.04,5621.83,4383.23,4220.58
"MGMT",1673.18,1464.06,2869.39,1995.14,4400.32,3423.59,2639.62,1628.71,1844.24,1229.72,4155.09,4139.27,1918.18,2705.6,2180.1,2869.47,3663.66,2764.38,1712.18,1942,2182.64,1893.59
"MGP",NA,8863.5,2952.04,15019.8,4458.49,6137.31,NA,6472.63,NA,38007.7,3317.1,17905.5,12892.2,6954.45,7342.71,NA,NA,14115.5,8774.85,32444.5,11732,35474.1
"MGRN1",2847.51,1816.83,2324.26,1046.62,1818.23,3481.57,2393.12,3197.96,2166.68,2727.39,1816.82,2503.63,894.25,1336.97,1148.58,2697.97,1700.07,1639.24,1073.43,1507.97,1583.23,2016.21
"MGST1",16413.5,37384.4,31020.5,52843.1,11797.9,31041.3,12023.4,31693.9,26046.7,60835.5,17194.7,28170,29103.5,95306.2,16070.2,65268.2,14236.9,59152.7,16788.4,68872.5,35615.4,62967.5
"MGST3",24354.4,34290.8,35676.8,29638.5,18021.5,23951.5,15942.9,23485.2,32434,44122.6,27369,29545.4,28281.3,34528.9,33745.2,25817.8,21185,25694.4,30840,31839.3,22869.7,23769.6
"MIA2",966.443,1192.13,844.35,559.147,1231.1,786.863,612.576,1595.34,858.959,822.086,898.587,1186.66,617.045,1293.56,1112.25,1744.26,1016.96,1347.28,478.393,914.501,1004.43,595.907
"MIA3",3268.68,3999.38,3557.97,2960,2995.4,3985.04,3994.99,3800.88,4102.66,3346,3487.3,4484.57,2982.4,3599.13,3037.72,4369.42,4054.81,4606.73,2071.48,4208.99,3943.35,3759.88
"MICAL1",12824.5,14393.8,16932.1,17131.1,19839.9,31319.9,20764,21914.8,15416.5,20855.6,25696.9,34124,23230.3,32248.9,21953,21001,32715.4,30688.6,21886.7,38150.7,27055,43176.6
"MICAL2",10655.6,6309.84,13359.2,6698.65,8390.82,5827.21,5439.47,3849.34,29457.3,10209.5,10729.1,5292.62,21330.1,16131,31761.2,23725,30075.5,20197.2,18377.6,21780.7,24703.6,25728.2
"MICAL3",5151.72,2247.79,6724.41,2841.31,2301.97,3959.68,2089.3,2336.92,8161.55,5030.34,4813.99,3648.15,5297.53,3542.99,4942.41,1538.91,5073.6,4016.89,3121.43,4724.95,6984.96,5267.87
"MICALL1",2710.96,1747.79,3362.22,2127.05,2726.68,2671.71,2632.4,2412.41,3280.15,1759.18,3157.36,2232.08,2159.62,1310.45,3069.37,3294.26,5728.66,6475.64,2712.19,3601.73,1997.45,2816.09
"MICOS13",1801.54,961.845,814.223,1034.22,1548.55,1693.72,1534.71,1586.9,1776.13,2203.46,1611.05,2252.45,2534.2,2137.49,1279.47,1402.71,1235.2,1288.69,1411.39,1464.74,1280.52,1720.15
"MICU1",1777.32,2155.39,2208.17,1793.4,2181.53,1731.7,2133.28,2359.72,2229.62,2373.62,2608.16,1665.05,2004.99,1641.7,1377.51,1807.76,1642.9,1093.7,1587.65,1514.81,1778.95,1244.7
"MICU2",4879.82,6446.71,5648.36,6432.02,4871.16,5073.15,7261.81,6390.84,4792.59,5432.7,7152.84,4679.97,5218.2,4138.09,3116.7,2904.54,3952.8,2631.82,3756.18,3599.56,4429.33,4120.13
"MID1",2242.43,609.444,1447.73,1222.3,1245.79,673.75,1271.05,261.021,1807.1,1029.01,1052.19,386.853,1968.91,2190.28,1409.04,1320.07,1965.37,2103.82,1020.43,1385.53,2422.95,3026.18
"MIEN1",1359.5,2158.53,1525.59,1119.54,1087.77,528.481,345.4,240.696,1605.55,3011.13,2210.29,1113.87,1952.09,1587.36,1147.7,726.746,2394.69,1001.17,3047.51,2260.08,1905.05,2323.1
"MIER1",1855.74,937.692,855.68,NA,742.819,969.913,1464.54,728.378,1312.9,805.349,NA,NA,357.45,NA,NA,NA,NA,632.709,1379.92,1303.51,1385.38,1118.64
"MIF",471082,466316,448660,407760,396812,409315,200188,318487,432462,449400,824615,406865,921612,852114,986963,951183,1015870,1113020,874450,982232,762122,848478
"MIF4GD",1212.16,1594.37,1267.28,2105.71,1803.4,1565.56,2148.43,2021.17,1394.88,1725.97,1716.84,2437.43,984.839,2043.17,1956.44,3998.82,2600.75,3660.95,1347.77,3003.9,1228.76,2069.24
"MINDY3",2691.55,3937.44,4006.18,2585.82,3717.63,2486.44,3031.7,2375.24,4966.23,4615.4,2634.2,3634.52,1885.17,2867.55,4690.62,5523.93,3968.44,4525.92,3034.99,4233.4,3454.66,2201.23
"MINK1",1330.69,700.172,1415.02,594.234,1686.74,907.228,2041.28,1171.07,1322.46,350.817,1260.91,961.632,1621.37,218.874,1030.37,215.625,1591.93,156.187,892.798,1269.51,1118.75,1539.84
"NA.96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MINPP1",12455.9,10960.3,13594.2,10082.2,18725.1,12057.1,14935.3,9768.89,14856.6,14217.5,16848.6,15876.8,18658.7,8241.09,19265.8,10719.1,29135.9,11020.2,15917.5,19121.3,22154.7,21973.1
"MIOS",1185.05,1460.48,1385.81,1967.34,1098.02,2488.69,2128.75,2600.07,1088,1284.77,1517.69,2116.89,734.152,1922.92,789.704,1199.32,902.213,1308.28,1366.15,1679.5,881.895,1754.2
"MIPEP",3143.5,1778.63,2739.42,2591.7,3765.31,3602.95,2508.88,3013.96,2613.5,3026.23,3885.71,3739.83,4265.75,3035.9,1634.18,1822.25,2592.05,3038.13,2958.27,3409.72,2892.82,2989.62
"MIX23",6364.38,1243.13,3078.9,3828.3,4086.14,4567.22,2791.12,2331.77,4542.3,5237.24,6673.73,2490.49,2965.41,3901.41,3126.33,3120.76,4041.53,3884.26,3607.48,4304.04,3547.9,3209.28
"MKI67",NA,NA,NA,NA,2473.93,NA,NA,NA,NA,NA,NA,371.42,766.997,NA,NA,NA,NA,NA,1149.53,NA,1087.21,715.254
"MKRN2",5335.15,4408.03,5084.93,4521.79,3944.74,4587.04,6420.89,5656.66,3877.58,3163.33,3650.74,4249.07,2792.19,3378.87,1517.83,1268.94,3621.93,1798.67,1538.53,3707.12,2291.02,3343.12
"MLEC",33840.9,31930.2,35953.4,25273.5,21211.3,31625.8,25868.6,27570.3,29719.6,32779.9,27765.1,36017.4,20066.6,30786.4,24272.5,34104.6,32821.1,40254.4,16214,33762.5,27276.9,33707.9
"MLLT1",3581.18,1131.26,2097.37,1452.73,3112.29,2177.25,4554.94,3267.21,619.473,557.136,2002.65,2215.85,1777.79,NA,NA,NA,NA,NA,1820.78,2278.31,2435.56,2899.15
"MLPH",296.35,690.851,642.298,479.996,704.921,1106.65,651.324,1712.41,1168.54,552.159,480.049,642.251,27.6512,2389.54,126.681,NA,NA,404.57,NA,1671.55,NA,1039.85
"MLYCD",1768.23,1603.51,1545.4,1451.17,721.247,1128.56,1283.35,1796.92,1221.04,1668.95,681.416,1571.64,763.696,1588.73,591.817,2062.72,985.043,2322.99,673.428,1387.1,630.44,946.987
"MMAA",6014.71,5430.19,5733.11,5079.63,3444.06,4243.93,5471.99,5896.12,4796.56,5661.21,6223.23,5621.43,4038.38,5320.44,3198.01,8634.81,4172.66,7320.55,3034.64,5543.87,3318.22,4818.33
"MMAB",477.76,744.817,3836.92,666.035,1487.63,1196.08,1792.06,2177.83,1251.55,2465.19,2942.7,2674.81,2503.08,3049.18,342.236,581.282,1300.38,1272.35,917.721,1792.41,2424.23,2298.46
"MME",17398.1,34367.1,23207.8,44821,13811.8,50033.9,16892.8,42266.4,15350.5,45157.9,11900.1,30953,8315.22,20802.3,4102.39,5459.48,4841.69,2737.09,6010.28,9505.51,1581.29,7883.28
"MMGT1",17835.3,16319.3,15016.4,16815.3,12887.3,13929.4,13557.3,15463.7,12946.2,13980.4,18894.3,17263.8,12701.1,15617.7,11659.4,14843.5,10905.5,14681.1,8441.76,14962.8,19031.9,18723.3
"MMP14",88150.3,33082.7,99155.2,33543.2,102179,76008.5,60102.1,52447.4,105512,71073.3,112692,70846.8,125664,43984.5,23934.8,19640.7,39156.7,22608.9,94344.3,28519.6,92794.2,39033.3
"MMP15",NA,2889.08,688.423,4140.25,NA,1112.35,NA,144.806,235.739,1831.07,289.058,1021.31,86.7709,525.308,NA,442.67,533.181,43.7002,NA,584.335,89.2629,487.992
"MMP2",32688.9,11938.2,36891.1,16566.8,39446,28014.5,21461,18497.5,32943.9,11895.1,35229.9,19353.2,15575.2,8752.85,16440.3,7592.78,5699.66,4153.92,10236.6,4221.16,5706.5,3105.22
"MMS19",6054.76,5712.88,5409.53,5597.98,3203.49,5595.92,5385.46,5245.25,4721.4,5825.93,5199.26,4533.4,3768.61,5222.83,3725.35,5261.45,7562.25,5567.32,3388.79,4579.58,5266.34,5166.13
"MMUT",4787.89,4769.93,6238.16,3918.17,4666,5645.4,3350.78,7701.36,5040.94,5466.7,5618.98,5742.75,3244.86,3933.18,3031.67,3929.63,3917.98,4575.85,4045.54,4351.53,3979.07,4728.8
"MNAT1",997.414,2047.85,1141.66,2025.65,3453.25,1949.47,2570.3,1690.35,1608.78,1145.6,1897.39,1231.56,965.602,2190.21,NA,NA,NA,1926.09,864.985,1150.55,1877.62,1084.98
"NA.97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOB3A",1513.26,1682.96,718.993,1225.62,531.846,2668.91,771.153,1324.08,1176.05,1761.15,1852.98,2628.95,2034.71,1144.99,NA,NA,348.221,541.804,NA,608.092,1151.8,904.383
"MOB4",8495.56,9910.01,8340.14,13398.5,8618.56,6573.71,8801.97,7157.57,8521.74,8648.45,6225.19,8160.89,6002.71,7939.27,6969.52,7448.91,6853.9,7623.53,5454.8,9610.01,6121.07,6501.51
"MOCOS",1612.01,1900.61,1175.94,2033.95,2047.33,2698.95,2358.53,1139.06,2403.58,1684.43,2838.61,1625.99,899.284,2282.42,1722.57,3761.57,1298.4,3152.06,1220.23,1704.69,2409.99,845.283
"MOCS1",844.631,636.101,666.204,1271.98,NA,918.556,562.668,792.091,NA,445.704,NA,467.359,NA,567.248,115.734,1199.79,440.984,823.424,NA,NA,NA,393.345
"MOCS2",5192.88,6716.27,5785.14,5549.89,5349.56,5950.42,6846.9,3941.66,4214.03,4921.49,7240.37,5608.42,4311.69,6739.71,6335.58,6144.48,6709.25,7870.55,6681.09,7948.73,6684.97,5202.88
"MOCS3",2098.02,1528.68,2203.71,2244.88,2349.17,2064.45,1517.1,1530.24,1759.32,1732.9,2166.08,2042.22,1891.02,2352.41,1828.4,1572.47,1359.83,2296.32,1664.93,1545.78,1938.6,1556.58
"MOGS",23906,30232.1,24914.5,30710.4,15330.6,23535.7,17859.6,16542.6,26463.2,27899.4,25753.2,27411,16969.8,26676.6,30595.6,28511.3,29590.4,28164.4,19027.3,31539.7,28595.3,32133.2
"MON2",3543.97,3972.29,3325.99,3810.61,2022.53,2848.85,2949.62,2946.3,3201.49,4044.01,4063.13,2606.46,3623.22,3500.18,4588.02,3562.03,3788.22,3965.79,3126.31,3820.03,3649.26,4782.87
"MORF4L1",1405.74,1419.16,NA,795.009,1970.53,2349.04,6314.11,3369.7,926.252,1331.56,1567.13,2027.47,846,1089.88,833.288,1877.87,749.028,694.066,1885.77,1630.92,2001.56,583.082
"MORF4L2",498.565,725.84,761.474,1360.83,NA,912.628,1532.99,1505.67,792.404,NA,NA,1353.4,1245.2,910.706,307.232,197.15,1531.15,153.727,463.322,2143.73,1224.12,620.372
"MOSPD2",1466.35,1831.76,1365.27,1206.2,1142.16,1202.82,1570.6,1858.4,2010.91,1890.49,1387.66,1313.33,375.344,1429.41,1271.74,1002.04,1862.04,974.354,727.11,1736.27,1298.81,1600.4
"MOV10",4210.75,1505.57,3222.85,3445.04,3572.92,3443.97,6260.02,4117.15,3630.15,1695.59,5375.96,2791.17,2649.08,2110.59,3275.32,1640.27,3496.51,2603.9,3145.85,3715.33,3298,2105.19
"MOXD1",914.187,2026.88,482.425,2176.66,1258.79,3695.46,3132.8,7082.4,742.323,586.772,5740.44,4614.87,942.206,2232.5,NA,NA,1174.77,NA,423.096,668.842,NA,349.428
"MPC1",1570.58,2586.69,1825.31,2329.69,NA,2204.81,1173.99,1706.27,1436.41,2428.03,1669.74,2224.82,2084.31,2209.43,860.11,2979.2,1191.74,3366.67,877.793,1829.73,993.244,1682.61
"MPC2",20023.3,30538.1,18324.7,30767.6,9470.46,17698.2,15096.9,16280.2,16983.9,25658.3,14576,22513.2,8026.56,19594.6,9433.64,20611.2,12580.3,25870.3,8081.56,14191.2,11115.2,12790.9
"MPDU1",13909.6,25520.1,20234.4,22963.7,18073.2,14702.7,11573.1,13817.7,20297.1,26142.4,16243.8,10969.1,15312.3,25196.9,16729.6,27573.1,14504.3,25704.3,20680.7,25603,20583.4,17731.4
